"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Comparison","Mark"
"GO:0002253","BP","GO:0002253","activation of immune response","8/100","448/28943",0.000166255306940756,0.00462770591462304,0.0032533960981268,"Prkch/Mef2c/Fyb/Nckap1l/Klhl6/Malt1/Lyn/Prkcb",8,"HPPvsSTR","H3K27me3"
"GO:0007189","BP","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","6/100","153/28943",1.56564134405948e-05,0.00129635103288125,0.000911368066594626,"Arrdc3/Adgre1/Adrb2/Calcrl/Abca1/Akap13",6,"HPPvsSTR","H3K27me3"
"GO:0007188","BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","6/100","231/28943",0.000154521202997383,0.00441184676144253,0.00310164157014711,"Arrdc3/Adgre1/Adrb2/Calcrl/Abca1/Akap13",6,"HPPvsSTR","H3K27me3"
"GO:0046631","BP","GO:0046631","alpha-beta T cell activation","6/100","191/28943",5.44032423214579e-05,0.00231658573180155,0.00162861925970793,"Ly9/Prdm1/Dock2/Nckap1l/Malt1/Il6",6,"HPPvsSTR","H3K27me3"
"GO:0050851","BP","GO:0050851","antigen receptor-mediated signaling pathway","8/100","307/28943",1.16893955365506e-05,0.0011167868658766,0.00078512984595698,"Prkch/Mef2c/Fyb/Nckap1l/Klhl6/Malt1/Lyn/Prkcb",8,"HPPvsSTR","H3K27me3"
"GO:0042113","BP","GO:0042113","B cell activation","12/100","440/28943",4.12396326719855e-08,1.93110736588725e-05,1.35761806933085e-05,"Hdac9/Mef2c/Nckap1l/Cd86/Samsn1/Malt1/Sp3/Spi1/Bank1/Lyn/Il6/Prkcb",12,"HPPvsSTR","H3K27me3"
"GO:00421131","BP","GO:0042113","B cell activation","6/32","440/28943",7.73365788330971e-06,0.00499594299261807,0.00293471964940332,"Inpp5d/Ptprc/Mef2c/Il7r/Plcl2/Bank1",6,"HPPvsPFC","H3K27me3"
"GO:0030183","BP","GO:0030183","B cell differentiation","6/100","175/28943",3.33993364856161e-05,0.00184364337400601,0.00129612863695058,"Hdac9/Nckap1l/Malt1/Sp3/Spi1/Il6",6,"HPPvsSTR","H3K27me3"
"GO:0050853","BP","GO:0050853","B cell receptor signaling pathway","6/100","182/28943",4.15880854772e-05,0.00198663085241086,0.00139665250620799,"Prkch/Mef2c/Nckap1l/Klhl6/Lyn/Prkcb",6,"HPPvsSTR","H3K27me3"
"GO:0007596","BP","GO:0007596","blood coagulation","6/100","177/28943",3.55934209505101e-05,0.00192204473132754,0.00135124680450563,"Adrb2/Tfpi/Mertk/Lyn/Il6/Ubash3b",6,"HPPvsSTR","H3K27me3"
"GO:0043010","BP","GO:0043010","camera-type eye development","9/100","376/28943",6.43937978330679e-06,0.000795163272335926,0.000559020200358209,"Cited2/Slc4a7/Crybg3/Zeb2/Dlx2/Sp3/Mertk/Chd7/Jun",9,"HPPvsSTR","H3K27me3"
"GO:0002263","BP","GO:0002263","cell activation involved in immune response","7/100","332/28943",0.000157674506992055,0.00445072131100301,0.0031289713767921,"Ly9/Dock2/Nckap1l/Malt1/Spi1/Lyn/Il6",7,"HPPvsSTR","H3K27me3"
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","8/100","340/28943",2.4319678148277e-05,0.00177676707412706,0.00124911288074277,"Mef2c/Trib1/Cd86/Malt1/Spi1/Lyn/Abca1/Il6",8,"HPPvsSTR","H3K27me3"
"GO:0071222","BP","GO:0071222","cellular response to lipopolysaccharide","8/100","304/28943",1.08881871245719e-05,0.00108185027269746,0.000760568523775356,"Mef2c/Trib1/Cd86/Malt1/Spi1/Lyn/Abca1/Il6",8,"HPPvsSTR","H3K27me3"
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin","8/100","314/28943",1.3754197982224e-05,0.00119836374492115,0.000842480486831165,"Mef2c/Trib1/Cd86/Malt1/Spi1/Lyn/Abca1/Il6",8,"HPPvsSTR","H3K27me3"
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","8/100","242/28943",2.04226157330083e-06,0.000386582990979629,0.000271777770164931,"Creb1/Cited2/Mef2c/Nr3c1/Zeb2/Spi1/Jun/Hpgd",8,"HPPvsSTR","H3K27me3"
"GO:0050817","BP","GO:0050817","coagulation","6/100","180/28943",3.91001362404797e-05,0.00194634154438298,0.00136832808802922,"Adrb2/Tfpi/Mertk/Lyn/Il6/Ubash3b",6,"HPPvsSTR","H3K27me3"
"GO:0001217","MF","GO:0001217","DNA-binding transcription repressor activity","8/98","334/28404",2.11125530240774e-05,0.00204088012566082,0.00166678050190085,"Prdm1/Nr3c1/Zeb2/Sp3/Spi1/Bach2/Jun/Sall1",8,"HPPvsSTR","H3K27me3"
"GO:0001227","MF","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","8/98","331/28404",1.97936213021566e-05,0.00204088012566082,0.00166678050190085,"Prdm1/Nr3c1/Zeb2/Sp3/Spi1/Bach2/Jun/Sall1",8,"HPPvsSTR","H3K27me3"
"GO:0030218","BP","GO:0030218","erythrocyte differentiation","6/100","150/28943",1.39905590188057e-05,0.00119836374492115,0.000842480486831165,"Cited2/Nckap1l/Sp3/Spi1/Lyn/Ptbp3",6,"HPPvsSTR","H3K27me3"
"GO:0034101","BP","GO:0034101","erythrocyte homeostasis","6/100","162/28943",2.16375628331202e-05,0.00162871836598396,0.00114503083700626,"Cited2/Nckap1l/Sp3/Spi1/Lyn/Ptbp3",6,"HPPvsSTR","H3K27me3"
"GO:0001654","BP","GO:0001654","eye development","10/100","424/28943",2.19245861879235e-06,0.000386582990979629,0.000271777770164931,"Cited2/Prdm1/Slc4a7/Crybg3/Zeb2/Dlx2/Sp3/Mertk/Chd7/Jun",10,"HPPvsSTR","H3K27me3"
"GO:0007599","BP","GO:0007599","hemostasis","6/100","180/28943",3.91001362404797e-05,0.00194634154438298,0.00136832808802922,"Adrb2/Tfpi/Mertk/Lyn/Il6/Ubash3b",6,"HPPvsSTR","H3K27me3"
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","9/100","375/28943",6.30308545339932e-06,0.000795163272335926,0.000559020200358209,"Cited2/Mef2c/Nckap1l/Sp3/Spi1/Mertk/Lyn/Ptbp3/Il6",9,"HPPvsSTR","H3K27me3"
"GO:0002429","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","8/100","349/28943",2.92841735661418e-05,0.00180359334241805,0.00126797243625373,"Prkch/Mef2c/Fyb/Nckap1l/Klhl6/Malt1/Lyn/Prkcb",8,"HPPvsSTR","H3K27me3"
"GO:0002757","BP","GO:0002757","immune response-activating signal transduction","8/100","350/28943",2.98847144762519e-05,0.00180359334241805,0.00126797243625373,"Prkch/Mef2c/Fyb/Nckap1l/Klhl6/Malt1/Lyn/Prkcb",8,"HPPvsSTR","H3K27me3"
"GO:0002768","BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","8/100","360/28943",3.64793001178095e-05,0.00192796981899232,0.00135541229329106,"Prkch/Mef2c/Fyb/Nckap1l/Klhl6/Malt1/Lyn/Prkcb",8,"HPPvsSTR","H3K27me3"
"GO:0002366","BP","GO:0002366","leukocyte activation involved in immune response","7/100","328/28943",0.000146364226482944,0.00424737783868994,0.00298601569386669,"Ly9/Dock2/Nckap1l/Malt1/Spi1/Lyn/Il6",7,"HPPvsSTR","H3K27me3"
