"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Comparison","Mark"
"GO:0001837","BP","GO:0001837","epithelial to mesenchymal transition","4/86","155/28943",0.00119484493228925,0.0230213232729563,0.0146312282966158,"Tgfb2/Bmp7/Msx1/Tgfbr3",4,"HPPvsSTR","H3K27ac"
"GO:0072073","BP","GO:0072073","kidney epithelium development","4/86","155/28943",0.00119484493228925,0.0230213232729563,0.0146312282966158,"Bmp7/Aqp1/Yap1/Smad6",4,"HPPvsSTR","H3K27ac"
"GO:0008347","BP","GO:0008347","glial cell migration","3/86","70/28943",0.00120089033721304,0.0230213232729563,0.0146312282966158,"Tgfb2/Lamb1/Syne2",3,"HPPvsSTR","H3K27ac"
"GO:0021537","BP","GO:0021537","telencephalon development","5/86","268/28943",0.0012399597032649,0.0235200777398247,0.0149482122676145,"Lmx1a/Lamb1/Syne2/Aqp1/Tmem108",5,"HPPvsSTR","H3K27ac"
"GO:0019755","BP","GO:0019755","one-carbon compound transport","2/86","18/28943",0.00129449408165756,0.0235624074257265,0.0149751149478301,"Aqp1/Car12",2,"HPPvsSTR","H3K27ac"
"GO:0060572","BP","GO:0060572","morphogenesis of an epithelial bud","2/86","18/28943",0.00129449408165756,0.0235624074257265,0.0149751149478301,"Sulf1/Bmp7",2,"HPPvsSTR","H3K27ac"
"GO:0140131","BP","GO:0140131","positive regulation of lymphocyte chemotaxis","2/86","18/28943",0.00129449408165756,0.0235624074257265,0.0149751149478301,"Stk39/Cxcl13",2,"HPPvsSTR","H3K27ac"
"GO:1904424","BP","GO:1904424","regulation of GTP binding","2/86","18/28943",0.00129449408165756,0.0235624074257265,0.0149751149478301,"Tgfb2/Arhgap28",2,"HPPvsSTR","H3K27ac"
"GO:0030900","BP","GO:0030900","forebrain development","6/86","407/28943",0.001359682380644,0.0242789137425433,0.0154304913557376,"Lmx1a/Lamb1/Syne2/Msx1/Aqp1/Tmem108",6,"HPPvsSTR","H3K27ac"
"GO:0045667","BP","GO:0045667","regulation of osteoblast differentiation","4/86","161/28943",0.00137427813637038,0.0242789137425433,0.0154304913557376,"Bmp7/Id3/Yap1/Smad6",4,"HPPvsSTR","H3K27ac"
"GO:0072006","BP","GO:0072006","nephron development","4/86","161/28943",0.00137427813637038,0.0242789137425433,0.0154304913557376,"Sulf1/Bmp7/Aqp1/Yap1",4,"HPPvsSTR","H3K27ac"
"GO:0015669","BP","GO:0015669","gas transport","2/86","19/28943",0.00144399774720713,0.0250200378891082,0.0159015136534551,"Aqp1/Car12",2,"HPPvsSTR","H3K27ac"
"GO:0021542","BP","GO:0021542","dentate gyrus development","2/86","19/28943",0.00144399774720713,0.0250200378891082,0.0159015136534551,"Lmx1a/Tmem108",2,"HPPvsSTR","H3K27ac"
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","4/86","164/28943",0.00147069678257898,0.0252399581162602,0.0160412842049717,"Tgfb2/Timp3/Cttn/Yap1",4,"HPPvsSTR","H3K27ac"
"GO:00488635","BP","GO:0048863","stem cell differentiation","5/86","282/28943",0.00155152097226344,0.0260797292364248,0.016575001699416,"Tgfb2/Msi2/Bmp7/Msx1/Yap1",5,"HPPvsSTR","H3K27ac"
"GO:0021543","BP","GO:0021543","pallium development","4/86","167/28943",0.00157173763789661,0.0260797292364248,0.016575001699416,"Lmx1a/Lamb1/Syne2/Tmem108",4,"HPPvsSTR","H3K27ac"
"GO:0030050","BP","GO:0030050","vesicle transport along actin filament","2/86","20/28943",0.0016013488677194,0.0260797292364248,0.016575001699416,"Myo5b/Myrip",2,"HPPvsSTR","H3K27ac"
"GO:0072243","BP","GO:0072243","metanephric nephron epithelium development","2/86","20/28943",0.0016013488677194,0.0260797292364248,0.016575001699416,"Aqp1/Yap1",2,"HPPvsSTR","H3K27ac"
"GO:0030856","BP","GO:0030856","regulation of epithelial cell differentiation","4/86","168/28943",0.00160646500845902,0.0260797292364248,0.016575001699416,"Tgfb2/Prlr/Bmp7/Yap1",4,"HPPvsSTR","H3K27ac"
"GO:0048015","BP","GO:0048015","phosphatidylinositol-mediated signaling","4/86","168/28943",0.00160646500845902,0.0260797292364248,0.016575001699416,"Tgfb2/Kcnh1/Plch1/Ror1",4,"HPPvsSTR","H3K27ac"
"GO:0071248","BP","GO:0071248","cellular response to metal ion","4/86","170/28943",0.00167751593859983,0.0269900332264008,0.0171535464398178,"Kcnh1/Stk39/Aqp1/Cpne2",4,"HPPvsSTR","H3K27ac"
"GO:0001503","BP","GO:0001503","ossification","6/86","426/28943",0.00171268097266392,0.0270908254230792,0.017217605035522,"Bmp7/Sgms2/Id3/Tgfbr3/Yap1/Smad6",6,"HPPvsSTR","H3K27ac"
"GO:0048017","BP","GO:0048017","inositol lipid-mediated signaling","4/86","171/28943",0.00171384800123808,0.0270908254230792,0.017217605035522,"Tgfb2/Kcnh1/Plch1/Ror1",4,"HPPvsSTR","H3K27ac"
"GO:0003177","BP","GO:0003177","pulmonary valve development","2/86","21/28943",0.00176650058505429,0.0272071286689558,0.0172915216962579,"Tgfb2/Smad6",2,"HPPvsSTR","H3K27ac"
"GO:0034755","BP","GO:0034755","iron ion transmembrane transport","2/86","21/28943",0.00176650058505429,0.0272071286689558,0.0172915216962579,"Scara5/Steap2",2,"HPPvsSTR","H3K27ac"
"GO:0070230","BP","GO:0070230","positive regulation of lymphocyte apoptotic process","2/86","21/28943",0.00176650058505429,0.0272071286689558,0.0172915216962579,"Pdcd1/Tgfb2",2,"HPPvsSTR","H3K27ac"
"GO:0035107","BP","GO:0035107","appendage morphogenesis","4/86","175/28943",0.00186465252061194,0.0282361667406952,0.0179455280179195,"Tgfb2/Bmp7/Msx1/Fras1",4,"HPPvsSTR","H3K27ac"
"GO:0035108","BP","GO:0035108","limb morphogenesis","4/86","175/28943",0.00186465252061194,0.0282361667406952,0.0179455280179195,"Tgfb2/Bmp7/Msx1/Fras1",4,"HPPvsSTR","H3K27ac"
"GO:0072170","BP","GO:0072170","metanephric tubule development","2/86","22/28943",0.00193940624461203,0.0291234171065906,0.0185094210012095,"Aqp1/Yap1",2,"HPPvsSTR","H3K27ac"
"GO:0030902","BP","GO:0030902","hindbrain development","4/86","178/28943",0.00198362432756261,0.0295412482501474,0.0187749740616627,"Lmx1a/Bmp7/Atp2b2/Zfp423",4,"HPPvsSTR","H3K27ac"
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","6/86","442/28943",0.00206066111173261,0.0303196424523606,0.0192696833858101,"Sulf1/Tgfb2/Klf9/Tgfbr3/Itpr1/Yap1",6,"HPPvsSTR","H3K27ac"
"GO:0014855","BP","GO:0014855","striated muscle cell proliferation","3/86","85/28943",0.00209855306457822,0.0303196424523606,0.0192696833858101,"Tgfb2/Tgfbr3/Yap1",3,"HPPvsSTR","H3K27ac"
"GO:0010818","BP","GO:0010818","T cell chemotaxis","2/86","23/28943",0.00212001939456018,0.0303196424523606,0.0192696833858101,"Stk39/Cxcl13",2,"HPPvsSTR","H3K27ac"
"GO:0033630","BP","GO:0033630","positive regulation of cell adhesion mediated by integrin","2/86","23/28943",0.00212001939456018,0.0303196424523606,0.0192696833858101,"Tgfb2/Cxcl13",2,"HPPvsSTR","H3K27ac"
"GO:1901623","BP","GO:1901623","regulation of lymphocyte chemotaxis","2/86","23/28943",0.00212001939456018,0.0303196424523606,0.0192696833858101,"Stk39/Cxcl13",2,"HPPvsSTR","H3K27ac"
"GO:0060485","BP","GO:0060485","mesenchyme development","5/86","304/28943",0.00215263819889644,0.0305437325544204,0.0194121041060865,"Tgfb2/Bmp7/Msx1/Tgfbr3/Yap1",5,"HPPvsSTR","H3K27ac"
"GO:0016055","BP","GO:0016055","Wnt signaling pathway","6/86","451/28943",0.00227856529011692,0.0313234019411618,0.019907623875217,"Sulf1/Lmx1a/Nxn/Sfrp5/Ror1/Yap1",6,"HPPvsSTR","H3K27ac"
"GO:0007219","BP","GO:0007219","Notch signaling pathway","4/86","185/28943",0.00228147292530258,0.0313234019411618,0.019907623875217,"Tgfb2/Bmp7/Zfp423/Yap1",4,"HPPvsSTR","H3K27ac"
"GO:0003181","BP","GO:0003181","atrioventricular valve morphogenesis","2/86","24/28943",0.00230829378506347,0.0313234019411618,0.019907623875217,"Tgfb2/Smad6",2,"HPPvsSTR","H3K27ac"
"GO:0030903","BP","GO:0030903","notochord development","2/86","24/28943",0.00230829378506347,0.0313234019411618,0.019907623875217,"Id3/Yap1",2,"HPPvsSTR","H3K27ac"
"GO:00032811","BP","GO:0003281","ventricular septum development","3/86","88/28943",0.00231668187658367,0.0313234019411618,0.019907623875217,"Tgfb2/Tgfbr3/Smad6",3,"HPPvsSTR","H3K27ac"
"GO:00350511","BP","GO:0035051","cardiocyte differentiation","4/86","186/28943",0.00232639798941268,0.0313234019411618,0.019907623875217,"Tgfb2/Bmp7/Tgfbr3/Smad6",4,"HPPvsSTR","H3K27ac"
"GO:0198738","BP","GO:0198738","cell-cell signaling by wnt","6/86","453/28943",0.00232926518319405,0.0313234019411618,0.019907623875217,"Sulf1/Lmx1a/Nxn/Sfrp5/Ror1/Yap1",6,"HPPvsSTR","H3K27ac"
"GO:0016331","BP","GO:0016331","morphogenesis of embryonic epithelium","4/86","188/28943",0.00241807107032188,0.0322767708794076,0.0205135385926721,"Sulf1/Tgfb2/Sfrp5/Bmp7",4,"HPPvsSTR","H3K27ac"
"GO:0008593","BP","GO:0008593","regulation of Notch signaling pathway","3/86","90/28943",0.00246961947066729,0.0324836079280471,0.0206449941151441,"Tgfb2/Bmp7/Yap1",3,"HPPvsSTR","H3K27ac"
"GO:0033627","BP","GO:0033627","cell adhesion mediated by integrin","3/86","90/28943",0.00246961947066729,0.0324836079280471,0.0206449941151441,"Tgfb2/Fbn1/Cxcl13",3,"HPPvsSTR","H3K27ac"
"GO:0072207","BP","GO:0072207","metanephric epithelium development","2/86","25/28943",0.00250418336751625,0.0325682623912679,0.02069879635592,"Aqp1/Yap1",2,"HPPvsSTR","H3K27ac"
"GO:0050680","BP","GO:0050680","negative regulation of epithelial cell proliferation","4/86","190/28943",0.00251220225992577,0.0325682623912679,0.02069879635592,"Sulf1/Tgfb2/Klf9/Tgfbr3",4,"HPPvsSTR","H3K27ac"
"GO:0030111","BP","GO:0030111","regulation of Wnt signaling pathway","5/86","319/28943",0.0026498727095924,0.0335957143613814,0.0213517946288819,"Sulf1/Lmx1a/Nxn/Sfrp5/Yap1",5,"HPPvsSTR","H3K27ac"
"GO:0032098","BP","GO:0032098","regulation of appetite","2/86","26/28943",0.00270764229377771,0.0335957143613814,0.0213517946288819,"Fbn1/Htr2c",2,"HPPvsSTR","H3K27ac"
"GO:0055064","BP","GO:0055064","chloride ion homeostasis","2/86","26/28943",0.00270764229377771,0.0335957143613814,0.0213517946288819,"Stk39/Car12",2,"HPPvsSTR","H3K27ac"
"GO:0090335","BP","GO:0090335","regulation of brown fat cell differentiation","2/86","26/28943",0.00270764229377771,0.0335957143613814,0.0213517946288819,"Fbn1/Bmp7",2,"HPPvsSTR","H3K27ac"
"GO:0099010","BP","GO:0099010","modification of postsynaptic structure","2/86","26/28943",0.00270764229377771,0.0335957143613814,0.0213517946288819,"Myo5b/Cttn",2,"HPPvsSTR","H3K27ac"
"GO:0030512","BP","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","3/86","93/28943",0.00271051072121157,0.0335957143613814,0.0213517946288819,"Fbn1/Tgfbr3/Smad6",3,"HPPvsSTR","H3K27ac"
"GO:00905963","BP","GO:0090596","sensory organ morphogenesis","5/86","321/28943",0.00272196131895765,0.0335957143613814,0.0213517946288819,"Col8a1/Bmp7/Msx1/Aqp1/Atp2b2",5,"HPPvsSTR","H3K27ac"
"GO:0030198","BP","GO:0030198","extracellular matrix organization","5/86","322/28943",0.00275853448424752,0.0338155043579185,0.0214914824121826,"Sulf1/Tgfb2/Lamb1/Col8a1/Antxr1",5,"HPPvsSTR","H3K27ac"
"GO:0043062","BP","GO:0043062","extracellular structure organization","5/86","323/28943",0.00279546288205653,0.0339313683714082,0.0215651199182733,"Sulf1/Tgfb2/Lamb1/Col8a1/Antxr1",5,"HPPvsSTR","H3K27ac"
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","5/86","324/28943",0.00283274850701772,0.0339313683714082,0.0215651199182733,"Sulf1/Tgfb2/Lamb1/Col8a1/Antxr1",5,"HPPvsSTR","H3K27ac"
"GO:00319601","BP","GO:0031960","response to corticosteroid","3/86","95/28943",0.00287887862032708,0.0339313683714082,0.0215651199182733,"Klf9/Stk39/Aqp1",3,"HPPvsSTR","H3K27ac"
"GO:0035384","BP","GO:0035384","thioester biosynthetic process","2/86","27/28943",0.0029186249154097,0.0339313683714082,0.0215651199182733,"Acsl6/Pdk2",2,"HPPvsSTR","H3K27ac"
"GO:0055083","BP","GO:0055083","monovalent inorganic anion homeostasis","2/86","27/28943",0.0029186249154097,0.0339313683714082,0.0215651199182733,"Stk39/Car12",2,"HPPvsSTR","H3K27ac"
"GO:0062009","BP","GO:0062009","secondary palate development","2/86","27/28943",0.0029186249154097,0.0339313683714082,0.0215651199182733,"Tgfb2/Tgfbr3",2,"HPPvsSTR","H3K27ac"
"GO:0071616","BP","GO:0071616","acyl-CoA biosynthetic process","2/86","27/28943",0.0029186249154097,0.0339313683714082,0.0215651199182733,"Acsl6/Pdk2",2,"HPPvsSTR","H3K27ac"
"GO:0072012","BP","GO:0072012","glomerulus vasculature development","2/86","27/28943",0.0029186249154097,0.0339313683714082,0.0215651199182733,"Bmp7/Aqp1",2,"HPPvsSTR","H3K27ac"
"GO:0010717","BP","GO:0010717","regulation of epithelial to mesenchymal transition","3/86","96/28943",0.00296542405447896,0.0342544496549428,0.0217704545969845,"Tgfb2/Bmp7/Tgfbr3",3,"HPPvsSTR","H3K27ac"
"GO:00071792","BP","GO:0007179","transforming growth factor beta receptor signaling pathway","4/86","202/28943",0.00313044083615539,0.0344696864683967,0.0219072485995769,"Tgfb2/Fbn1/Tgfbr3/Smad6",4,"HPPvsSTR","H3K27ac"
"GO:0003094","BP","GO:0003094","glomerular filtration","2/86","28/28943",0.00313708578291735,0.0344696864683967,0.0219072485995769,"Sulf1/Aqp1",2,"HPPvsSTR","H3K27ac"
"GO:0003171","BP","GO:0003171","atrioventricular valve development","2/86","28/28943",0.00313708578291735,0.0344696864683967,0.0219072485995769,"Tgfb2/Smad6",2,"HPPvsSTR","H3K27ac"
"GO:0021801","BP","GO:0021801","cerebral cortex radial glia-guided migration","2/86","28/28943",0.00313708578291735,0.0344696864683967,0.0219072485995769,"Lamb1/Syne2",2,"HPPvsSTR","H3K27ac"
"GO:0022030","BP","GO:0022030","telencephalon glial cell migration","2/86","28/28943",0.00313708578291735,0.0344696864683967,0.0219072485995769,"Lamb1/Syne2",2,"HPPvsSTR","H3K27ac"
"GO:0060039","BP","GO:0060039","pericardium development","2/86","28/28943",0.00313708578291735,0.0344696864683967,0.0219072485995769,"Bmp7/Tgfbr3",2,"HPPvsSTR","H3K27ac"
"GO:0061437","BP","GO:0061437","renal system vasculature development","2/86","28/28943",0.00313708578291735,0.0344696864683967,0.0219072485995769,"Bmp7/Aqp1",2,"HPPvsSTR","H3K27ac"
"GO:0061440","BP","GO:0061440","kidney vasculature development","2/86","28/28943",0.00313708578291735,0.0344696864683967,0.0219072485995769,"Bmp7/Aqp1",2,"HPPvsSTR","H3K27ac"
"GO:00485623","BP","GO:0048562","embryonic organ morphogenesis","5/86","333/28943",0.00318472360996473,0.0347810420918572,0.0221051310216371,"Tgfb2/Bmp7/Msx1/Atp2b2/Yap1",5,"HPPvsSTR","H3K27ac"
"GO:0048736","BP","GO:0048736","appendage development","4/86","205/28943",0.00329983312125053,0.035606582541877,0.0226298041974193,"Tgfb2/Bmp7/Msx1/Fras1",4,"HPPvsSTR","H3K27ac"
"GO:0060173","BP","GO:0060173","limb development","4/86","205/28943",0.00329983312125053,0.035606582541877,0.0226298041974193,"Tgfb2/Bmp7/Msx1/Fras1",4,"HPPvsSTR","H3K27ac"
"GO:0042044","BP","GO:0042044","fluid transport","2/86","29/28943",0.00336297964499221,0.0356475842369175,0.0226558628715265,"Aqp1/Itpr1",2,"HPPvsSTR","H3K27ac"
"GO:0060045","BP","GO:0060045","positive regulation of cardiac muscle cell proliferation","2/86","29/28943",0.00336297964499221,0.0356475842369175,0.0226558628715265,"Tgfbr3/Yap1",2,"HPPvsSTR","H3K27ac"
"GO:0060571","BP","GO:0060571","morphogenesis of an epithelial fold","2/86","29/28943",0.00336297964499221,0.0356475842369175,0.0226558628715265,"Sulf1/Bmp7",2,"HPPvsSTR","H3K27ac"
"GO:0032147","BP","GO:0032147","activation of protein kinase activity","3/86","101/28943",0.00342214386812432,0.0360625921073686,0.0229196215975332,"Tgfb2/Prlr/Fbn1",3,"HPPvsSTR","H3K27ac"
"GO:0099173","BP","GO:0099173","postsynapse organization","4/86","208/28943",0.00347537391396065,0.0363829012590847,0.0231231944447013,"Myo5b/Cttn/Shank2/Tmem108",4,"HPPvsSTR","H3K27ac"
"GO:0060395","BP","GO:0060395","SMAD protein signal transduction","3/86","102/28943",0.00351835053693714,0.0363829012590847,0.0231231944447013,"Tgfb2/Bmp7/Smad6",3,"HPPvsSTR","H3K27ac"
"GO:0007409","BP","GO:0007409","axonogenesis","6/86","493/28943",0.00353330062172021,0.0363829012590847,0.0231231944447013,"Lmx1a/Tgfb2/Myo5b/Bmp7/Cttn/Snap91",6,"HPPvsSTR","H3K27ac"
"GO:19038293","BP","GO:1903829","positive regulation of protein localization","6/86","493/28943",0.00353330062172021,0.0363829012590847,0.0231231944447013,"Cnst/Tgfb2/Myo5b/Arhgef16/Yap1/Myrip",6,"HPPvsSTR","H3K27ac"
"GO:0097205","BP","GO:0097205","renal filtration","2/86","30/28943",0.00359626144775823,0.0367699904028719,0.0233692093920934,"Sulf1/Aqp1",2,"HPPvsSTR","H3K27ac"
"GO:0043270","BP","GO:0043270","positive regulation of ion transport","5/86","343/28943",0.00361170271992693,0.0367699904028719,0.0233692093920934,"Stk39/Stim2/Itpr1/Atp2b2/Htr2c",5,"HPPvsSTR","H3K27ac"
"GO:0008361","BP","GO:0008361","regulation of cell size","4/86","211/28943",0.00365716938075133,0.0370237035062579,0.0235304570446922,"Myo5b/Aqp1/Atp2b2/Cttn",4,"HPPvsSTR","H3K27ac"
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","5/86","346/28943",0.00374744973919218,0.0377257230727615,0.0239766263818941,"Kcnh1/Ocln/Stk39/Atp2b2/Yap1",5,"HPPvsSTR","H3K27ac"
"GO:0060037","BP","GO:0060037","pharyngeal system development","2/86","31/28943",0.00383688633402014,0.0384114954105794,0.0244124697743504,"Tgfb2/Bmp7",2,"HPPvsSTR","H3K27ac"
"GO:0051216","BP","GO:0051216","cartilage development","4/86","216/28943",0.00397434644866747,0.0395678027651867,0.0251473622340809,"Sulf1/Tgfb2/Bmp7/Msx1",4,"HPPvsSTR","H3K27ac"
"GO:0060977","BP","GO:0060977","coronary vasculature morphogenesis","2/86","32/28943",0.00408480964251479,0.0402146832827696,0.0255584878857722,"Tgfbr3/Smad6",2,"HPPvsSTR","H3K27ac"
"GO:00706331","BP","GO:0070633","transepithelial transport","2/86","32/28943",0.00408480964251479,0.0402146832827696,0.0255584878857722,"Aqp1/Itpr1",2,"HPPvsSTR","H3K27ac"
"GO:00352653","BP","GO:0035265","organ growth","4/86","218/28943",0.00410627176694207,0.0402146832827696,0.0255584878857722,"Tgfb2/Prlr/Tgfbr3/Yap1",4,"HPPvsSTR","H3K27ac"
"GO:0034446","BP","GO:0034446","substrate adhesion-dependent cell spreading","3/86","109/28943",0.00423824371345107,0.0412827847115613,0.0262373209686189,"Lamb1/Antxr1/Parva",3,"HPPvsSTR","H3K27ac"
"GO:0060740","BP","GO:0060740","prostate gland epithelium morphogenesis","2/86","33/28943",0.00433998690716482,0.0418216920144973,0.0265798241204352,"Sulf1/Bmp7",2,"HPPvsSTR","H3K27ac"
"GO:1905314","BP","GO:1905314","semi-lunar valve development","2/86","33/28943",0.00433998690716482,0.0418216920144973,0.0265798241204352,"Tgfb2/Smad6",2,"HPPvsSTR","H3K27ac"
"GO:0040013","BP","GO:0040013","negative regulation of locomotion","5/86","360/28943",0.00442977109273892,0.0424598271761464,0.0269853916511755,"Sulf1/Cxcl13/Tgfbr3/Abhd2/Htr2c",5,"HPPvsSTR","H3K27ac"
"GO:1905477","BP","GO:1905477","positive regulation of protein localization to membrane","3/86","112/28943",0.00457210652835159,0.042749884995443,0.0271697382294772,"Cnst/Myo5b/Arhgef16",3,"HPPvsSTR","H3K27ac"
"GO:0000038","BP","GO:0000038","very long-chain fatty acid metabolic process","2/86","34/28943",0.00460237385633515,0.042749884995443,0.0271697382294772,"Acsl6/Elovl7",2,"HPPvsSTR","H3K27ac"
"GO:0003156","BP","GO:0003156","regulation of animal organ formation","2/86","34/28943",0.00460237385633515,0.042749884995443,0.0271697382294772,"Sulf1/Bmp7",2,"HPPvsSTR","H3K27ac"
"GO:0060512","BP","GO:0060512","prostate gland morphogenesis","2/86","34/28943",0.00460237385633515,0.042749884995443,0.0271697382294772,"Sulf1/Bmp7",2,"HPPvsSTR","H3K27ac"
"GO:0099563","BP","GO:0099563","modification of synaptic structure","2/86","34/28943",0.00460237385633515,0.042749884995443,0.0271697382294772,"Myo5b/Cttn",2,"HPPvsSTR","H3K27ac"
"GO:20001081","BP","GO:2000108","positive regulation of leukocyte apoptotic process","2/86","34/28943",0.00460237385633515,0.042749884995443,0.0271697382294772,"Pdcd1/Tgfb2",2,"HPPvsSTR","H3K27ac"
"GO:0031532","BP","GO:0031532","actin cytoskeleton reorganization","3/86","113/28943",0.00468683056703791,0.0430901463357261,0.0273859917128746,"Antxr1/Parva/Cttn",3,"HPPvsSTR","H3K27ac"
"GO:00550171","BP","GO:0055017","cardiac muscle tissue growth","3/86","113/28943",0.00468683056703791,0.0430901463357261,0.0273859917128746,"Tgfb2/Tgfbr3/Yap1",3,"HPPvsSTR","H3K27ac"
"GO:0010976","BP","GO:0010976","positive regulation of neuron projection development","4/86","227/28943",0.00473667914052439,0.0432091261229947,0.0274616094525488,"Acsl6/Bmp7/Ror1/Itpr1",4,"HPPvsSTR","H3K27ac"
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","5/86","366/28943",0.00474772861950774,0.0432091261229947,0.0274616094525488,"Sh3bp4/Tgfb2/Timp3/Aqp1/Snap91",5,"HPPvsSTR","H3K27ac"
"GO:1903076","BP","GO:1903076","regulation of protein localization to plasma membrane","3/86","114/28943",0.00480328547019283,0.0434950774738064,0.0276433461601153,"Cnst/Myo5b/Arhgef16",3,"HPPvsSTR","H3K27ac"
"GO:2000406","BP","GO:2000406","positive regulation of T cell migration","2/86","35/28943",0.00487192641209202,0.0438960569729491,0.0278981891387164,"Stk39/Cxcl13",2,"HPPvsSTR","H3K27ac"
"GO:00075171","BP","GO:0007517","muscle organ development","5/86","371/28943",0.00502484811035624,0.0450486382828952,0.0286307135065074,"Tgfb2/Hlf/Id3/Msx1/Tgfbr3",5,"HPPvsSTR","H3K27ac"
"GO:0010719","BP","GO:0010719","negative regulation of epithelial to mesenchymal transition","2/86","36/28943",0.00514860068946462,0.0459295962495804,0.0291906073482934,"Tgfb2/Tgfbr3",2,"HPPvsSTR","H3K27ac"
"GO:00430104","BP","GO:0043010","camera-type eye development","5/86","376/28943",0.00531327863687302,0.0466147623727059,0.0296260654603096,"Tgfb2/Col8a1/Bmp7/Aqp1/Nhs",5,"HPPvsSTR","H3K27ac"
"GO:0003018","BP","GO:0003018","vascular process in circulatory system","4/86","235/28943",0.00534911565829329,0.0466147623727059,0.0296260654603096,"Ocln/Tgfbr3/Smad6/Htr2c",4,"HPPvsSTR","H3K27ac"
"GO:0014020","BP","GO:0014020","primary neural tube formation","3/86","119/28943",0.00541177884593408,0.0466147623727059,0.0296260654603096,"Tgfb2/Sfrp5/Bmp7",3,"HPPvsSTR","H3K27ac"
"GO:0019934","BP","GO:0019934","cGMP-mediated signaling","2/86","37/28943",0.00543235299570934,0.0466147623727059,0.0296260654603096,"Aqp1/Htr2c",2,"HPPvsSTR","H3K27ac"
"GO:0033866","BP","GO:0033866","nucleoside bisphosphate biosynthetic process","2/86","37/28943",0.00543235299570934,0.0466147623727059,0.0296260654603096,"Acsl6/Pdk2",2,"HPPvsSTR","H3K27ac"
"GO:0034030","BP","GO:0034030","ribonucleoside bisphosphate biosynthetic process","2/86","37/28943",0.00543235299570934,0.0466147623727059,0.0296260654603096,"Acsl6/Pdk2",2,"HPPvsSTR","H3K27ac"
"GO:0034033","BP","GO:0034033","purine nucleoside bisphosphate biosynthetic process","2/86","37/28943",0.00543235299570934,0.0466147623727059,0.0296260654603096,"Acsl6/Pdk2",2,"HPPvsSTR","H3K27ac"
"GO:0035329","BP","GO:0035329","hippo signaling","2/86","37/28943",0.00543235299570934,0.0466147623727059,0.0296260654603096,"Shank2/Yap1",2,"HPPvsSTR","H3K27ac"
"GO:0051209","BP","GO:0051209","release of sequestered calcium ion into cytosol","3/86","120/28943",0.00553877094072332,0.0473026788397318,0.0300632715565327,"Tgfb2/Itpr1/Htr2c",3,"HPPvsSTR","H3K27ac"
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","4/86","238/28943",0.00559181497080777,0.0475304272518661,0.0302080173199546,"Tgfb2/Timp3/Cttn/Yap1",4,"HPPvsSTR","H3K27ac"
"GO:0051283","BP","GO:0051283","negative regulation of sequestering of calcium ion","3/86","121/28943",0.00566754355361107,0.0479479506272636,0.0304733747780027,"Tgfb2/Itpr1/Htr2c",3,"HPPvsSTR","H3K27ac"
"GO:0097106","BP","GO:0097106","postsynaptic density organization","2/86","38/28943",0.00572313982957666,0.0480802703890946,0.0305574707537443,"Shank2/Tmem108",2,"HPPvsSTR","H3K27ac"
"GO:0009914","BP","GO:0009914","hormone transport","5/86","383/28943",0.00573654724398187,0.0480802703890946,0.0305574707537443,"Fbn1/Aqp1/Slco1c1/Myrip/Htr2c",5,"HPPvsSTR","H3K27ac"
"GO:0071241","BP","GO:0071241","cellular response to inorganic substance","4/86","241/28943",0.0058417738473254,0.048735539226298,0.0309739276115499,"Kcnh1/Stk39/Aqp1/Cpne2",4,"HPPvsSTR","H3K27ac"
"GO:00715602","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","4/86","242/28943",0.00592672303077739,0.0487976406229752,0.0310133962251282,"Tgfb2/Fbn1/Tgfbr3/Smad6",4,"HPPvsSTR","H3K27ac"
"GO:0051282","BP","GO:0051282","regulation of sequestering of calcium ion","3/86","123/28943",0.0059304568792628,0.0487976406229752,0.0310133962251282,"Tgfb2/Itpr1/Htr2c",3,"HPPvsSTR","H3K27ac"
"GO:00604191","BP","GO:0060419","heart growth","3/86","123/28943",0.0059304568792628,0.0487976406229752,0.0310133962251282,"Tgfb2/Tgfbr3/Yap1",3,"HPPvsSTR","H3K27ac"
"GO:0031667","BP","GO:0031667","response to nutrient levels","5/86","387/28943",0.00598883843371814,0.0490540311707277,0.0311763455305518,"Pdk2/Stk39/Fbn1/Rbp1/Htr2c",5,"HPPvsSTR","H3K27ac"
"GO:0071320","BP","GO:0071320","cellular response to cAMP","2/86","39/28943",0.00602091788058047,0.0490936381031946,0.0312015177617125,"Aqp1/Itpr1",2,"HPPvsSTR","H3K27ac"
"GO:0006813","BP","GO:0006813","potassium ion transport","4/86","244/28943",0.00609908651535507,0.0495069995525668,0.0314642301029223,"Kcnh1/Stk39/Aqp1/Kcnk1",4,"HPPvsSTR","H3K27ac"
