Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Gm19673	Gm19673	chr1	-	23391678	23399959	2.486088	0.136463	0.354409
B3gat2	B3gat2	chr1	+	23761926	23847865	0.493353	0.027080	0.070331
Smap1	Smap1	chr1	-	23844825	23922450	59.561092	4.305694	11.182347
Gm26524	Gm26524	chr1	+	23978191	23999887	0.000000	0.000000	0.000000
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	500.565216	27.476326	71.358948
Fam135a	Fam135a	chr1	-	24010758	24100460	41.164299	3.316699	8.613820
Gm7846	Gm7846	chr1	-	28580381	28580768	43.538658	2.389863	6.206730
Gm31465	Gm31465	chr1	-	30121013	30139879	0.159747	0.015256	0.039623
Gm39615	Gm39615	chr1	-	30482932	30755682	0.000000	0.000000	0.000000
Gm31581	Gm31581	chr1	+	30502305	30516611	0.000000	0.000000	0.000000
Adgrb3	Adgrb3	chr1	-	25067476	25830205	0.076693	0.004342	0.011276
Gm20172	Gm20172	chr1	-	25276404	25277954	0.188910	0.010369	0.026930
Lmbrd1	Lmbrd1	chr1	+	24678042	24766301	253.878387	32.190586	83.602394
Phf3	Phf3	chr1	-	30802342	30873925	42.602081	2.557880	6.643087
Gm32229	Gm32229	chr1	-	33714183	33719895	0.917561	0.050365	0.130805
Rab23	Rab23	chr1	+	33719888	33742564	16.140232	1.173831	3.048565
Ptp4a1	Ptp4a1	chr1	-	30940303	30950181	333.391724	20.928789	54.354298
Khdrbs2	Khdrbs2	chr1	+	32172687	32705224	0.697567	0.040373	0.104853
Gm9839	Gm9839	chr1	-	32519563	32520999	0.000000	0.000000	0.000000
Gm5415	Gm5415	chr1	-	32543546	32547293	0.000000	0.000000	0.000000
Prim2	Prim2	chr1	-	33453808	33669794	2.263259	3.464406	8.997432
Gm39618	Gm39618	chr1	+	33522521	33530620	0.000000	0.000000	0.000000
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	5.985377	0.328541	0.853256
Bag2	Bag2	chr1	-	33745484	33757750	14.093576	0.842654	2.188462
Gm15455	Gm15455	chr1	-	33835899	33838914	0.113395	0.006224	0.016165
Zfp451	Zfp451	chr1	-	33761541	33815456	87.477303	10.657119	27.677675
Bend6	Bend6	chr1	-	33852052	33907934	274.354492	22.119890	57.447712
Gm38471	Gm38471	chr1	-	33873086	33874756	3.066722	0.168334	0.437182
Dst	Dst	chr1	+	33908213	34308662	6.077346	2.760113	7.168308
Mir6896	Mir6896	chr1	+	34117359	34117431	14.219178	0.780499	2.027040
LOC108167617	LOC108167617	chr1	-	34166315	34177976	0.000000	0.000000	0.000000
Mir5103	Mir5103	chr1	-	34433121	34433199	8.632912	0.473866	1.230680
Ccdc115	Ccdc115	chr1	-	34436670	34439672	520.722595	28.582777	74.232521
Imp4	Imp4	chr1	+	34439829	34445747	561.107178	30.799511	79.989616
Amer3	Amer3	chr1	+	34578932	34590944	0.514588	0.074674	0.193937
Gm32504	Gm32504	chr1	-	34459009	34459827	3.322202	0.182358	0.473602
Ptpn18	Ptpn18	chr1	+	34459746	34473784	580.050049	32.249744	83.756035
Gm32566	Gm32566	chr1	+	34474787	34485981	17.480114	0.966463	2.510008
4930568A12Rik	4930568A12Rik	chr1	-	34477167	34499219	15.056705	0.935543	2.429704
Prss39	Prss39	chr1	+	34498430	34503062	0.000000	0.000000	0.000000
Arhgef4	Arhgef4	chr1	+	34801722	34812754	27.177229	1.491774	3.874297
Fam168b	Fam168b	chr1	-	34813218	34843050	208.792694	11.528718	29.941311
1110002O04Rik	1110002O04Rik	chr1	+	35869595	35881165	0.810562	0.044530	0.115648
Plekhb2	Plekhb2	chr1	+	34849941	34879585	523.280579	58.449558	151.799744
Gm39624	Gm39624	chr1	-	36058718	36066243	7.734033	0.424526	1.102539
Hs6st1	Hs6st1	chr1	+	36068400	36106446	96.453613	5.294397	13.750114
Cnnm3	Cnnm3	chr1	+	36511854	36528237	24.259567	1.441373	3.743400
Ankrd23	Ankrd23	chr1	-	36530193	36536556	22.767019	1.281136	3.327246
Ankrd39	Ankrd39	chr1	-	36538171	36547440	46.537979	2.965913	7.702792
Uggt1	Uggt1	chr1	-	36140028	36244302	173.246002	9.829956	25.529444
Mir6897	Mir6897	chr1	-	36144252	36144313	0.000000	0.000000	0.000000
Gm39625	Gm39625	chr1	+	36244383	36250542	0.000000	0.000000	0.000000
Neurl3	Neurl3	chr1	-	36264602	36274674	433.518738	26.888577	69.832497
Arid5a	Arid5a	chr1	+	36307733	36324036	109.815956	6.512833	16.914520
Kansl3	Kansl3	chr1	-	36335730	36369193	51.262848	6.428114	16.694498
Mir6898	Mir6898	chr1	-	36348682	36348758	0.000000	0.000000	0.000000
Fer1l5	Fer1l5	chr1	+	36372183	36422110	20.210152	1.133929	2.944935
Lman2l	Lman2l	chr1	-	36422063	36445272	556.228760	43.340755	112.560570
Gm33401	Gm33401	chr1	+	36461978	36462873	1.795506	0.098556	0.255962
Gm33454	Gm33454	chr1	-	36464718	36471546	7.918403	0.434646	1.128822
Cnnm4	Cnnm4	chr1	+	36471597	36508776	276.676575	15.186944	39.442112
Fam178b	Fam178b	chr1	-	36562696	36683190	2.068026	0.648939	1.685362
Sema4c	Sema4c	chr1	-	36548639	36558381	271.763947	21.189175	55.030548
Cox5b	Cox5b	chr1	+	36691487	36693388	845.789124	46.425877	120.572952
Zap70	Zap70	chr1	+	36761798	36782821	1.952123	0.422949	1.098443
Actr1b	Actr1b	chr1	-	36699200	36710017	424.160126	26.609251	69.107063
Vwa3b	Vwa3b	chr1	+	37028812	37187608	0.106991	0.012585	0.032684
Gm39626	Gm39626	chr1	-	37042567	37046351	0.000000	0.000000	0.000000
Gm37020	Gm37020	chr1	-	37132273	37150509	0.000000	0.000000	0.000000
Tmem131	Tmem131	chr1	-	36792189	36939874	45.394939	2.814689	7.310048
Inpp4a	Inpp4a	chr1	+	37299838	37410740	14.485565	9.133577	23.720879
4930439A04Rik	4930439A04Rik	chr1	-	37328916	37334216	0.518060	0.093456	0.242714
Coa5	Coa5	chr1	-	37417085	37430103	392.143982	21.525021	55.902771
Unc50	Unc50	chr1	+	37430139	37439124	858.530701	55.503277	144.147919
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37720090	0.277792	0.148313	0.385184
LOC102637491	LOC102637491	chr1	+	37614507	37615373	0.000000	0.000000	0.000000
LOC102637336	LOC102637336	chr1	+	37653241	37671961	0.000000	0.000000	0.000000
Gm39628	Gm39628	chr1	+	37684600	37696393	0.000000	0.000000	0.000000
Tsga10	Tsga10	chr1	-	37754570	37866737	23.774612	3.295098	8.557722
Mgat4a	Mgat4a	chr1	-	37439340	37541047	266.987091	15.437183	40.092014
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	34.256626	1.880367	4.883513
Gm39627	Gm39627	chr1	-	37499037	37499941	0.000000	0.000000	0.000000
Lipt1	Lipt1	chr1	+	37868513	37876298	2.960194	0.783807	2.035630
Mitd1	Mitd1	chr1	-	37878888	37890442	54.870071	6.489473	16.853853
Mrpl30	Mrpl30	chr1	+	37890471	37898338	135.296265	23.564455	61.199402
Txndc9	Txndc9	chr1	-	37983867	37997725	179.835983	16.876160	43.829189
Chst10	Chst10	chr1	-	38863872	38898263	20.044432	1.175896	3.053927
Aff3	Aff3	chr1	-	38175393	38628333	0.000000	0.000000	0.000000
Gm16150	Gm16150	chr1	+	38232302	38247651	0.000000	0.000000	0.000000
LOC108167619	LOC108167619	chr1	+	38472197	38488148	0.000000	0.000000	0.000000
Eif5b	Eif5b	chr1	+	37998010	38055579	116.097107	6.372640	16.550426
Gm34448	Gm34448	chr1	-	38023490	38030460	1.333333	0.073187	0.190076
Rev1	Rev1	chr1	-	38052786	38129920	14.499886	1.005057	2.610241
Npas2	Npas2	chr1	+	39193715	39363240	0.049048	0.047051	0.122196
Pdcl3	Pdcl3	chr1	+	38987814	38997236	569.262573	31.247168	81.152229
Cnot11	Cnot11	chr1	+	39535802	39546881	23.670347	1.299280	3.374368
Rpl31	Rpl31	chr1	+	39367851	39371911	587.709656	37.871437	98.356155
Tbc1d8	Tbc1d8	chr1	-	39371495	39478775	170.454620	12.440290	32.308762
Gm3646	Gm3646	chr1	-	39804141	39805332	0.000000	0.000000	0.000000
Creg2	Creg2	chr1	-	39618406	39651182	0.326091	0.017899	0.046486
D930019O06Rik	D930019O06Rik	chr1	+	39650106	39658419	0.000000	0.000000	0.000000
Rnf149	Rnf149	chr1	-	39551294	39577438	34.243412	3.207395	8.329947
Gm16894	Gm16894	chr1	-	40076212	40085851	7.508159	0.412127	1.070339
Il1r2	Il1r2	chr1	+	40083308	40125230	0.761654	0.571350	1.483856
Map4k4	Map4k4	chr1	+	39900912	40026310	37.091297	2.174191	5.646607
Il1r1	Il1r1	chr1	+	40225014	40316201	1.133236	0.447317	1.161730
Il18r1	Il18r1	chr1	+	40465552	40500854	0.628028	0.049280	0.127986
Il18rap	Il18rap	chr1	+	40515362	40551707	6.135227	0.349371	0.907353
Slc9a2	Slc9a2	chr1	+	40681712	40768885	2.787861	0.153027	0.397428
Il1rl1	Il1rl1	chr1	+	40404864	40465418	6.425554	1.618057	4.202267
Il1rl2	Il1rl2	chr1	+	40324438	40367555	189.677002	15.902798	41.301262
Gm37915	Gm37915	chr1	+	40770324	40785367	0.182732	0.043632	0.113316
Mfsd9	Mfsd9	chr1	-	40772040	40790657	34.243336	1.879637	4.881619
Pou3f3	Pou3f3	chr1	+	42697146	42700210	0.444046	0.024374	0.063302
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	2.102429	0.115404	0.299715
Pantr2	Pantr2	chr1	-	42707061	42713454	0.000000	0.000000	0.000000
Tmem182	Tmem182	chr1	+	40805573	40856887	1.750364	0.133344	0.346309
Pantr1	Pantr1	chr1	-	42648200	42694825	11.507326	0.631644	1.640447
Gm42411	Gm42411	chr1	+	42682365	42696565	0.000000	0.000000	0.000000
Mrps9	Mrps9	chr1	+	42851233	42905683	42.677891	9.511665	24.702808
1500015O10Rik	1500015O10Rik	chr1	+	43730602	43742564	0.000000	0.000000	0.000000
Fhl2	Fhl2	chr1	-	43123071	43198299	0.997062	0.059482	0.154482
Gm8210	Gm8210	chr1	+	43189057	43189765	0.201693	0.011071	0.028753
Nck2	Nck2	chr1	+	43445751	43570518	0.151351	0.008308	0.021576
LOC102632770	LOC102632770	chr1	+	43887980	43889727	8.835813	0.485003	1.259605
Tgfbrap1	Tgfbrap1	chr1	-	43047265	43098637	169.185013	10.506621	27.286818
Gm28782	Gm28782	chr1	+	43056056	43057134	1.273600	0.069909	0.181560
LOC108167597	LOC108167597	chr1	+	43092280	43093842	0.000000	0.000000	0.000000
AI597479	AI597479	chr1	+	43098710	43115946	115.828461	6.357894	16.512129
Uxs1	Uxs1	chr1	-	43747850	43827819	126.369759	7.959537	20.671766
Tpp2	Tpp2	chr1	+	43933865	44003000	260.169312	14.766802	38.350960
Tex30	Tex30	chr1	-	44086613	44102495	124.864334	7.630634	19.817572
Kdelc1	Kdelc1	chr1	-	44106546	44118926	83.690178	5.349139	13.892285
Bivm	Bivm	chr1	+	44118962	44144771	45.990322	3.080986	8.001650
Col3a1	Col3a1	chr1	+	45311538	45349706	1.129403	0.061994	0.161004
Gm39637	Gm39637	chr1	-	45684793	45734129	0.000000	0.000000	0.000000
Gulp1	Gulp1	chr1	+	44551497	44796838	0.128321	0.332405	0.863292
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.000000	0.000000	0.000000
Col5a2	Col5a2	chr1	-	45374331	45503282	6.890552	0.378227	0.982295
Ercc5	Ercc5	chr1	+	44146981	44181260	89.553780	6.407689	16.641451
Wdr75	Wdr75	chr1	+	45795153	45823638	72.874512	5.833904	15.151270
Slc40a1	Slc40a1	chr1	-	45908070	45926536	3125.492188	177.419525	460.777466
Tmeff2	Tmeff2	chr1	+	50927523	51187270	7.000299	0.384251	0.997940
Dnah7c	Dnah7c	chr1	+	46424245	46807477	0.198122	0.012918	0.033550
Slc39a10	Slc39a10	chr1	-	46807544	46925773	205.571960	16.742300	43.481544
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Sdpr	Sdpr	chr1	+	51289126	51302960	77.977417	4.280228	11.116207
Nabp1	Nabp1	chr1	-	51465806	51478414	23.979187	2.970139	7.713767
Stat4	Stat4	chr1	+	51987106	52107189	0.790961	0.090927	0.236148
Gm31812	Gm31812	chr1	-	52107293	52113890	10.952060	0.601165	1.561290
Myo1b	Myo1b	chr1	-	51749758	51915978	175.353424	12.157841	31.575211
Gls	Gls	chr1	-	52163449	52233719	8.393373	1.636484	4.250124
Stat1	Stat1	chr1	+	52119438	52161865	345.594666	20.829988	54.097706
Gm553	Gm553	chr1	+	52504495	52520703	0.000000	0.000000	0.000000
Nab1	Nab1	chr1	-	52455849	52500448	14.941086	1.134845	2.947314
Mfsd6	Mfsd6	chr1	-	52656299	52727462	3.930348	0.331931	0.862060
Tmem194b	Tmem194b	chr1	+	52568535	52651919	13.937691	2.303779	5.983160
Gm28178	Gm28178	chr1	-	52570014	52580292	0.000000	0.000000	0.000000
Inpp1	Inpp1	chr1	-	52785425	52817688	26.798233	3.722917	9.668811
Hibch	Hibch	chr1	+	52845038	52920986	83.467903	4.581604	11.898913
1700019D03Rik	1700019D03Rik	chr1	-	52922320	52991340	3.167680	0.623568	1.619472
Osgepl1	Osgepl1	chr1	+	53312892	53326343	53.692532	4.145263	10.765691
Pms1	Pms1	chr1	-	53189187	53297028	43.830044	2.574490	6.686226
Ormdl1	Ormdl1	chr1	+	53297095	53310245	290.287659	15.934064	41.382465
Asnsd1	Asnsd1	chr1	-	53344617	53352752	178.262085	10.309509	26.774895
Dnah7a	Dnah7a	chr1	-	53396995	53708118	0.000000	0.000000	0.000000
Gm32311	Gm32311	chr1	+	53704477	53760971	1.867993	0.288035	0.748056
Stk17b	Stk17b	chr1	-	53755512	53785215	404.059174	22.264221	57.822556
Ccdc150	Ccdc150	chr1	+	54250661	54368727	0.061116	0.027816	0.072242
Hecw2	Hecw2	chr1	-	53806872	54195034	0.619065	0.040886	0.106186
Mir7681	Mir7681	chr1	+	53849424	53849495	0.000000	0.000000	0.000000
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	97.611458	5.357952	13.915172
Pgap1	Pgap1	chr1	-	54473000	54557684	13.975707	0.767135	1.992331
Ankrd44	Ankrd44	chr1	-	54645340	54926732	351.338318	25.294416	65.692299
4930444A19Rik	4930444A19Rik	chr1	+	54681198	54766354	1.202129	0.092519	0.240281
Sf3b1	Sf3b1	chr1	-	54985169	55027493	424.072601	32.430946	84.226624
Coq10b	Coq10b	chr1	+	55052770	55072702	212.188690	11.671021	30.310888
Hspd1	Hspd1	chr1	-	55077834	55088217	798.628784	47.410263	123.129501
Hspe1	Hspe1	chr1	+	55088148	55091317	694.579041	38.125862	99.016937
Mob4	Mob4	chr1	+	55131245	55154899	297.848907	16.355879	42.477962
Rftn2	Rftn2	chr1	-	55170159	55227065	2.720425	0.526038	1.366178
Gm10561	Gm10561	chr1	+	55226661	55235534	2.322392	0.170328	0.442361
Mars2	Mars2	chr1	+	55237177	55240058	32.251560	1.770308	4.597678
Boll	Boll	chr1	-	55248711	55364059	0.750135	0.110110	0.285967
Satb2	Satb2	chr1	-	56793981	56980448	0.431640	0.026505	0.068837
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	0.815719	0.044775	0.116286
LOC108167625	LOC108167625	chr1	-	55404264	55405956	0.000000	0.000000	0.000000
Plcl1	Plcl1	chr1	+	55405946	55754285	35.607780	1.954533	5.076129
Gm6644	Gm6644	chr1	-	55443695	55445063	25.000000	1.372265	3.563919
Gm39642	Gm39642	chr1	-	55502042	55506499	0.495063	0.027174	0.070575
1700066M21Rik	1700066M21Rik	chr1	+	57377595	57385423	47.533073	3.060731	7.949045
Tyw5	Tyw5	chr1	-	57388235	57406674	29.669050	2.140200	5.558328
9430016H08Rik	9430016H08Rik	chr1	+	57406548	57415958	149.118118	8.185184	21.257793
Spats2l	Spats2l	chr1	+	57774162	57948398	0.408353	0.221376	0.574938
Sgol2a	Sgol2a	chr1	+	57985340	58026277	1.129121	0.135491	0.351885
Kctd18	Kctd18	chr1	-	57955101	57970084	31.389532	3.377926	8.772834
Aox1	Aox1	chr1	+	58029806	58106410	0.767200	0.054615	0.141841
Bzw1	Bzw1	chr1	+	58393136	58407354	1317.926025	102.415489	265.983948
Clk1	Clk1	chr1	-	58411988	58424088	507.663544	42.941360	111.523293
Gm20257	Gm20257	chr1	+	58652641	58655831	6.169872	0.338668	0.879557
Als2cr12	Als2cr12	chr1	-	58656926	58696009	0.090090	0.009727	0.025261
Ppil3	Ppil3	chr1	-	58430993	58445527	20.930889	3.956193	10.274657
Nif3l1	Nif3l1	chr1	+	58445156	58462276	111.388046	8.263510	21.461216
Orc2	Orc2	chr1	-	58462771	58505109	108.030327	5.934903	15.413577
Gm15834	Gm15834	chr1	+	58505135	58538839	1.245945	0.074319	0.193014
Fam126b	Fam126b	chr1	-	58522806	58586333	48.803200	2.761199	7.171129
Ndufb3	Ndufb3	chr1	+	58586397	58595964	350.209320	19.223200	49.924702
Cdk15	Cdk15	chr1	+	59256861	59352612	0.498158	0.057408	0.149094
Trak2	Trak2	chr1	-	58900449	58973482	56.713261	3.772207	9.796824
Stradb	Stradb	chr1	+	58973527	58995126	322.026001	18.122763	47.066750
Als2cr11b	Als2cr11b	chr1	-	58994773	59022925	0.360445	0.019785	0.051384
Fzd7	Fzd7	chr1	+	59482147	59486955	27.410896	1.504601	3.907608
Gm973	Gm973	chr1	+	59516264	59636417	0.284876	0.041672	0.108226
Gm39649	Gm39649	chr1	-	59532995	59537221	0.000000	0.000000	0.000000
Gm28411	Gm28411	chr1	-	59542117	59548804	0.000000	0.000000	0.000000
Gm39648	Gm39648	chr1	-	59582482	59596208	0.000000	0.000000	0.000000
Gm33833	Gm33833	chr1	-	59612058	59619439	0.000000	0.000000	0.000000
Cflar	Cflar	chr1	+	58711307	58759209	132.891708	12.014015	31.201681
Gm39646	Gm39646	chr1	-	58767583	58791874	1.496231	0.082232	0.213566
Casp8	Casp8	chr1	+	58795228	58847503	715.456299	67.108566	174.288101
Tmem237	Tmem237	chr1	-	59100584	59120695	181.825989	13.020596	33.815876
Mpp4	Mpp4	chr1	-	59120935	59163389	0.183821	0.010445	0.027128
Als2	Als2	chr1	-	59162756	59237231	43.623840	3.239908	8.414388
Gm33667	Gm33667	chr1	+	59237378	59239022	0.000000	0.000000	0.000000
Nop58	Nop58	chr1	+	59684951	59711510	177.097275	10.481290	27.221027
Snord70	Snord70	chr1	+	59691958	59692010	0.000000	0.000000	0.000000
Snord11	Snord11	chr1	+	59704808	59704870	0.000000	0.000000	0.000000
Sumo1	Sumo1	chr1	-	59639434	59670834	1337.111084	73.394836	190.614212
Bmpr2	Bmpr2	chr1	+	59764270	59878081	87.019012	4.817871	12.512523
Ica1l	Ica1l	chr1	-	59989068	60043512	0.935686	0.113385	0.294472
Fam117b	Fam117b	chr1	+	59913006	59985348	117.738167	6.462719	16.784370
Wdr12	Wdr12	chr1	-	60076868	60098500	132.598907	8.431746	21.898146
Carf	Carf	chr1	+	60098221	60153953	31.500423	2.333521	6.060403
Nbeal1	Nbeal1	chr1	+	60178625	60338328	15.269652	1.137185	2.953392
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	295.581024	16.224621	42.137070
Gm11578	Gm11578	chr1	-	60591420	60593335	0.000000	0.000000	0.000000
Cd28	Cd28	chr1	+	60746388	60773359	5.785963	0.317595	0.824828
Gm38137	Gm38137	chr1	+	60860958	60894365	1.018784	0.155364	0.403497
Gm39650	Gm39650	chr1	+	60887089	60887534	1.430267	0.078508	0.203894
Ctla4	Ctla4	chr1	+	60909025	60915832	0.741852	0.040721	0.105756
Icos	Icos	chr1	+	60960773	61000322	2.809180	0.329817	0.856570
Abi2	Abi2	chr1	+	60408998	60481945	119.968781	8.010215	20.803383
Raph1	Raph1	chr1	-	60471730	60567074	2.715501	0.212258	0.551257
LOC102637269	LOC102637269	chr1	-	60522773	60523033	4.099617	0.225030	0.584428
Nrp2	Nrp2	chr1	+	62703317	62818692	67.846222	5.611264	14.573050
Gm29083	Gm29083	chr1	-	62711675	62718920	1.634831	0.089737	0.233056
4930487H11Rik	4930487H11Rik	chr1	-	62790918	62794732	1.343017	0.073719	0.191456
Pard3b	Pard3b	chr1	+	61638667	62642284	7.780981	0.459000	1.192071
Pard3bos1	Pard3bos1	chr1	-	61770673	61864579	0.077081	0.004953	0.012864
Pard3bos2	Pard3bos2	chr1	-	62130358	62136341	0.000000	0.000000	0.000000
Gm34881	Gm34881	chr1	-	62513330	62526071	0.333722	0.018318	0.047574
Gpr1	Gpr1	chr1	-	63182571	63223350	0.000000	0.000000	0.000000
Zdbf2	Zdbf2	chr1	+	63200358	63314576	0.000000	0.000000	0.000000
