Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Mcmdc2	Mcmdc2	chr1	+	9906157	9942166	0.375837	0.023606	0.058857
Snhg6	Snhg6	chr1	-	9942025	9944118	55.116940	2.888459	7.201752
Snord87	Snord87	chr1	-	9942470	9942543	7.986486	0.418540	1.043539
Ppp1r42	Ppp1r42	chr1	-	9968622	10013541	0.000000	0.000000	0.000000
Sgk3	Sgk3	chr1	+	9798130	9902570	68.116776	14.558734	36.299080
Cops5	Cops5	chr1	-	10024600	10038159	305.872742	16.107136	40.159683
Cspp1	Cspp1	chr1	+	10038118	10136771	19.751040	3.099629	7.728261
Arfgef1	Arfgef1	chr1	-	10137507	10232670	35.882420	1.880454	4.688509
Prex2	Prex2	chr1	+	10993272	11303683	4.144382	0.255838	0.637878
Slco5a1	Slco5a1	chr1	-	12866549	12993063	0.354761	0.020634	0.051446
Sulf1	Sulf1	chr1	+	12692262	12861192	0.273575	0.040218	0.100275
A830018L16Rik	A830018L16Rik	chr1	+	11413563	11975902	0.000000	0.000000	0.000000
Ncoa2	Ncoa2	chr1	-	13139105	13374083	49.589275	4.545171	11.332409
Gm5523	Gm5523	chr1	-	13785685	13786929	0.174297	0.009134	0.022774
Msc	Msc	chr1	-	14753344	14756089	0.357286	0.019079	0.047569
LOC105243866	LOC105243866	chr1	+	14756151	14780974	0.070146	0.003676	0.009165
Kcnb2	Kcnb2	chr1	+	15287157	15723751	0.020732	0.001123	0.002800
Lactb2	Lactb2	chr1	-	13625898	13660605	372.381866	20.526838	51.179264
Xkr9	Xkr9	chr1	+	13668738	13702230	3.108308	0.365143	0.910405
4930444P10Rik	4930444P10Rik	chr1	-	16065974	16093344	0.000000	0.000000	0.000000
Sbspon	Sbspon	chr1	-	15853862	15892722	5.895560	0.308963	0.770332
Terf1	Terf1	chr1	+	15804982	15844052	105.856544	8.142453	20.301456
Tram1	Tram1	chr1	-	13564693	13589910	3149.029785	165.028076	411.462097
Rpl7	Rpl7	chr1	-	16101295	16104433	2391.447510	125.326218	312.474030
Rdh10	Rdh10	chr1	+	16105882	16132550	76.946404	4.032454	10.054057
Stau2	Stau2	chr1	-	16228803	16520182	14.378469	3.749514	9.348607
LOC102634042	LOC102634042	chr1	+	16253587	16263525	0.000000	0.000000	0.000000
Ube2w	Ube2w	chr1	-	16540788	16619415	63.097038	17.014534	42.422085
LOC108167614	LOC108167614	chr1	-	16591021	16596309	0.815364	0.042730	0.106538
Tceb1	Tceb1	chr1	-	16641725	16657119	510.880463	44.735645	111.538719
Tmem70	Tmem70	chr1	+	16665191	16678275	361.159363	18.955214	47.260757
Gdap1	Gdap1	chr1	+	17145373	17164271	2.655155	0.139146	0.346931
Il17f	Il17f	chr1	-	20777146	20785274	0.316650	0.016800	0.041888
Ly96	Ly96	chr1	+	16688456	16709605	279.271942	14.645825	36.516220
Jph1	Jph1	chr1	-	16942104	17097904	0.012713	0.004947	0.012335
LOC108167615	LOC108167615	chr1	+	17097969	17100793	0.000000	0.000000	0.000000
Gm31982	Gm31982	chr1	-	17098573	17124568	0.000000	0.000000	0.000000
Gm28783	Gm28783	chr1	+	17120597	17128971	0.613892	0.032172	0.080213
Gm16070	Gm16070	chr1	-	17676027	17727646	0.594617	0.031162	0.077695
Crispld1	Crispld1	chr1	+	17727029	17767235	2.254689	0.597030	1.488566
Gm28153	Gm28153	chr1	-	17751286	17944776	0.000000	0.000000	0.000000
Efhc1	Efhc1	chr1	+	20951550	20990841	6.901187	0.386233	0.962990
Paqr8	Paqr8	chr1	+	20890622	20939650	2.441782	1.231855	3.071367
Mcm3	Mcm3	chr1	-	20803014	20820213	565.945251	29.658932	73.948181
Tram2	Tram2	chr1	-	21001397	21079225	33.356113	1.748061	4.358414
Tmem14a	Tmem14a	chr1	+	21166436	21230167	3.808605	1.390150	3.466041
Gm32947	Gm32947	chr1	-	21189046	21195335	0.000000	0.000000	0.000000
Gm28836	Gm28836	chr1	-	21207234	21271685	0.000000	0.000000	0.000000
Gsta3	Gsta3	chr1	+	21240585	21265575	0.000000	0.000000	0.000000
Rims1	Rims1	chr1	-	22288422	22805724	0.263617	0.013815	0.034445
Mir30c-2	Mir30c-2	chr1	+	23291701	23291784	0.107143	0.005615	0.014000
Ogfrl1	Ogfrl1	chr1	-	23366424	23383210	70.309097	3.707010	9.242634
Gm19673	Gm19673	chr1	-	23391678	23399959	1.428532	0.074864	0.186656
B3gat2	B3gat2	chr1	+	23761926	23847865	2.462001	0.129024	0.321693
Smap1	Smap1	chr1	-	23844825	23922450	63.317924	4.381011	10.923108
Gm26524	Gm26524	chr1	+	23978191	23999887	0.000000	0.000000	0.000000
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	550.929565	28.872021	71.986176
Fam135a	Fam135a	chr1	-	24010758	24100460	53.018234	4.048932	10.095142
Gm7846	Gm7846	chr1	-	28580381	28580768	25.533504	1.338109	3.336287
Adgrb3	Adgrb3	chr1	-	25067476	25830205	1.308931	0.074320	0.185300
Gm20172	Gm20172	chr1	-	25276404	25277954	0.060606	0.003176	0.007919
Lmbrd1	Lmbrd1	chr1	+	24678042	24766301	207.673401	25.215574	62.869617
Phf3	Phf3	chr1	-	30802342	30873925	43.568058	2.681017	6.684540
Ptp4a1	Ptp4a1	chr1	-	30940303	30950181	375.686371	22.635662	56.437160
Khdrbs2	Khdrbs2	chr1	+	32172687	32705224	0.000000	0.000000	0.000000
Gm9839	Gm9839	chr1	-	32519563	32520999	0.000000	0.000000	0.000000
Gm5415	Gm5415	chr1	-	32543546	32547293	0.059232	0.003104	0.007739
Prim2	Prim2	chr1	-	33453808	33669794	1.931069	2.827324	7.049325
Gm39618	Gm39618	chr1	+	33522521	33530620	0.000000	0.000000	0.000000
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	2.308212	0.120964	0.301598
Gm32229	Gm32229	chr1	-	33714183	33719895	0.073641	0.003859	0.009622
Rab23	Rab23	chr1	+	33719888	33742564	19.279556	1.339170	3.338933
Bag2	Bag2	chr1	-	33745484	33757750	24.622660	1.405549	3.504435
Gm15455	Gm15455	chr1	-	33835899	33838914	0.317639	0.016646	0.041504
Zfp451	Zfp451	chr1	-	33761541	33815456	106.913383	11.800685	29.422472
Bend6	Bend6	chr1	-	33852052	33907934	302.812561	23.254002	57.978859
Gm38471	Gm38471	chr1	-	33873086	33874756	3.070058	0.160889	0.401143
Mir5103	Mir5103	chr1	-	34433121	34433199	9.886076	0.518090	1.291746
Dst	Dst	chr1	+	33908213	34308662	6.311146	2.697712	6.726167
Mir6896	Mir6896	chr1	+	34117359	34117431	0.986301	0.051688	0.128873
LOC108167617	LOC108167617	chr1	-	34166315	34177976	0.000000	0.000000	0.000000
Ccdc115	Ccdc115	chr1	-	34436670	34439672	521.231079	27.315641	68.105682
Imp4	Imp4	chr1	+	34439829	34445747	598.908875	31.386423	78.255302
Gm32504	Gm32504	chr1	-	34459009	34459827	1.780930	0.093331	0.232702
Ptpn18	Ptpn18	chr1	+	34459746	34473784	522.653625	27.390190	68.291557
Gm32566	Gm32566	chr1	+	34474787	34485981	13.498713	0.711906	1.774984
4930568A12Rik	4930568A12Rik	chr1	-	34477167	34499219	17.399025	1.015259	2.531330
Prss39	Prss39	chr1	+	34498430	34503062	0.000000	0.000000	0.000000
Arhgef4	Arhgef4	chr1	+	34801722	34812754	31.141857	1.632020	4.069093
Fam168b	Fam168b	chr1	-	34813218	34843050	237.052368	12.519349	31.214306
1110002O04Rik	1110002O04Rik	chr1	+	35869595	35881165	0.000000	0.000000	0.000000
Plekhb2	Plekhb2	chr1	+	34849941	34879585	663.510376	70.757088	176.417603
Gm33280	Gm33280	chr1	+	36129866	36134928	0.473327	0.024805	0.061846
Gm39624	Gm39624	chr1	-	36058718	36066243	7.294401	0.385950	0.962282
Hs6st1	Hs6st1	chr1	+	36068400	36106446	68.445549	3.586958	8.943310
Uggt1	Uggt1	chr1	-	36140028	36244302	177.678146	9.551507	23.814631
Mir6897	Mir6897	chr1	-	36144252	36144313	0.000000	0.000000	0.000000
Gm39625	Gm39625	chr1	+	36244383	36250542	0.000000	0.000000	0.000000
Cnnm3	Cnnm3	chr1	+	36511854	36528237	20.180960	1.115257	2.780653
Neurl3	Neurl3	chr1	-	36264602	36274674	579.685425	34.567123	86.185699
Arid5a	Arid5a	chr1	+	36307733	36324036	199.243958	11.015616	27.465071
Kansl3	Kansl3	chr1	-	36335730	36369193	57.708839	6.961126	17.356073
Mir6898	Mir6898	chr1	-	36348682	36348758	0.000000	0.000000	0.000000
Fer1l5	Fer1l5	chr1	+	36372183	36422110	26.341084	1.411020	3.518075
Lman2l	Lman2l	chr1	-	36422063	36445272	587.819641	43.676094	108.896957
Gm33401	Gm33401	chr1	+	36461978	36462873	0.000000	0.000000	0.000000
Gm33454	Gm33454	chr1	-	36464718	36471546	14.205729	0.744466	1.856165
Cnnm4	Cnnm4	chr1	+	36471597	36508776	289.303375	15.161235	37.801281
Ankrd23	Ankrd23	chr1	-	36530193	36536556	17.042706	0.915596	2.282841
Ankrd39	Ankrd39	chr1	-	36538171	36547440	34.884720	2.133409	5.319197
Fam178b	Fam178b	chr1	-	36562696	36683190	1.262767	0.202665	0.505301
Sema4c	Sema4c	chr1	-	36548639	36558381	180.551819	13.430264	33.485477
Cox5b	Cox5b	chr1	+	36691487	36693388	1005.613342	52.700184	131.396576
4933424G06Rik	4933424G06Rik	chr1	+	36714538	36757960	0.000000	0.000000	0.000000
Gm33533	Gm33533	chr1	-	36714602	36744792	0.000000	0.000000	0.000000
Zap70	Zap70	chr1	+	36761798	36782821	3.971158	0.813410	2.028064
Actr1b	Actr1b	chr1	-	36699200	36710017	473.014801	28.357462	70.703247
Vwa3b	Vwa3b	chr1	+	37028812	37187608	0.160740	0.018051	0.045007
Gm39626	Gm39626	chr1	-	37042567	37046351	0.000000	0.000000	0.000000
Gm37020	Gm37020	chr1	-	37132273	37150509	0.000000	0.000000	0.000000
Tmem131	Tmem131	chr1	-	36792189	36939874	27.836782	1.661283	4.142052
Inpp4a	Inpp4a	chr1	+	37299838	37410740	10.093722	6.025710	15.023814
4930439A04Rik	4930439A04Rik	chr1	-	37328916	37334216	1.119552	0.175474	0.437506
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37720090	0.220454	0.108453	0.270404
LOC102637491	LOC102637491	chr1	+	37614507	37615373	1.089842	0.057114	0.142402
LOC102637336	LOC102637336	chr1	+	37653241	37671961	0.000000	0.000000	0.000000
Gm39628	Gm39628	chr1	+	37684600	37696393	0.000000	0.000000	0.000000
Tsga10	Tsga10	chr1	-	37754570	37866737	29.816334	4.138856	10.319348
Coa5	Coa5	chr1	-	37417085	37430103	481.353455	25.225815	62.895145
Unc50	Unc50	chr1	+	37430139	37439124	637.586792	38.858772	96.886002
Mgat4a	Mgat4a	chr1	-	37439340	37541047	201.928238	11.151587	27.804087
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	29.825409	1.563031	3.897081
Gm39627	Gm39627	chr1	-	37499037	37499941	0.000000	0.000000	0.000000
Lipt1	Lipt1	chr1	+	37868513	37876298	2.719784	0.636183	1.586185
Mitd1	Mitd1	chr1	-	37878888	37890442	59.012878	6.993918	17.437834
Mrpl30	Mrpl30	chr1	+	37890471	37898338	148.908279	25.668533	63.998974
Gm34596	Gm34596	chr1	+	38630667	38653368	0.073137	0.007212	0.017981
Lonrf2	Lonrf2	chr1	-	38793652	38836715	0.559677	0.029330	0.073129
Aff3	Aff3	chr1	-	38175393	38628333	0.280259	0.014701	0.036654
Gm16150	Gm16150	chr1	+	38232302	38247651	0.000000	0.000000	0.000000
LOC108167619	LOC108167619	chr1	+	38472197	38488148	0.000000	0.000000	0.000000
Chst10	Chst10	chr1	-	38863872	38898263	21.930351	1.244783	3.103599
Txndc9	Txndc9	chr1	-	37983867	37997725	194.989838	14.648587	36.523109
Eif5b	Eif5b	chr1	+	37998010	38055579	132.253769	6.930892	17.280691
Gm34448	Gm34448	chr1	-	38023490	38030460	0.624855	0.032746	0.081646
Rev1	Rev1	chr1	-	38052786	38129920	15.850289	1.073539	2.676639
Npas2	Npas2	chr1	+	39193715	39363240	0.231249	0.219577	0.547469
Pdcl3	Pdcl3	chr1	+	38987814	38997236	699.159424	36.640156	91.354355
Snord89	Snord89	chr1	-	39548747	39548840	1.659575	0.086972	0.216845
Cnot11	Cnot11	chr1	+	39535802	39546881	11.182019	0.586005	1.461078
Rpl31	Rpl31	chr1	+	39367851	39371911	608.745605	37.241508	92.853706
Tbc1d8	Tbc1d8	chr1	-	39371495	39478775	179.280563	12.625511	31.478998
Gm3646	Gm3646	chr1	-	39804141	39805332	2.019499	0.105834	0.263874
1700066B17Rik	1700066B17Rik	chr1	-	39842428	39847330	0.000000	0.000000	0.000000
Creg2	Creg2	chr1	-	39618406	39651182	2.949991	0.154597	0.385455
D930019O06Rik	D930019O06Rik	chr1	+	39650106	39658419	0.000000	0.000000	0.000000
Rnf149	Rnf149	chr1	-	39551294	39577438	39.106609	3.500149	8.726870
Map4k4	Map4k4	chr1	+	39900912	40026310	41.773567	2.346145	5.849609
Gm16894	Gm16894	chr1	-	40076212	40085851	9.268065	0.485702	1.210994
Il1r2	Il1r2	chr1	+	40083308	40125230	1.615435	1.105014	2.755114
Il1r1	Il1r1	chr1	+	40225014	40316201	2.247615	0.877619	2.188155
Il1rl2	Il1rl2	chr1	+	40324438	40367555	282.252594	22.227348	55.419117
Il18r1	Il18r1	chr1	+	40465552	40500854	0.301985	0.022624	0.056407
Il18rap	Il18rap	chr1	+	40515362	40551707	4.472095	0.239638	0.597485
Gm35801	Gm35801	chr1	-	40572183	40580519	0.000000	0.000000	0.000000
Slc9a4	Slc9a4	chr1	+	40579713	40630731	0.432887	0.025737	0.064169
Slc9a2	Slc9a2	chr1	+	40681712	40768885	6.525623	0.341982	0.852658
Il1rl1	Il1rl1	chr1	+	40404864	40465418	10.086361	2.418476	6.029951
Tmem182	Tmem182	chr1	+	40805573	40856887	0.811953	0.055402	0.138132
Gm37915	Gm37915	chr1	+	40770324	40785367	0.000000	0.000000	0.000000
Mfsd9	Mfsd9	chr1	-	40772040	40790657	33.450821	1.753024	4.370789
Pou3f3	Pou3f3	chr1	+	42697146	42700210	0.969657	0.050816	0.126698
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	5.567758	0.291784	0.727501
Pantr1	Pantr1	chr1	-	42648200	42694825	15.300366	0.801831	1.999194
Gm42411	Gm42411	chr1	+	42682365	42696565	0.053721	0.003810	0.009499
Pantr2	Pantr2	chr1	-	42707061	42713454	3.161987	0.165707	0.413155
Mrps9	Mrps9	chr1	+	42851233	42905683	53.392918	11.361016	28.326252
1500015O10Rik	1500015O10Rik	chr1	+	43730602	43742564	2.497748	0.130897	0.326364
Fhl2	Fhl2	chr1	-	43123071	43198299	1.339013	0.076266	0.190154
Gm8210	Gm8210	chr1	+	43189057	43189765	0.387870	0.020327	0.050680
Tgfbrap1	Tgfbrap1	chr1	-	43047265	43098637	139.261475	8.262670	20.601191
Gm28782	Gm28782	chr1	+	43056056	43057134	0.000000	0.000000	0.000000
LOC108167597	LOC108167597	chr1	+	43092280	43093842	0.000000	0.000000	0.000000
AI597479	AI597479	chr1	+	43098710	43115946	135.970779	7.125686	17.766367
LOC102632770	LOC102632770	chr1	+	43887980	43889727	8.193364	0.429382	1.070571
Uxs1	Uxs1	chr1	-	43747850	43827819	113.806900	6.855307	17.092236
Mettl21c	Mettl21c	chr1	-	44009399	44042588	0.613781	0.038179	0.095191
Ccdc168	Ccdc168	chr1	-	44055869	44082447	0.154693	0.008107	0.020213
Tpp2	Tpp2	chr1	+	43933865	44003000	234.574005	12.728845	31.736641
Tex30	Tex30	chr1	-	44086613	44102495	175.879715	10.240994	25.533720
Kdelc1	Kdelc1	chr1	-	44106546	44118926	79.401749	4.798129	11.963104
Bivm	Bivm	chr1	+	44118962	44144771	47.380276	2.938195	7.325758
Col3a1	Col3a1	chr1	+	45311538	45349706	2.304277	0.120758	0.301084
Gulp1	Gulp1	chr1	+	44551497	44796838	0.139428	0.344445	0.858800
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.000000	0.000000	0.000000
Col5a2	Col5a2	chr1	-	45374331	45503282	2.885261	0.151205	0.376997
Ercc5	Ercc5	chr1	+	44146981	44181260	87.911819	5.929453	14.783816
Wdr75	Wdr75	chr1	+	45795153	45823638	97.455704	7.462602	18.606394
Dnah7b	Dnah7b	chr1	+	46065794	46373551	0.039112	0.005597	0.013954
Gm31046	Gm31046	chr1	-	46221792	46233437	0.000000	0.000000	0.000000
Slc40a1	Slc40a1	chr1	-	45908070	45926536	1924.206665	104.221794	259.854675
LOC108167624	LOC108167624	chr1	+	50900542	50914773	0.662831	0.034736	0.086608
Tmeff2	Tmeff2	chr1	+	50927523	51187270	52.802937	2.767191	6.899397
Dnah7c	Dnah7c	chr1	+	46424245	46807477	0.205597	0.012799	0.031911
Slc39a10	Slc39a10	chr1	-	46807544	46925773	146.755173	11.439660	28.522335
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Sdpr	Sdpr	chr1	+	51289126	51302960	129.219635	6.771885	16.884241
Nabp1	Nabp1	chr1	-	51465806	51478414	99.619904	11.662278	29.077385
Gm31812	Gm31812	chr1	-	52107293	52113890	2.979026	0.156119	0.389249
Stat4	Stat4	chr1	+	51987106	52107189	1.067550	0.120545	0.300554
Myo1b	Myo1b	chr1	-	51749758	51915978	250.013641	17.001291	42.389069
Stat1	Stat1	chr1	+	52119438	52161865	492.809509	28.850725	71.933090
Gls	Gls	chr1	-	52163449	52233719	17.248817	3.109477	7.752813
Gm553	Gm553	chr1	+	52504495	52520703	0.363985	0.019075	0.047559
Nab1	Nab1	chr1	-	52455849	52500448	22.369207	1.392410	3.471674
Tmem194b	Tmem194b	chr1	+	52568535	52651919	11.088198	1.751255	4.366379
Gm28178	Gm28178	chr1	-	52570014	52580292	0.000000	0.000000	0.000000
Mfsd6	Mfsd6	chr1	-	52656299	52727462	9.038330	0.727451	1.813744
Inpp1	Inpp1	chr1	-	52785425	52817688	42.824226	5.347130	13.331920
1700019D03Rik	1700019D03Rik	chr1	-	52922320	52991340	2.456559	0.579848	1.445726
Hibch	Hibch	chr1	+	52845038	52920986	87.287811	4.574406	11.405298
Osgepl1	Osgepl1	chr1	+	53312892	53326343	48.065666	3.629949	9.050497
Pms1	Pms1	chr1	-	53189187	53297028	45.602333	2.546369	6.348825
Ormdl1	Ormdl1	chr1	+	53297095	53310245	258.962067	13.571168	33.836792
Asnsd1	Asnsd1	chr1	-	53344617	53352752	171.207611	9.207292	22.956406
Ccdc150	Ccdc150	chr1	+	54250661	54368727	0.000000	0.000000	0.000000
Hecw2	Hecw2	chr1	-	53806872	54195034	1.565136	0.114882	0.286434
Mir7681	Mir7681	chr1	+	53849424	53849495	0.000000	0.000000	0.000000
Dnah7a	Dnah7a	chr1	-	53396995	53708118	0.000000	0.000000	0.000000
Gm32311	Gm32311	chr1	+	53704477	53760971	2.944864	0.433528	1.080910
Stk17b	Stk17b	chr1	-	53755512	53785215	437.487457	23.062099	57.500393
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	86.719147	4.544604	11.330995
Pgap1	Pgap1	chr1	-	54473000	54557684	11.558654	0.605743	1.510290
Ankrd44	Ankrd44	chr1	-	54645340	54926732	366.698608	24.920364	62.133579
4930444A19Rik	4930444A19Rik	chr1	+	54681198	54766354	1.251199	0.091936	0.229224
Sf3b1	Sf3b1	chr1	-	54985169	55027493	505.182861	36.951118	92.129677
Coq10b	Coq10b	chr1	+	55052770	55072702	224.844772	11.816839	29.462749
Hspd1	Hspd1	chr1	-	55077834	55088217	955.521851	54.037949	134.732010
Hspe1	Hspe1	chr1	+	55088148	55091317	763.143860	39.993324	99.714767
Mob4	Mob4	chr1	+	55131245	55154899	256.035400	13.422694	33.466606
Rftn2	Rftn2	chr1	-	55170159	55227065	3.956157	0.739538	1.843880
Gm10561	Gm10561	chr1	+	55226661	55235534	2.042512	0.143084	0.356749
Mars2	Mars2	chr1	+	55237177	55240058	39.253643	2.057127	5.129004
Boll	Boll	chr1	-	55248711	55364059	0.518079	0.050563	0.126067
Satb2	Satb2	chr1	-	56793981	56980448	1.294195	0.075874	0.189177
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	0.596436	0.031257	0.077932
4930558J18Rik	4930558J18Rik	chr1	-	57359222	57377544	0.000000	0.000000	0.000000
1700066M21Rik	1700066M21Rik	chr1	+	57377595	57385423	41.735416	2.709774	6.756238
LOC108167625	LOC108167625	chr1	-	55404264	55405956	1.032884	0.054129	0.134960
Plcl1	Plcl1	chr1	+	55405946	55754285	31.051947	1.627309	4.057344
Gm6644	Gm6644	chr1	-	55443695	55445063	32.129292	1.683768	4.198114
Gm39642	Gm39642	chr1	-	55502042	55506499	1.093089	0.057284	0.142826
Tyw5	Tyw5	chr1	-	57388235	57406674	28.153736	1.945831	4.851512
9430016H08Rik	9430016H08Rik	chr1	+	57406548	57415958	144.848587	7.590936	18.926371
Spats2l	Spats2l	chr1	+	57774162	57948398	0.724800	0.425228	1.060216
Sgol2a	Sgol2a	chr1	+	57985340	58026277	0.959800	0.110603	0.275764
Aox1	Aox1	chr1	+	58029806	58106410	0.176315	0.011983	0.029878
Aox3	Aox3	chr1	+	58113135	58200452	0.115736	0.010683	0.026637
Gm39643	Gm39643	chr1	-	58115415	58140751	0.000000	0.000000	0.000000
Kctd18	Kctd18	chr1	-	57955101	57970084	33.742634	3.185495	7.942348
Bzw1	Bzw1	chr1	+	58393136	58407354	1510.414062	112.178902	279.694000
Clk1	Clk1	chr1	-	58411988	58424088	705.907715	58.667213	146.274094
Gm20257	Gm20257	chr1	+	58652641	58655831	15.867521	0.831553	2.073300
Als2cr12	Als2cr12	chr1	-	58656926	58696009	0.000000	0.000000	0.000000
Ppil3	Ppil3	chr1	-	58430993	58445527	33.575684	5.854314	14.596473
Nif3l1	Nif3l1	chr1	+	58445156	58462276	102.696503	7.149524	17.825804
Orc2	Orc2	chr1	-	58462771	58505109	114.156136	5.996480	14.950933
Gm15834	Gm15834	chr1	+	58505135	58538839	0.420721	0.023960	0.059738
Fam126b	Fam126b	chr1	-	58522806	58586333	45.135319	2.440061	6.083768
Ndufb3	Ndufb3	chr1	+	58586397	58595964	376.262665	19.718424	49.163654
Cflar	Cflar	chr1	+	58711307	58759209	158.367996	13.215204	32.949272
Gm39646	Gm39646	chr1	-	58767583	58791874	0.000000	0.000000	0.000000
Casp8	Casp8	chr1	+	58795228	58847503	706.456726	63.136551	157.417419
Gm28802	Gm28802	chr1	-	58849791	58896695	0.000000	0.000000	0.000000
Trak2	Trak2	chr1	-	58900449	58973482	82.392799	5.221149	13.017814
Stradb	Stradb	chr1	+	58973527	58995126	289.960846	15.562008	38.800526
Als2cr11b	Als2cr11b	chr1	-	58994773	59022925	0.499055	0.026153	0.065208
Fzd7	Fzd7	chr1	+	59482147	59486955	28.526720	1.494972	3.727391
Gm973	Gm973	chr1	+	59516264	59636417	0.051432	0.006866	0.017118
Gm39649	Gm39649	chr1	-	59532995	59537221	0.000000	0.000000	0.000000
Gm28411	Gm28411	chr1	-	59542117	59548804	0.000000	0.000000	0.000000
Gm39648	Gm39648	chr1	-	59582482	59596208	0.091252	0.007296	0.018190
Gm33833	Gm33833	chr1	-	59612058	59619439	0.000000	0.000000	0.000000
Tmem237	Tmem237	chr1	-	59100584	59120695	142.584473	9.731186	24.262621
Mpp4	Mpp4	chr1	-	59120935	59163389	0.239387	0.012987	0.032380
Als2	Als2	chr1	-	59162756	59237231	47.428959	3.478765	8.673553
Gm33667	Gm33667	chr1	+	59237378	59239022	1.750700	0.091747	0.228752
Sumo1	Sumo1	chr1	-	59639434	59670834	1338.541504	70.147614	174.898010
Nop58	Nop58	chr1	+	59684951	59711510	269.340759	15.181912	37.852840
Snord70	Snord70	chr1	+	59691958	59692010	0.000000	0.000000	0.000000
Snord11	Snord11	chr1	+	59704808	59704870	2.000000	0.104812	0.261326
Bmpr2	Bmpr2	chr1	+	59764270	59878081	69.753059	3.809245	9.497533
Ica1l	Ica1l	chr1	-	59989068	60043512	1.398717	0.165768	0.413307
Fam117b	Fam117b	chr1	+	59913006	59985348	123.766533	6.486110	16.171722
Wdr12	Wdr12	chr1	-	60076868	60098500	134.242889	8.111327	20.223850
Carf	Carf	chr1	+	60098221	60153953	20.375256	1.297769	3.235708
Nbeal1	Nbeal1	chr1	+	60178625	60338328	16.883408	1.268978	3.163924
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	289.158508	15.242807	38.004665
Gm11578	Gm11578	chr1	-	60591420	60593335	0.000000	0.000000	0.000000
Cd28	Cd28	chr1	+	60746388	60773359	7.583507	0.397421	0.990885
Gm38137	Gm38137	chr1	+	60860958	60894365	2.066825	0.301479	0.751672
Gm39650	Gm39650	chr1	+	60887089	60887534	0.000000	0.000000	0.000000
Icos	Icos	chr1	+	60960773	61000322	1.832132	0.219495	0.547263
Abi2	Abi2	chr1	+	60408998	60481945	108.303459	7.189728	17.926044
Raph1	Raph1	chr1	-	60471730	60567074	3.681253	0.269638	0.672285
LOC102637269	LOC102637269	chr1	-	60522773	60523033	1.555556	0.081520	0.203254
Pard3b	Pard3b	chr1	+	61638667	62642284	5.938684	0.334465	0.833918
Pard3bos1	Pard3bos1	chr1	-	61770673	61864579	0.229616	0.014087	0.035123
