Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Snhg6	Snhg6	chr1	-	9942025	9944118	43.105167	1.766777	4.537671
Snord87	Snord87	chr1	-	9942470	9942543	1.824324	0.074775	0.192046
Arfgef1	Arfgef1	chr1	-	10137507	10232670	47.219540	1.935415	4.970789
Cops5	Cops5	chr1	-	10024600	10038159	365.941559	15.154252	38.921162
Cspp1	Cspp1	chr1	+	10038118	10136771	20.105715	2.432238	6.246797
Prex2	Prex2	chr1	+	10993272	11303683	4.704861	0.227156	0.583412
A830018L16Rik	A830018L16Rik	chr1	+	11413563	11975902	3.394519	0.538718	1.383607
Slco5a1	Slco5a1	chr1	-	12866549	12993063	0.092810	0.004447	0.011421
Sulf1	Sulf1	chr1	+	12692262	12861192	105.593338	14.933870	38.355148
Ncoa2	Ncoa2	chr1	-	13139105	13374083	60.654648	4.281432	10.996140
Tram1	Tram1	chr1	-	13564693	13589910	5022.650879	205.866318	528.733215
Gm5523	Gm5523	chr1	-	13785685	13786929	0.076305	0.003128	0.008033
Msc	Msc	chr1	-	14753344	14756089	0.949246	0.039644	0.101820
Eya1	Eya1	chr1	-	14168953	14310267	2.203342	0.104866	0.269330
Lactb2	Lactb2	chr1	-	13625898	13660605	461.089111	19.874702	51.044846
Xkr9	Xkr9	chr1	+	13668738	13702230	1.595520	0.146593	0.376499
Kcnb2	Kcnb2	chr1	+	15287157	15723751	0.000000	0.000000	0.000000
4930444P10Rik	4930444P10Rik	chr1	-	16065974	16093344	3.176660	0.173977	0.446832
Sbspon	Sbspon	chr1	-	15853862	15892722	35.842430	1.469095	3.773124
Terf1	Terf1	chr1	+	15804982	15844052	126.438644	7.612761	19.552105
Rpl7	Rpl7	chr1	-	16101295	16104433	3114.166992	127.642181	327.827606
Rdh10	Rdh10	chr1	+	16105882	16132550	198.776901	8.147385	20.925196
Stau2	Stau2	chr1	-	16228803	16520182	19.028751	3.868373	9.935270
LOC102634042	LOC102634042	chr1	+	16253587	16263525	0.000000	0.000000	0.000000
Ube2w	Ube2w	chr1	-	16540788	16619415	88.339508	15.616360	40.108009
LOC108167614	LOC108167614	chr1	-	16591021	16596309	1.429169	0.058578	0.150448
Tceb1	Tceb1	chr1	-	16641725	16657119	640.716125	45.613800	117.151405
Jph1	Jph1	chr1	-	16942104	17097904	0.169103	0.051471	0.132195
LOC108167615	LOC108167615	chr1	+	17097969	17100793	0.000000	0.000000	0.000000
Gm31982	Gm31982	chr1	-	17098573	17124568	0.000000	0.000000	0.000000
Gm28783	Gm28783	chr1	+	17120597	17128971	0.164454	0.006741	0.017312
Ly96	Ly96	chr1	+	16688456	16709605	407.464355	16.700979	42.893673
Tmem70	Tmem70	chr1	+	16665191	16678275	556.976318	22.860510	58.713398
Gdap1	Gdap1	chr1	+	17145373	17164271	0.873794	0.035815	0.091984
Pi15	Pi15	chr1	+	17601901	17630939	0.016756	0.000687	0.001764
Gm28154	Gm28154	chr1	-	17615098	17641382	0.000000	0.000000	0.000000
Gm16070	Gm16070	chr1	-	17676027	17727646	0.255276	0.010463	0.026873
Crispld1	Crispld1	chr1	+	17727029	17767235	2.443248	0.531782	1.365793
Gm28153	Gm28153	chr1	-	17751286	17944776	0.000000	0.000000	0.000000
6720483E21Rik	6720483E21Rik	chr1	-	20888650	20890473	0.050893	0.002086	0.005357
Paqr8	Paqr8	chr1	+	20890622	20939650	1.778797	0.692295	1.778043
Efhc1	Efhc1	chr1	+	20951550	20990841	43.292194	1.902862	4.887183
Mcm3	Mcm3	chr1	-	20803014	20820213	540.354797	22.147839	56.883018
Tram2	Tram2	chr1	-	21001397	21079225	59.777699	2.450144	6.292784
Tmem14a	Tmem14a	chr1	+	21166436	21230167	9.335095	2.642418	6.786608
Gm32947	Gm32947	chr1	-	21189046	21195335	0.000000	0.000000	0.000000
Gm28836	Gm28836	chr1	-	21207234	21271685	0.000000	0.000000	0.000000
Gsta3	Gsta3	chr1	+	21240585	21265575	5.759627	0.275926	0.708671
Kcnq5	Kcnq5	chr1	-	21398399	21962650	1.125291	0.046790	0.120172
Ogfrl1	Ogfrl1	chr1	-	23366424	23383210	142.890625	5.886313	15.118011
Gm19673	Gm19673	chr1	-	23391678	23399959	1.296508	0.053141	0.136483
B3gat2	B3gat2	chr1	+	23761926	23847865	3.053299	0.125147	0.321420
Smap1	Smap1	chr1	-	23844825	23922450	98.992447	5.358745	13.763040
Gm26524	Gm26524	chr1	+	23978191	23999887	0.700935	0.028730	0.073787
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	731.343323	29.975996	76.988327
Col9a1	Col9a1	chr1	+	24177589	24252738	0.646826	0.029328	0.075324
Fam135a	Fam135a	chr1	-	24010758	24100460	50.222893	3.036130	7.797791
Gm7846	Gm7846	chr1	-	28580381	28580768	33.938145	1.391043	3.572660
Adgrb3	Adgrb3	chr1	-	25067476	25830205	0.633798	0.026792	0.068810
Gm20172	Gm20172	chr1	-	25276404	25277954	0.147002	0.006025	0.015475
Phf3	Phf3	chr1	-	30802342	30873925	53.481689	2.425478	6.229434
Lmbrd1	Lmbrd1	chr1	+	24678042	24766301	347.372101	33.331196	85.605598
4931428L18Rik	4931428L18Rik	chr1	-	31141078	31222656	0.605119	0.024802	0.063701
Lgsn	Lgsn	chr1	+	31176435	31204725	0.000000	0.000000	0.000000
Ptp4a1	Ptp4a1	chr1	-	30940303	30950181	498.572083	23.345684	59.959480
Khdrbs2	Khdrbs2	chr1	+	32172687	32705224	2.516778	0.173777	0.446318
Gm9839	Gm9839	chr1	-	32519563	32520999	0.000000	0.000000	0.000000
Gm5415	Gm5415	chr1	-	32543546	32547293	0.000000	0.000000	0.000000
Prim2	Prim2	chr1	-	33453808	33669794	2.302107	2.631752	6.759213
Gm39618	Gm39618	chr1	+	33522521	33530620	0.000000	0.000000	0.000000
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	7.895388	0.323613	0.831146
Bag2	Bag2	chr1	-	33745484	33757750	36.041477	1.609173	4.132892
Gm32229	Gm32229	chr1	-	33714183	33719895	0.000000	0.000000	0.000000
Rab23	Rab23	chr1	+	33719888	33742564	30.761772	1.673149	4.297204
Gm15455	Gm15455	chr1	-	33835899	33838914	0.453581	0.018591	0.047748
Zfp451	Zfp451	chr1	-	33761541	33815456	93.229118	8.180775	21.010950
Bend6	Bend6	chr1	-	33852052	33907934	317.693115	19.118616	49.102966
Gm38471	Gm38471	chr1	-	33873086	33874756	3.479566	0.142619	0.366293
Mir5103	Mir5103	chr1	-	34433121	34433199	4.683545	0.191967	0.493036
Dst	Dst	chr1	+	33908213	34308662	8.519835	2.854870	7.332255
Mir6896	Mir6896	chr1	+	34117359	34117431	15.958904	0.654117	1.679990
LOC108167617	LOC108167617	chr1	-	34166315	34177976	3.070413	0.125849	0.323222
Ccdc115	Ccdc115	chr1	-	34436670	34439672	585.604675	24.002522	61.646458
Imp4	Imp4	chr1	+	34439829	34445747	688.213440	28.208208	72.448059
Gm32504	Gm32504	chr1	-	34459009	34459827	4.721692	0.193531	0.497051
Ptpn18	Ptpn18	chr1	+	34459746	34473784	676.698425	28.224550	72.490028
Gm32566	Gm32566	chr1	+	34474787	34485981	13.520829	0.555589	1.426938
4930568A12Rik	4930568A12Rik	chr1	-	34477167	34499219	10.571877	0.507074	1.302335
Prss39	Prss39	chr1	+	34498430	34503062	0.739165	0.030297	0.077812
LOC108167618	LOC108167618	chr1	-	34748272	34757061	0.000000	0.000000	0.000000
Gm32790	Gm32790	chr1	-	34759936	34792553	0.000000	0.000000	0.000000
Arhgef4	Arhgef4	chr1	+	34801722	34812754	34.134487	1.399090	3.593329
Fam168b	Fam168b	chr1	-	34813218	34843050	345.859650	14.260321	36.625244
Gm33280	Gm33280	chr1	+	36129866	36134928	0.130819	0.005362	0.013771
Gm39624	Gm39624	chr1	-	36058718	36066243	7.388014	0.302817	0.777734
Hs6st1	Hs6st1	chr1	+	36068400	36106446	108.827644	4.460582	11.456260
Plekhb2	Plekhb2	chr1	+	34849941	34879585	780.618652	64.440987	165.505890
Cnnm3	Cnnm3	chr1	+	36511854	36528237	31.770782	1.466064	3.765340
Ankrd23	Ankrd23	chr1	-	36530193	36536556	20.350529	0.855096	2.196172
Ankrd39	Ankrd39	chr1	-	36538171	36547440	51.142090	2.439877	6.266415
Uggt1	Uggt1	chr1	-	36140028	36244302	203.143204	8.595567	22.076277
Mir6897	Mir6897	chr1	-	36144252	36144313	1.161290	0.047598	0.122249
Gm39625	Gm39625	chr1	+	36244383	36250542	0.000000	0.000000	0.000000
Neurl3	Neurl3	chr1	-	36264602	36274674	474.932983	22.317083	57.317699
Arid5a	Arid5a	chr1	+	36307733	36324036	122.946182	5.448380	13.993253
Kansl3	Kansl3	chr1	-	36335730	36369193	79.669907	7.512499	19.294596
Mir6898	Mir6898	chr1	-	36348682	36348758	0.000000	0.000000	0.000000
Fer1l5	Fer1l5	chr1	+	36372183	36422110	30.033371	1.258273	3.231663
Lman2l	Lman2l	chr1	-	36422063	36445272	733.974670	42.693523	109.651169
Gm33401	Gm33401	chr1	+	36461978	36462873	1.555056	0.063738	0.163700
Gm33454	Gm33454	chr1	-	36464718	36471546	14.791667	0.606275	1.557115
Cnnm4	Cnnm4	chr1	+	36471597	36508776	517.054321	21.192808	54.430183
Sema4c	Sema4c	chr1	-	36548639	36558381	347.967468	20.259842	52.034012
Fam178b	Fam178b	chr1	-	36562696	36683190	2.569550	0.614489	1.578213
Cox5b	Cox5b	chr1	+	36691487	36693388	1662.354980	68.135918	174.995697
Zap70	Zap70	chr1	+	36761798	36782821	1.116751	0.225570	0.579340
Actr1b	Actr1b	chr1	-	36699200	36710017	570.389343	26.640526	68.421738
Tmem131	Tmem131	chr1	-	36792189	36939874	56.053707	2.583237	6.634612
Vwa3b	Vwa3b	chr1	+	37028812	37187608	2.145383	0.188433	0.483958
Gm39626	Gm39626	chr1	-	37042567	37046351	0.000000	0.000000	0.000000
Gm37020	Gm37020	chr1	-	37132273	37150509	0.000000	0.000000	0.000000
Inpp4a	Inpp4a	chr1	+	37299838	37410740	20.279150	9.535712	24.490881
4930439A04Rik	4930439A04Rik	chr1	-	37328916	37334216	0.181979	0.024513	0.062958
Coa5	Coa5	chr1	-	37417085	37430103	527.670898	21.627956	55.547787
Unc50	Unc50	chr1	+	37430139	37439124	1053.078125	50.373661	129.376312
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37720090	0.771266	0.339411	0.871720
LOC102637491	LOC102637491	chr1	+	37614507	37615373	0.000000	0.000000	0.000000
LOC102637336	LOC102637336	chr1	+	37653241	37671961	0.000000	0.000000	0.000000
Gm39628	Gm39628	chr1	+	37684600	37696393	0.000000	0.000000	0.000000
Mgat4a	Mgat4a	chr1	-	37439340	37541047	349.179474	15.095503	38.770275
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	30.122324	1.234641	3.170970
Gm39627	Gm39627	chr1	-	37499037	37499941	0.000000	0.000000	0.000000
Lipt1	Lipt1	chr1	+	37868513	37876298	7.854834	1.460371	3.750718
Tsga10	Tsga10	chr1	-	37754570	37866737	34.631306	3.753188	9.639435
Lyg2	Lyg2	chr1	-	37905923	37916493	0.913807	0.037455	0.096196
Mitd1	Mitd1	chr1	-	37878888	37890442	60.619896	5.320360	13.664454
Mrpl30	Mrpl30	chr1	+	37890471	37898338	217.940826	28.933300	74.310341
Lonrf2	Lonrf2	chr1	-	38793652	38836715	0.841536	0.034493	0.088588
Chst10	Chst10	chr1	-	38863872	38898263	35.509758	1.566678	4.023751
Aff3	Aff3	chr1	-	38175393	38628333	1.143478	0.046913	0.120487
Gm16150	Gm16150	chr1	+	38232302	38247651	1.608543	0.066133	0.169852
LOC108167619	LOC108167619	chr1	+	38472197	38488148	0.000000	0.000000	0.000000
Txndc9	Txndc9	chr1	-	37983867	37997725	257.095123	15.203771	39.048336
Eif5b	Eif5b	chr1	+	37998010	38055579	184.411011	7.558562	19.412901
Gm34448	Gm34448	chr1	-	38023490	38030460	2.124274	0.087069	0.223622
Rev1	Rev1	chr1	-	38052786	38129920	27.584463	1.434904	3.685310
Npas2	Npas2	chr1	+	39193715	39363240	0.255082	0.190845	0.490154
Pdcl3	Pdcl3	chr1	+	38987814	38997236	756.490601	31.006723	79.635582
Cnot11	Cnot11	chr1	+	39535802	39546881	59.576340	2.441890	6.271586
Gm3646	Gm3646	chr1	-	39804141	39805332	2.454039	0.100585	0.258336
Creg2	Creg2	chr1	-	39618406	39651182	4.734610	0.194060	0.498411
D930019O06Rik	D930019O06Rik	chr1	+	39650106	39658419	0.063145	0.005121	0.013152
Snord89	Snord89	chr1	-	39548747	39548840	0.000000	0.000000	0.000000
Rnf149	Rnf149	chr1	-	39551294	39577438	75.899376	5.297140	13.604816
Rpl31	Rpl31	chr1	+	39367851	39371911	821.255798	39.534912	101.538803
Tbc1d8	Tbc1d8	chr1	-	39371495	39478775	187.689407	10.219144	26.246162
Gm16894	Gm16894	chr1	-	40076212	40085851	3.202797	0.131275	0.337158
Il1r2	Il1r2	chr1	+	40083308	40125230	1.229899	0.516258	1.325922
Il1r1	Il1r1	chr1	+	40225014	40316201	4.834060	1.466813	3.767264
Map4k4	Map4k4	chr1	+	39900912	40026310	57.096085	2.475909	6.358958
Il18r1	Il18r1	chr1	+	40465552	40500854	0.135262	0.009051	0.023245
Il18rap	Il18rap	chr1	+	40515362	40551707	8.179235	0.381886	0.980810
Slc9a2	Slc9a2	chr1	+	40681712	40768885	10.070999	0.412786	1.060172
Il1rl1	Il1rl1	chr1	+	40404864	40465418	8.220804	1.597738	4.103523
Il1rl2	Il1rl2	chr1	+	40324438	40367555	216.765717	13.404466	34.427128
Gm28175	Gm28175	chr1	+	42257852	42310010	0.033118	0.002052	0.005271
Gm37915	Gm37915	chr1	+	40770324	40785367	0.033307	0.005939	0.015252
Mfsd9	Mfsd9	chr1	-	40772040	40790657	55.241432	2.264213	5.815252
Tmem182	Tmem182	chr1	+	40805573	40856887	1.264577	0.051927	0.133365
Pou3f3	Pou3f3	chr1	+	42697146	42700210	2.423165	0.099320	0.255086
Pantr2	Pantr2	chr1	-	42707061	42713454	0.000000	0.000000	0.000000
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	6.973249	0.285817	0.734072
Pantr1	Pantr1	chr1	-	42648200	42694825	27.763737	1.137969	2.922682
Gm42411	Gm42411	chr1	+	42682365	42696565	0.229822	0.012747	0.032738
Gpr45	Gpr45	chr1	+	42952872	43035451	0.000000	0.000000	0.000000
Mrps9	Mrps9	chr1	+	42851233	42905683	55.439083	9.219389	23.678461
Fhl2	Fhl2	chr1	-	43123071	43198299	4.407168	0.196327	0.504233
Gm8210	Gm8210	chr1	+	43189057	43189765	0.616361	0.025263	0.064884
Nck2	Nck2	chr1	+	43445751	43570518	0.483964	0.019837	0.050947
Tgfbrap1	Tgfbrap1	chr1	-	43047265	43098637	193.456451	8.919404	22.907997
Gm28782	Gm28782	chr1	+	43056056	43057134	0.000000	0.000000	0.000000
LOC108167597	LOC108167597	chr1	+	43092280	43093842	1.150761	0.047167	0.121140
AI597479	AI597479	chr1	+	43098710	43115946	153.520111	6.292418	16.161024
1500015O10Rik	1500015O10Rik	chr1	+	43730602	43742564	1926.994385	78.982841	202.854233
LOC102632770	LOC102632770	chr1	+	43887980	43889727	9.342677	0.382934	0.983501
Uxs1	Uxs1	chr1	-	43747850	43827819	188.786240	8.913626	22.893156
Tex30	Tex30	chr1	-	44086613	44102495	194.395798	8.920023	22.909586
Tpp2	Tpp2	chr1	+	43933865	44003000	273.549988	11.593040	29.774784
Kdelc1	Kdelc1	chr1	-	44106546	44118926	100.799522	4.773184	12.259124
Bivm	Bivm	chr1	+	44118962	44144771	55.244987	2.802461	7.197652
Col3a1	Col3a1	chr1	+	45311538	45349706	1.304457	0.053467	0.137320
Ercc5	Ercc5	chr1	+	44146981	44181260	110.821358	5.840813	15.001150
Col5a2	Col5a2	chr1	-	45374331	45503282	3.463038	0.141942	0.364553
Gm39635	Gm39635	chr1	-	44522564	44551457	0.000000	0.000000	0.000000
Gulp1	Gulp1	chr1	+	44551497	44796838	0.949439	1.836549	4.716868
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.000000	0.000000	0.000000
Wdr75	Wdr75	chr1	+	45795153	45823638	102.426865	6.091368	15.644660
Dnah7b	Dnah7b	chr1	+	46065794	46373551	0.565752	0.063317	0.162620
Gm31046	Gm31046	chr1	-	46221792	46233437	0.000000	0.000000	0.000000
LOC108167624	LOC108167624	chr1	+	50900542	50914773	0.302647	0.012405	0.031860
Gm30900	Gm30900	chr1	-	45826151	45830144	0.678337	0.027803	0.071408
Slc40a1	Slc40a1	chr1	-	45908070	45926536	2935.394043	124.341927	319.351440
Dnah7c	Dnah7c	chr1	+	46424245	46807477	0.186940	0.009102	0.023376
Slc39a10	Slc39a10	chr1	-	46807544	46925773	215.760529	13.167686	33.818996
Nabp1	Nabp1	chr1	-	51465806	51478414	31.726244	2.902553	7.454722
Tmeff2	Tmeff2	chr1	+	50927523	51187270	149.886490	6.143485	15.778515
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Sdpr	Sdpr	chr1	+	51289126	51302960	150.921112	6.185892	15.887429
Stat4	Stat4	chr1	+	51987106	52107189	1.297828	0.113003	0.290230
Gm31812	Gm31812	chr1	-	52107293	52113890	7.592509	0.311199	0.799262
Myo1b	Myo1b	chr1	-	51749758	51915978	200.923431	10.382299	26.665199
Gm553	Gm553	chr1	+	52504495	52520703	0.367050	0.015044	0.038639
Nab1	Nab1	chr1	-	52455849	52500448	31.501375	1.770609	4.547512
Tmem194b	Tmem194b	chr1	+	52568535	52651919	13.351413	1.649769	4.237155
Gm28178	Gm28178	chr1	-	52570014	52580292	0.000000	0.000000	0.000000
Mfsd6	Mfsd6	chr1	-	52656299	52727462	16.304575	1.027046	2.637797
Stat1	Stat1	chr1	+	52119438	52161865	421.325439	19.258314	49.461761
Gls	Gls	chr1	-	52163449	52233719	17.718412	2.529256	6.495971
Inpp1	Inpp1	chr1	-	52785425	52817688	38.711761	3.520503	9.041822
Hibch	Hibch	chr1	+	52845038	52920986	117.089775	4.799227	12.326012
1700019D03Rik	1700019D03Rik	chr1	-	52922320	52991340	2.631407	0.522908	1.343003
1700019A02Rik	1700019A02Rik	chr1	-	53158573	53188650	0.901511	0.042221	0.108437
Pms1	Pms1	chr1	-	53189187	53297028	71.233696	3.114375	7.998752
Ormdl1	Ormdl1	chr1	+	53297095	53310245	396.555786	16.253864	41.745327
Osgepl1	Osgepl1	chr1	+	53312892	53326343	67.051491	3.976574	10.213163
Asnsd1	Asnsd1	chr1	-	53344617	53352752	226.905411	9.686907	24.879200
Ccdc150	Ccdc150	chr1	+	54250661	54368727	0.000000	0.000000	0.000000
Hecw2	Hecw2	chr1	-	53806872	54195034	1.503044	0.074109	0.190336
Mir7681	Mir7681	chr1	+	53849424	53849495	0.000000	0.000000	0.000000
Dnah7a	Dnah7a	chr1	-	53396995	53708118	0.184015	0.011121	0.028563
Gm32311	Gm32311	chr1	+	53704477	53760971	2.337909	0.269185	0.691357
Stk17b	Stk17b	chr1	-	53755512	53785215	488.552155	20.064156	51.531425
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	128.946472	5.285204	13.574163
Pgap1	Pgap1	chr1	-	54473000	54557684	13.334531	0.546550	1.403723
Ankrd44	Ankrd44	chr1	-	54645340	54926732	444.087555	23.818506	61.173847
4930444A19Rik	4930444A19Rik	chr1	+	54681198	54766354	1.726190	0.099202	0.254784
Sf3b1	Sf3b1	chr1	-	54985169	55027493	554.229065	31.918198	81.976555
Coq10b	Coq10b	chr1	+	55052770	55072702	278.180603	11.429763	29.355436
Hspd1	Hspd1	chr1	-	55077834	55088217	1220.039429	54.596584	140.222198
Hspe1	Hspe1	chr1	+	55088148	55091317	1025.889648	42.048740	107.995155
Rftn2	Rftn2	chr1	-	55170159	55227065	5.400028	0.822720	2.113018
Gm10561	Gm10561	chr1	+	55226661	55235534	1.668268	0.093924	0.241228
Mob4	Mob4	chr1	+	55131245	55154899	419.429596	17.197304	44.168396
Mars2	Mars2	chr1	+	55237177	55240058	58.026718	2.378375	6.108459
Boll	Boll	chr1	-	55248711	55364059	0.186185	0.008827	0.022670
Satb2	Satb2	chr1	-	56793981	56980448	0.342843	0.015720	0.040375
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	0.549088	0.022506	0.057802
LOC108167625	LOC108167625	chr1	-	55404264	55405956	2.699331	0.110639	0.284158
Plcl1	Plcl1	chr1	+	55405946	55754285	114.129211	4.677881	12.014354
Gm6644	Gm6644	chr1	-	55443695	55445063	36.493061	1.495762	3.841615
Gm39642	Gm39642	chr1	-	55502042	55506499	2.913963	0.119436	0.306752
4930558J18Rik	4930558J18Rik	chr1	-	57359222	57377544	0.944932	0.038730	0.099473
1700066M21Rik	1700066M21Rik	chr1	+	57377595	57385423	48.874924	2.354563	6.047300
Tyw5	Tyw5	chr1	-	57388235	57406674	36.551128	2.018371	5.183848
9430016H08Rik	9430016H08Rik	chr1	+	57406548	57415958	171.408051	7.025602	18.044083
Sgol2a	Sgol2a	chr1	+	57985340	58026277	0.975123	0.087374	0.224406
Aox3	Aox3	chr1	+	58113135	58200452	0.104548	0.007548	0.019385
Gm39643	Gm39643	chr1	-	58115415	58140751	0.000000	0.000000	0.000000
Aox1	Aox1	chr1	+	58029806	58106410	14.959001	0.795170	2.042262
Spats2l	Spats2l	chr1	+	57774162	57948398	3.790951	1.623666	4.170114
Kctd18	Kctd18	chr1	-	57955101	57970084	35.551746	2.749251	7.060992
Bzw1	Bzw1	chr1	+	58393136	58407354	1592.790161	92.398026	237.308868
Clk1	Clk1	chr1	-	58411988	58424088	755.167969	50.401817	129.448654
Gm20257	Gm20257	chr1	+	58652641	58655831	13.267094	0.543786	1.396624
Ppil3	Ppil3	chr1	-	58430993	58445527	34.997375	5.079100	13.044817
Nif3l1	Nif3l1	chr1	+	58445156	58462276	150.911240	8.258134	21.209635
Orc2	Orc2	chr1	-	58462771	58505109	150.167923	6.171739	15.851078
Gm15834	Gm15834	chr1	+	58505135	58538839	0.585039	0.026058	0.066925
Fam126b	Fam126b	chr1	-	58522806	58586333	57.967438	2.449077	6.290044
Ndufb3	Ndufb3	chr1	+	58586397	58595964	491.301331	20.137255	51.719170
Cflar	Cflar	chr1	+	58711307	58759209	159.983185	10.862301	27.898001
Gm39646	Gm39646	chr1	-	58767583	58791874	0.000000	0.000000	0.000000
Casp8	Casp8	chr1	+	58795228	58847503	800.907837	56.058655	143.977280
Trak2	Trak2	chr1	-	58900449	58973482	96.398094	4.808652	12.350220
Stradb	Stradb	chr1	+	58973527	58995126	413.375214	17.319405	44.481987
Als2cr11b	Als2cr11b	chr1	-	58994773	59022925	0.335889	0.013767	0.035359
Cdk15	Cdk15	chr1	+	59256861	59352612	1.517105	0.139746	0.358913
Fzd7	Fzd7	chr1	+	59482147	59486955	89.803909	3.680845	9.453635
Gm973	Gm973	chr1	+	59516264	59636417	3.188387	0.391914	1.006566
Gm39649	Gm39649	chr1	-	59532995	59537221	0.000000	0.000000	0.000000
Gm28411	Gm28411	chr1	-	59542117	59548804	0.000000	0.000000	0.000000
Gm39648	Gm39648	chr1	-	59582482	59596208	0.000000	0.000000	0.000000
Gm33833	Gm33833	chr1	-	59612058	59619439	0.000000	0.000000	0.000000
Tmem237	Tmem237	chr1	-	59100584	59120695	845.934570	44.981525	115.527519
Mpp4	Mpp4	chr1	-	59120935	59163389	1.303535	0.055310	0.142055
Als2	Als2	chr1	-	59162756	59237231	63.982666	3.718391	9.550064
Gm33667	Gm33667	chr1	+	59237378	59239022	3.324930	0.136281	0.350015
Sumo1	Sumo1	chr1	-	59639434	59670834	1863.532471	76.381691	196.173599
Nop58	Nop58	chr1	+	59684951	59711510	263.616852	11.606720	29.809916
Snord70	Snord70	chr1	+	59691958	59692010	0.000000	0.000000	0.000000
Snord11	Snord11	chr1	+	59704808	59704870	0.000000	0.000000	0.000000
Bmpr2	Bmpr2	chr1	+	59764270	59878081	109.612022	4.681901	12.024679
Ica1l	Ica1l	chr1	-	59989068	60043512	3.598533	0.259165	0.665623
Fam117b	Fam117b	chr1	+	59913006	59985348	156.770874	6.425660	16.503231
Wdr12	Wdr12	chr1	-	60076868	60098500	149.366974	7.049878	18.106432
Carf	Carf	chr1	+	60098221	60153953	42.664516	2.229986	5.727346
Nbeal1	Nbeal1	chr1	+	60178625	60338328	18.265509	1.134696	2.914276
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	347.925659	14.277316	36.668900
Cd28	Cd28	chr1	+	60746388	60773359	8.000000	0.327901	0.842158
Abi2	Abi2	chr1	+	60408998	60481945	161.357849	8.157654	20.951569
Raph1	Raph1	chr1	-	60471730	60567074	5.064940	0.312441	0.802453
LOC102637269	LOC102637269	chr1	-	60522773	60523033	1.107280	0.045385	0.116563
