Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Rdh10	Rdh10	chr1	+	16105882	16132550	120.426582	5.310138	13.694894
Ube2w	Ube2w	chr1	-	16540788	16619415	61.054955	14.160739	36.520672
LOC108167614	LOC108167614	chr1	-	16591021	16596309	0.567598	0.025028	0.064547
Tceb1	Tceb1	chr1	-	16641725	16657119	596.239807	45.320255	116.881340
Tmem70	Tmem70	chr1	+	16665191	16678275	524.685852	23.171688	59.759991
Gdap1	Gdap1	chr1	+	17145373	17164271	2.621127	0.115577	0.298074
Jph1	Jph1	chr1	-	16942104	17097904	0.033798	0.011067	0.028542
Pi15	Pi15	chr1	+	17601901	17630939	0.000000	0.000000	0.000000
Gm28154	Gm28154	chr1	-	17615098	17641382	0.000000	0.000000	0.000000
Ly96	Ly96	chr1	+	16688456	16709605	503.741302	22.212172	57.285389
Tfap2b	Tfap2b	chr1	+	19208914	19238845	0.887008	0.047462	0.122404
Gm16070	Gm16070	chr1	-	17676027	17727646	0.665949	0.029365	0.075732
Crispld1	Crispld1	chr1	+	17727029	17767235	2.885670	0.641202	1.653665
Gm28153	Gm28153	chr1	-	17751286	17944776	0.000000	0.000000	0.000000
Efhc1	Efhc1	chr1	+	20951550	20990841	8.277353	0.412373	1.063513
Paqr8	Paqr8	chr1	+	20890622	20939650	2.566400	1.105359	2.850730
Gm4956	Gm4956	chr1	-	21285246	21298312	0.000000	0.000000	0.000000
Tmem14a	Tmem14a	chr1	+	21166436	21230167	4.328088	1.270965	3.277831
Gm32947	Gm32947	chr1	-	21189046	21195335	0.000000	0.000000	0.000000
Gm28836	Gm28836	chr1	-	21207234	21271685	0.000000	0.000000	0.000000
Gsta3	Gsta3	chr1	+	21240585	21265575	0.000000	0.000000	0.000000
Tram2	Tram2	chr1	-	21001397	21079225	31.184174	1.375047	3.546260
Mir30c-2	Mir30c-2	chr1	+	23291701	23291784	0.107143	0.004724	0.012184
Kcnq5	Kcnq5	chr1	-	21398399	21962650	0.547810	0.024505	0.063198
Mcm3	Mcm3	chr1	-	20803014	20820213	568.741516	25.078318	64.677200
Rims1	Rims1	chr1	-	22288422	22805724	0.344494	0.015190	0.039176
Ogfrl1	Ogfrl1	chr1	-	23366424	23383210	110.246826	4.891325	12.614773
Gm19673	Gm19673	chr1	-	23391678	23399959	1.889253	0.083305	0.214846
Gm26524	Gm26524	chr1	+	23978191	23999887	0.237650	0.010479	0.027026
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	615.371826	27.134453	69.979996
B3gat2	B3gat2	chr1	+	23761926	23847865	2.028052	0.089426	0.230630
Smap1	Smap1	chr1	-	23844825	23922450	144.151962	8.353387	21.543457
Col9a1	Col9a1	chr1	+	24177589	24252738	0.000000	0.000000	0.000000
Col19a1	Col19a1	chr1	-	24257683	24587535	0.218291	0.010473	0.027010
Fam135a	Fam135a	chr1	-	24010758	24100460	53.519646	3.623205	9.344277
Gm7846	Gm7846	chr1	-	28580381	28580768	51.927834	2.289727	5.905226
Adgrb3	Adgrb3	chr1	-	25067476	25830205	2.014775	0.096742	0.249499
Gm20172	Gm20172	chr1	-	25276404	25277954	0.080593	0.003554	0.009165
Phf3	Phf3	chr1	-	30802342	30873925	51.708656	2.604450	6.716899
Lmbrd1	Lmbrd1	chr1	+	24678042	24766301	286.649872	29.088041	75.018326
Prim2	Prim2	chr1	-	33453808	33669794	2.718723	3.343474	8.622850
Gm39618	Gm39618	chr1	+	33522521	33530620	0.000000	0.000000	0.000000
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	2.780653	0.122611	0.316215
Gm32229	Gm32229	chr1	-	33714183	33719895	0.000000	0.000000	0.000000
Rab23	Rab23	chr1	+	33719888	33742564	27.230904	1.577577	4.068584
Bag2	Bag2	chr1	-	33745484	33757750	31.003035	1.489079	3.840348
Khdrbs2	Khdrbs2	chr1	+	32172687	32705224	0.270134	0.012559	0.032391
Gm9839	Gm9839	chr1	-	32519563	32520999	0.000000	0.000000	0.000000
Gm5415	Gm5415	chr1	-	32543546	32547293	0.000000	0.000000	0.000000
Ptp4a1	Ptp4a1	chr1	-	30940303	30950181	336.714783	16.988522	43.813549
Gm15455	Gm15455	chr1	-	33835899	33838914	0.119363	0.005263	0.013574
Zfp451	Zfp451	chr1	-	33761541	33815456	111.910339	10.525742	27.145981
Bend6	Bend6	chr1	-	33852052	33907934	354.330841	22.943848	59.172390
Gm38471	Gm38471	chr1	-	33873086	33874756	3.034195	0.133791	0.345048
Mir5103	Mir5103	chr1	-	34433121	34433199	6.164557	0.271822	0.701033
Dst	Dst	chr1	+	33908213	34308662	8.836141	3.166248	8.165783
Mir6896	Mir6896	chr1	+	34117359	34117431	17.821918	0.785847	2.026706
LOC108167617	LOC108167617	chr1	-	34166315	34177976	2.254983	0.099432	0.256436
Ccdc115	Ccdc115	chr1	-	34436670	34439672	736.734314	32.485859	83.781326
Imp4	Imp4	chr1	+	34439829	34445747	676.615845	29.834969	76.944664
Amer3	Amer3	chr1	+	34578932	34590944	0.309830	0.032777	0.084532
Gm32504	Gm32504	chr1	-	34459009	34459827	3.094292	0.136441	0.351882
Ptpn18	Ptpn18	chr1	+	34459746	34473784	699.673950	31.097242	80.200058
Gm32566	Gm32566	chr1	+	34474787	34485981	20.428495	0.909079	2.344524
4930568A12Rik	4930568A12Rik	chr1	-	34477167	34499219	14.136701	0.698808	1.802233
Prss39	Prss39	chr1	+	34498430	34503062	0.000000	0.000000	0.000000
Gm32920	Gm32920	chr1	-	34685665	34688842	0.000000	0.000000	0.000000
LOC108167618	LOC108167618	chr1	-	34748272	34757061	0.000000	0.000000	0.000000
Gm32790	Gm32790	chr1	-	34759936	34792553	0.000000	0.000000	0.000000
Arhgef4	Arhgef4	chr1	+	34801722	34812754	37.724392	1.663435	4.290012
Fam168b	Fam168b	chr1	-	34813218	34843050	274.472260	12.198065	31.458920
Gm33280	Gm33280	chr1	+	36129866	36134928	0.000000	0.000000	0.000000
Gm39624	Gm39624	chr1	-	36058718	36066243	8.285652	0.365351	0.942243
Hs6st1	Hs6st1	chr1	+	36068400	36106446	93.610107	4.127682	10.645328
Plekhb2	Plekhb2	chr1	+	34849941	34879585	584.193726	52.036633	134.202942
Cnnm3	Cnnm3	chr1	+	36511854	36528237	30.131008	1.362235	3.513218
Ankrd23	Ankrd23	chr1	-	36530193	36536556	26.599154	1.202367	3.100914
Ankrd39	Ankrd39	chr1	-	36538171	36547440	60.619751	3.136621	8.089374
Fam178b	Fam178b	chr1	-	36562696	36683190	2.993711	0.706758	1.822734
Sema4c	Sema4c	chr1	-	36548639	36558381	321.171021	19.973520	51.511890
Cox5b	Cox5b	chr1	+	36691487	36693388	1156.242554	50.983826	131.487732
Zap70	Zap70	chr1	+	36761798	36782821	3.864444	0.666998	1.720193
Actr1b	Actr1b	chr1	-	36699200	36710017	586.539429	29.535257	76.171692
4933424G06Rik	4933424G06Rik	chr1	+	36714538	36757960	0.000000	0.000000	0.000000
Gm33533	Gm33533	chr1	-	36714602	36744792	0.000000	0.000000	0.000000
Vwa3b	Vwa3b	chr1	+	37028812	37187608	0.477369	0.045106	0.116330
Gm39626	Gm39626	chr1	-	37042567	37046351	0.000000	0.000000	0.000000
Gm37020	Gm37020	chr1	-	37132273	37150509	0.000000	0.000000	0.000000
Tmem131	Tmem131	chr1	-	36792189	36939874	51.408829	2.564225	6.613159
Inpp4a	Inpp4a	chr1	+	37299838	37410740	10.297117	5.225521	13.476665
4930439A04Rik	4930439A04Rik	chr1	-	37328916	37334216	1.521790	0.213984	0.551868
Uggt1	Uggt1	chr1	-	36140028	36244302	268.828857	12.083054	31.162302
Mir6897	Mir6897	chr1	-	36144252	36144313	0.000000	0.000000	0.000000
Gm39625	Gm39625	chr1	+	36244383	36250542	0.000000	0.000000	0.000000
Neurl3	Neurl3	chr1	-	36264602	36274674	561.916504	28.116045	72.511536
Arid5a	Arid5a	chr1	+	36307733	36324036	138.832932	6.617188	17.065788
Kansl3	Kansl3	chr1	-	36335730	36369193	75.838211	7.741765	19.966082
Mir6898	Mir6898	chr1	-	36348682	36348758	0.000000	0.000000	0.000000
Fer1l5	Fer1l5	chr1	+	36372183	36422110	23.545986	1.061253	2.736980
Lman2l	Lman2l	chr1	-	36422063	36445272	637.260681	39.857685	102.793327
Gm33401	Gm33401	chr1	+	36461978	36462873	3.350562	0.147741	0.381025
Gm33454	Gm33454	chr1	-	36464718	36471546	10.842014	0.478072	1.232952
Cnnm4	Cnnm4	chr1	+	36471597	36508776	185.054779	8.159880	21.044403
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37720090	0.360669	0.160345	0.413530
LOC102637491	LOC102637491	chr1	+	37614507	37615373	0.000000	0.000000	0.000000
LOC102637336	LOC102637336	chr1	+	37653241	37671961	0.000000	0.000000	0.000000
Gm39628	Gm39628	chr1	+	37684600	37696393	0.000000	0.000000	0.000000
Coa5	Coa5	chr1	-	37417085	37430103	520.565247	22.954014	59.198605
Unc50	Unc50	chr1	+	37430139	37439124	987.806152	53.749100	138.619415
Lipt1	Lipt1	chr1	+	37868513	37876298	5.624015	1.165797	3.006602
Tsga10	Tsga10	chr1	-	37754570	37866737	29.821260	3.679500	9.489464
Mgat4a	Mgat4a	chr1	-	37439340	37541047	239.271790	11.105580	28.641390
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	22.033031	0.971533	2.505593
Gm39627	Gm39627	chr1	-	37499037	37499941	0.504263	0.022235	0.057345
Mitd1	Mitd1	chr1	-	37878888	37890442	71.505371	6.816590	17.580046
Mrpl30	Mrpl30	chr1	+	37890471	37898338	185.736267	25.835281	66.629425
Lonrf2	Lonrf2	chr1	-	38793652	38836715	0.449848	0.019836	0.051157
Aff3	Aff3	chr1	-	38175393	38628333	0.945241	0.041719	0.107594
Gm16150	Gm16150	chr1	+	38232302	38247651	0.000000	0.000000	0.000000
LOC108167619	LOC108167619	chr1	+	38472197	38488148	0.000000	0.000000	0.000000
Chst10	Chst10	chr1	-	38863872	38898263	49.964577	2.355730	6.075449
Txndc9	Txndc9	chr1	-	37983867	37997725	218.090805	14.735308	38.002491
Eif5b	Eif5b	chr1	+	37998010	38055579	150.322571	6.628384	17.094662
Gm34448	Gm34448	chr1	-	38023490	38030460	3.576074	0.157685	0.406671
Rev1	Rev1	chr1	-	38052786	38129920	19.422932	1.099727	2.836207
Npas2	Npas2	chr1	+	39193715	39363240	0.092593	0.074526	0.192204
Pdcl3	Pdcl3	chr1	+	38987814	38997236	724.403870	31.942156	82.379105
Cnot11	Cnot11	chr1	+	39535802	39546881	21.474133	0.946889	2.442035
Rpl31	Rpl31	chr1	+	39367851	39371911	698.647949	36.330357	93.696312
Tbc1d8	Tbc1d8	chr1	-	39371495	39478775	162.757996	9.525647	24.566730
1700066B17Rik	1700066B17Rik	chr1	-	39842428	39847330	0.000000	0.000000	0.000000
Rfx8	Rfx8	chr1	-	39665299	39720989	1.451973	0.078304	0.201948
Creg2	Creg2	chr1	-	39618406	39651182	2.040161	0.089960	0.232007
D930019O06Rik	D930019O06Rik	chr1	+	39650106	39658419	0.323846	0.024409	0.062952
Snord89	Snord89	chr1	-	39548747	39548840	1.808511	0.079745	0.205664
Rnf149	Rnf149	chr1	-	39551294	39577438	50.549591	3.810433	9.827142
Gm16894	Gm16894	chr1	-	40076212	40085851	9.938229	0.438220	1.130174
Il1r2	Il1r2	chr1	+	40083308	40125230	0.794886	0.314048	0.809932
Il1r1	Il1r1	chr1	+	40225014	40316201	1.476035	0.455650	1.175125
Map4k4	Map4k4	chr1	+	39900912	40026310	43.278023	2.009839	5.183392
Il18r1	Il18r1	chr1	+	40465552	40500854	0.062584	0.003945	0.010174
Il1rl1	Il1rl1	chr1	+	40404864	40465418	11.262971	2.290743	5.907847
Il18rap	Il18rap	chr1	+	40515362	40551707	5.858772	0.264152	0.681249
Slc9a2	Slc9a2	chr1	+	40681712	40768885	15.644145	0.689819	1.779050
Gm37915	Gm37915	chr1	+	40770324	40785367	0.000000	0.000000	0.000000
Mfsd9	Mfsd9	chr1	-	40772040	40790657	50.496193	2.226599	5.742420
Tmem182	Tmem182	chr1	+	40805573	40856887	3.509475	0.242890	0.626415
Gm28175	Gm28175	chr1	+	42257852	42310010	0.035621	0.002341	0.006038
Gm36678	Gm36678	chr1	-	42399266	42427644	0.672414	0.033961	0.087587
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	2.906723	0.128170	0.330552
Pantr2	Pantr2	chr1	-	42707061	42713454	1.488121	0.065618	0.169229
Gm30248	Gm30248	chr1	-	42598931	42641594	0.005294	0.001103	0.002845
Pantr1	Pantr1	chr1	-	42648200	42694825	35.122711	1.548715	3.994150
Gm42411	Gm42411	chr1	+	42682365	42696565	0.267296	0.015949	0.041133
Pou3f3	Pou3f3	chr1	+	42697146	42700210	4.562479	0.201180	0.518844
Il1rl2	Il1rl2	chr1	+	40324438	40367555	247.827286	16.566172	42.724312
Mrps9	Mrps9	chr1	+	42851233	42905683	61.262749	10.988649	28.339823
1500015O10Rik	1500015O10Rik	chr1	+	43730602	43742564	11.356982	0.500779	1.291514
Fhl2	Fhl2	chr1	-	43123071	43198299	3.808461	0.182516	0.470710
Gm8210	Gm8210	chr1	+	43189057	43189765	0.990127	0.043659	0.112597
Nck2	Nck2	chr1	+	43445751	43570518	0.000000	0.000000	0.000000
LOC102632770	LOC102632770	chr1	+	43887980	43889727	9.764302	0.430551	1.110395
Tgfbrap1	Tgfbrap1	chr1	-	43047265	43098637	194.195114	9.626797	24.827595
Gm28782	Gm28782	chr1	+	43056056	43057134	0.944000	0.041625	0.107352
LOC108167597	LOC108167597	chr1	+	43092280	43093842	0.494034	0.021784	0.056181
AI597479	AI597479	chr1	+	43098710	43115946	171.325134	7.554479	19.483070
Uxs1	Uxs1	chr1	-	43747850	43827819	167.439255	9.333893	24.072193
Mettl21c	Mettl21c	chr1	-	44009399	44042588	0.176028	0.009213	0.023760
Ccdc168	Ccdc168	chr1	-	44055869	44082447	0.187181	0.008254	0.021286
Tex30	Tex30	chr1	-	44086613	44102495	102.974113	5.023829	12.956500
Tpp2	Tpp2	chr1	+	43933865	44003000	299.560303	13.675883	35.270226
Kdelc1	Kdelc1	chr1	-	44106546	44118926	110.802299	5.706714	14.717667
Bivm	Bivm	chr1	+	44118962	44144771	45.723209	2.481778	6.400528
Col3a1	Col3a1	chr1	+	45311538	45349706	6.195902	0.273205	0.704597
Ercc5	Ercc5	chr1	+	44146981	44181260	107.936821	6.175996	15.927951
Col5a2	Col5a2	chr1	-	45374331	45503282	5.407105	0.238423	0.614895
Gulp1	Gulp1	chr1	+	44551497	44796838	0.377692	0.784487	2.023200
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.000000	0.000000	0.000000
Gm30900	Gm30900	chr1	-	45826151	45830144	0.000000	0.000000	0.000000
Wdr75	Wdr75	chr1	+	45795153	45823638	109.237717	7.025040	18.117640
Dnah7b	Dnah7b	chr1	+	46065794	46373551	0.000000	0.000000	0.000000
Gm31046	Gm31046	chr1	-	46221792	46233437	0.000000	0.000000	0.000000
Slc40a1	Slc40a1	chr1	-	45908070	45926536	3363.331299	153.303787	395.371857
Dnah7c	Dnah7c	chr1	+	46424245	46807477	0.359795	0.018845	0.048602
Slc39a10	Slc39a10	chr1	-	46807544	46925773	198.809433	12.972828	33.457039
Tmeff2	Tmeff2	chr1	+	50927523	51187270	56.854149	2.506950	6.465446
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Sdpr	Sdpr	chr1	+	51289126	51302960	194.822586	8.590586	22.155197
Nabp1	Nabp1	chr1	-	51465806	51478414	19.903137	1.998904	5.155190
Gm33795	Gm33795	chr1	+	51916287	51919988	0.817512	0.036048	0.092967
Stat4	Stat4	chr1	+	51987106	52107189	2.274832	0.211138	0.544526
Gm31812	Gm31812	chr1	-	52107293	52113890	6.958801	0.306844	0.791354
Myo1b	Myo1b	chr1	-	51749758	51915978	255.390640	14.460986	37.295010
Nab1	Nab1	chr1	-	52455849	52500448	26.268656	1.159211	2.989616
Tmem194b	Tmem194b	chr1	+	52568535	52651919	14.054533	1.869977	4.822687
Gm28178	Gm28178	chr1	-	52570014	52580292	0.000000	0.000000	0.000000
Mfsd6	Mfsd6	chr1	-	52656299	52727462	5.221321	0.356359	0.919053
Inpp1	Inpp1	chr1	-	52785425	52817688	44.156448	4.354009	11.229027
Hibch	Hibch	chr1	+	52845038	52920986	96.026115	4.234214	10.920075
1700019D03Rik	1700019D03Rik	chr1	-	52922320	52991340	3.382059	0.667060	1.720353
Stat1	Stat1	chr1	+	52119438	52161865	373.880646	19.185940	49.480709
Gls	Gls	chr1	-	52163449	52233719	11.769570	1.852196	4.776829
1700019A02Rik	1700019A02Rik	chr1	-	53158573	53188650	0.000000	0.000000	0.000000
Pms1	Pms1	chr1	-	53189187	53297028	59.224415	2.768461	7.139884
Ormdl1	Ormdl1	chr1	+	53297095	53310245	371.602386	16.385586	42.258572
Osgepl1	Osgepl1	chr1	+	53312892	53326343	58.728363	3.631431	9.365495
Asnsd1	Asnsd1	chr1	-	53344617	53352752	236.192856	10.754100	27.734919
Ccdc150	Ccdc150	chr1	+	54250661	54368727	0.009596	0.003509	0.009049
Hecw2	Hecw2	chr1	-	53806872	54195034	0.802406	0.042464	0.109515
Mir7681	Mir7681	chr1	+	53849424	53849495	0.000000	0.000000	0.000000
Dnah7a	Dnah7a	chr1	-	53396995	53708118	0.000000	0.000000	0.000000
Gm32311	Gm32311	chr1	+	53704477	53760971	2.309083	0.286019	0.737644
Stk17b	Stk17b	chr1	-	53755512	53785215	344.037262	15.248593	39.326260
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	110.574310	4.875708	12.574495
Pgap1	Pgap1	chr1	-	54473000	54557684	13.431231	0.592242	1.527398
Ankrd44	Ankrd44	chr1	-	54645340	54926732	419.098419	23.940378	61.742451
4930444A19Rik	4930444A19Rik	chr1	+	54681198	54766354	4.482667	0.293458	0.756831
Sf3b1	Sf3b1	chr1	-	54985169	55027493	518.875305	31.393862	80.965050
Coq10b	Coq10b	chr1	+	55052770	55072702	175.656067	7.761431	20.016800
Hspd1	Hspd1	chr1	-	55077834	55088217	965.421204	46.510281	119.950432
Hspe1	Hspe1	chr1	+	55088148	55091317	862.337219	38.024246	98.064865
Rftn2	Rftn2	chr1	-	55170159	55227065	4.272699	0.682934	1.761292
Gm10561	Gm10561	chr1	+	55226661	55235534	1.398916	0.084729	0.218517
Mars2	Mars2	chr1	+	55237177	55240058	60.265789	2.657384	6.853417
Boll	Boll	chr1	-	55248711	55364059	0.000000	0.000000	0.000000
Mob4	Mob4	chr1	+	55131245	55154899	344.001801	15.174884	39.136158
Gm38484	Gm38484	chr1	+	57002504	57042519	0.474603	0.021316	0.054975
Satb2	Satb2	chr1	-	56793981	56980448	1.272815	0.062786	0.161926
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	1.102711	0.048623	0.125400
LOC108167625	LOC108167625	chr1	-	55404264	55405956	1.138187	0.050188	0.129434
Plcl1	Plcl1	chr1	+	55405946	55754285	51.454056	2.268836	5.851348
Gm6644	Gm6644	chr1	-	55443695	55445063	34.325787	1.513575	3.903524
Gm39642	Gm39642	chr1	-	55502042	55506499	0.726375	0.032029	0.082603
4930558J18Rik	4930558J18Rik	chr1	-	57359222	57377544	0.481969	0.021252	0.054809
1700066M21Rik	1700066M21Rik	chr1	+	57377595	57385423	71.385750	3.595304	9.272323
Spats2l	Spats2l	chr1	+	57774162	57948398	0.997164	0.444666	1.146797
Tyw5	Tyw5	chr1	-	57388235	57406674	27.598164	1.635181	4.217147
9430016H08Rik	9430016H08Rik	chr1	+	57406548	57415958	177.324570	7.819021	20.165325
Sgol2a	Sgol2a	chr1	+	57985340	58026277	0.912542	0.093555	0.241280
Aox1	Aox1	chr1	+	58029806	58106410	1.345240	0.076929	0.198400
Kctd18	Kctd18	chr1	-	57955101	57970084	41.415890	3.301044	8.513422
Aox3	Aox3	chr1	+	58113135	58200452	1.331088	0.111895	0.288577
Gm39643	Gm39643	chr1	-	58115415	58140751	0.000000	0.000000	0.000000
Bzw1	Bzw1	chr1	+	58393136	58407354	1618.914429	101.134476	260.826691
Clk1	Clk1	chr1	-	58411988	58424088	379.969574	26.540478	68.448128
Ppil3	Ppil3	chr1	-	58430993	58445527	37.675346	5.761644	14.859332
Nif3l1	Nif3l1	chr1	+	58445156	58462276	147.436081	8.714699	22.475286
Orc2	Orc2	chr1	-	58462771	58505109	137.737427	6.180193	15.938773
Gm15834	Gm15834	chr1	+	58505135	58538839	1.740760	0.110217	0.284251
Fam126b	Fam126b	chr1	-	58522806	58586333	58.828808	2.678534	6.907963
Ndufb3	Ndufb3	chr1	+	58586397	58595964	439.362671	19.373434	49.964260
Gm20257	Gm20257	chr1	+	58652641	58655831	18.097221	0.797986	2.058013
Als2cr12	Als2cr12	chr1	-	58656926	58696009	0.440082	0.041722	0.107602
Cflar	Cflar	chr1	+	58711307	58759209	160.345428	11.641315	30.023056
Gm39646	Gm39646	chr1	-	58767583	58791874	0.000000	0.000000	0.000000
Casp8	Casp8	chr1	+	58795228	58847503	822.149841	61.942421	159.750046
Gm28802	Gm28802	chr1	-	58849791	58896695	0.168157	0.007415	0.019123
Trak2	Trak2	chr1	-	58900449	58973482	67.120224	3.596260	9.274787
Stradb	Stradb	chr1	+	58973527	58995126	386.874115	17.452511	45.010178
Als2cr11b	Als2cr11b	chr1	-	58994773	59022925	0.426044	0.018786	0.048450
Cdk15	Cdk15	chr1	+	59256861	59352612	0.359211	0.035496	0.091545
Tmem237	Tmem237	chr1	-	59100584	59120695	188.864990	10.848363	27.978025
Mpp4	Mpp4	chr1	-	59120935	59163389	0.153595	0.007011	0.018082
Als2	Als2	chr1	-	59162756	59237231	53.461048	2.737495	7.060023
Gm33667	Gm33667	chr1	+	59237378	59239022	3.002801	0.132407	0.341478
Fzd7	Fzd7	chr1	+	59482147	59486955	45.087128	1.988090	5.127302
Gm973	Gm973	chr1	+	59516264	59636417	0.757035	0.096400	0.248615
Gm39649	Gm39649	chr1	-	59532995	59537221	0.000000	0.000000	0.000000
Gm28411	Gm28411	chr1	-	59542117	59548804	0.000000	0.000000	0.000000
Gm39648	Gm39648	chr1	-	59582482	59596208	0.000000	0.000000	0.000000
Gm33833	Gm33833	chr1	-	59612058	59619439	0.000000	0.000000	0.000000
Sumo1	Sumo1	chr1	-	59639434	59670834	1487.745728	65.601257	169.186218
Nop58	Nop58	chr1	+	59684951	59711510	266.462280	12.661418	32.653908
Snord70	Snord70	chr1	+	59691958	59692010	0.867925	0.038271	0.098700
Snord11	Snord11	chr1	+	59704808	59704870	0.000000	0.000000	0.000000
Bmpr2	Bmpr2	chr1	+	59764270	59878081	109.283165	5.021990	12.951756
Ica1l	Ica1l	chr1	-	59989068	60043512	1.069050	0.143769	0.370783
Fam117b	Fam117b	chr1	+	59913006	59985348	168.151062	7.414520	19.122114
Wdr12	Wdr12	chr1	-	60076868	60098500	149.400574	7.542375	19.451853
Carf	Carf	chr1	+	60098221	60153953	24.549564	1.415884	3.651579
Nbeal1	Nbeal1	chr1	+	60178625	60338328	21.035629	1.296060	3.342551
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	361.767151	15.992598	41.245052
