Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Sbspon	Sbspon	chr1	-	15853862	15892722	3.750728	0.201199	0.459489
4930444P10Rik	4930444P10Rik	chr1	-	16065974	16093344	0.882227	0.047941	0.109485
Terf1	Terf1	chr1	+	15804982	15844052	144.037552	11.353024	25.927536
Tram1	Tram1	chr1	-	13564693	13589910	3685.533691	197.701614	451.502228
Stau2	Stau2	chr1	-	16228803	16520182	14.625438	3.811003	8.703402
LOC102634042	LOC102634042	chr1	+	16253587	16263525	0.000000	0.000000	0.000000
Rpl7	Rpl7	chr1	-	16101295	16104433	3240.130615	173.809036	396.937408
Rdh10	Rdh10	chr1	+	16105882	16132550	50.669716	2.718055	6.207375
Ube2w	Ube2w	chr1	-	16540788	16619415	70.280907	19.114952	43.653885
LOC108167614	LOC108167614	chr1	-	16591021	16596309	0.776573	0.041657	0.095135
Tceb1	Tceb1	chr1	-	16641725	16657119	505.633423	47.981075	109.577065
Tmem70	Tmem70	chr1	+	16665191	16678275	409.636871	22.007303	50.259308
Gdap1	Gdap1	chr1	+	17145373	17164271	2.807770	0.150616	0.343970
Ly96	Ly96	chr1	+	16688456	16709605	419.421265	22.531666	51.456821
Gm16070	Gm16070	chr1	-	17676027	17727646	0.560507	0.030067	0.068666
Crispld1	Crispld1	chr1	+	17727029	17767235	0.940914	0.257038	0.587012
Gm28153	Gm28153	chr1	-	17751286	17944776	0.000000	0.000000	0.000000
Efhc1	Efhc1	chr1	+	20951550	20990841	7.415183	0.425662	0.972109
6720483E21Rik	6720483E21Rik	chr1	-	20888650	20890473	0.380357	0.020403	0.046596
Paqr8	Paqr8	chr1	+	20890622	20939650	1.199371	0.618384	1.412239
Mcm3	Mcm3	chr1	-	20803014	20820213	462.803192	24.825968	56.696449
Gm4956	Gm4956	chr1	-	21285246	21298312	0.765679	0.041073	0.093801
Tram2	Tram2	chr1	-	21001397	21079225	8.112230	0.435161	0.993802
Tmem14a	Tmem14a	chr1	+	21166436	21230167	3.079410	1.125079	2.569407
Gm32947	Gm32947	chr1	-	21189046	21195335	0.000000	0.000000	0.000000
Gm28836	Gm28836	chr1	-	21207234	21271685	0.000000	0.000000	0.000000
Gsta3	Gsta3	chr1	+	21240585	21265575	0.000000	0.000000	0.000000
Rims1	Rims1	chr1	-	22288422	22805724	0.000000	0.000000	0.000000
Kcnq5	Kcnq5	chr1	-	21398399	21962650	0.218839	0.011909	0.027197
Ogfrl1	Ogfrl1	chr1	-	23366424	23383210	153.192749	8.266707	18.879143
Gm19673	Gm19673	chr1	-	23391678	23399959	0.836061	0.044848	0.102423
B3gat2	B3gat2	chr1	+	23761926	23847865	2.710552	0.145401	0.332061
Smap1	Smap1	chr1	-	23844825	23922450	162.309189	11.503387	26.270929
Gm26524	Gm26524	chr1	+	23978191	23999887	0.000000	0.000000	0.000000
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	703.125916	37.717503	86.137566
Fam135a	Fam135a	chr1	-	24010758	24100460	45.321972	3.563095	8.137239
Gm7846	Gm7846	chr1	-	28580381	28580768	26.734535	1.434110	3.275157
Adgrb3	Adgrb3	chr1	-	25067476	25830205	0.490538	0.027757	0.063390
Gm20172	Gm20172	chr1	-	25276404	25277954	0.000000	0.000000	0.000000
Phf3	Phf3	chr1	-	30802342	30873925	38.188911	2.393666	5.466549
Lmbrd1	Lmbrd1	chr1	+	24678042	24766301	224.590393	27.992331	63.927650
Prim2	Prim2	chr1	-	33453808	33669794	2.819625	4.218370	9.633727
Gm39618	Gm39618	chr1	+	33522521	33530620	0.000000	0.000000	0.000000
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	2.200225	0.118026	0.269542
Ptp4a1	Ptp4a1	chr1	-	30940303	30950181	427.974304	26.414749	60.324837
Bag2	Bag2	chr1	-	33745484	33757750	14.383915	0.840460	1.919405
Gm32229	Gm32229	chr1	-	33714183	33719895	0.000000	0.000000	0.000000
Rab23	Rab23	chr1	+	33719888	33742564	18.638996	1.326019	3.028303
Zfp451	Zfp451	chr1	-	33761541	33815456	95.577324	11.260745	25.716793
Bend6	Bend6	chr1	-	33852052	33907934	329.468903	25.975765	59.322308
Gm38471	Gm38471	chr1	-	33873086	33874756	6.718933	0.360421	0.823114
Dst	Dst	chr1	+	33908213	34308662	5.466480	2.355895	5.380289
Mir6896	Mir6896	chr1	+	34117359	34117431	4.616438	0.247638	0.565544
LOC108167617	LOC108167617	chr1	-	34166315	34177976	0.807708	0.043328	0.098950
Ccdc115	Ccdc115	chr1	-	34436670	34439672	530.419922	28.453104	64.979950
Imp4	Imp4	chr1	+	34439829	34445747	663.608276	35.597675	81.296394
Gm38647	Gm38647	chr1	-	34657236	34667004	0.026601	0.004381	0.010005
Gm32504	Gm32504	chr1	-	34459009	34459827	0.000000	0.000000	0.000000
Ptpn18	Ptpn18	chr1	+	34459746	34473784	547.410706	29.602057	67.603874
Gm32566	Gm32566	chr1	+	34474787	34485981	11.030947	0.596702	1.362721
4930568A12Rik	4930568A12Rik	chr1	-	34477167	34499219	17.820036	1.085443	2.478887
Prss39	Prss39	chr1	+	34498430	34503062	0.499197	0.026778	0.061155
Arhgef4	Arhgef4	chr1	+	34801722	34812754	17.634857	0.945980	2.160387
Fam168b	Fam168b	chr1	-	34813218	34843050	209.333832	11.310177	25.829681
Gm33280	Gm33280	chr1	+	36129866	36134928	0.505607	0.027122	0.061940
Plekhb2	Plekhb2	chr1	+	34849941	34879585	570.579407	62.275463	142.221954
Gm39624	Gm39624	chr1	-	36058718	36066243	7.112423	0.381529	0.871319
Hs6st1	Hs6st1	chr1	+	36068400	36106446	91.776825	4.923148	11.243268
Uggt1	Uggt1	chr1	-	36140028	36244302	154.754456	8.432819	19.258501
Mir6897	Mir6897	chr1	-	36144252	36144313	0.000000	0.000000	0.000000
Gm39625	Gm39625	chr1	+	36244383	36250542	0.000000	0.000000	0.000000
Sema4c	Sema4c	chr1	-	36548639	36558381	29.302954	2.226800	5.085468
Fam178b	Fam178b	chr1	-	36562696	36683190	2.715892	0.851053	1.943598
Neurl3	Neurl3	chr1	-	36264602	36274674	605.463196	36.804207	84.051826
Arid5a	Arid5a	chr1	+	36307733	36324036	109.984520	6.384701	14.581100
Kansl3	Kansl3	chr1	-	36335730	36369193	21.481722	2.637698	6.023859
Mir6898	Mir6898	chr1	-	36348682	36348758	0.000000	0.000000	0.000000
Fer1l5	Fer1l5	chr1	+	36372183	36422110	8.653074	0.474459	1.083549
Lman2l	Lman2l	chr1	-	36422063	36445272	308.374481	24.267700	55.421505
Gm33401	Gm33401	chr1	+	36461978	36462873	0.000000	0.000000	0.000000
Gm33454	Gm33454	chr1	-	36464718	36471546	5.919271	0.317525	0.725150
Cnnm4	Cnnm4	chr1	+	36471597	36508776	312.781311	16.778404	38.317780
Cnnm3	Cnnm3	chr1	+	36511854	36528237	12.593781	0.723876	1.653156
Ankrd23	Ankrd23	chr1	-	36530193	36536556	12.220297	0.672011	1.534710
Ankrd39	Ankrd39	chr1	-	36538171	36547440	27.055407	1.684429	3.846824
Cox5b	Cox5b	chr1	+	36691487	36693388	1164.873413	62.486843	142.704697
4933424G06Rik	4933424G06Rik	chr1	+	36714538	36757960	0.000000	0.000000	0.000000
Gm33533	Gm33533	chr1	-	36714602	36744792	0.167119	0.013102	0.029922
Zap70	Zap70	chr1	+	36761798	36782821	1.923627	0.418189	0.955041
Actr1b	Actr1b	chr1	-	36699200	36710017	289.687073	17.576069	40.139450
Vwa3b	Vwa3b	chr1	+	37028812	37187608	0.672459	0.077299	0.176533
Gm39626	Gm39626	chr1	-	37042567	37046351	0.000000	0.000000	0.000000
Gm37020	Gm37020	chr1	-	37132273	37150509	0.000000	0.000000	0.000000
Tmem131	Tmem131	chr1	-	36792189	36939874	47.717178	2.864828	6.542567
Inpp4a	Inpp4a	chr1	+	37299838	37410740	12.432294	7.655182	17.482567
4930439A04Rik	4930439A04Rik	chr1	-	37328916	37334216	1.852179	0.313575	0.716128
Coa5	Coa5	chr1	-	37417085	37430103	415.542206	22.290766	50.906666
Unc50	Unc50	chr1	+	37430139	37439124	847.672668	53.307621	121.741592
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37720090	0.084536	0.044107	0.100730
LOC102637491	LOC102637491	chr1	+	37614507	37615373	0.000000	0.000000	0.000000
LOC102637336	LOC102637336	chr1	+	37653241	37671961	0.000000	0.000000	0.000000
Gm39628	Gm39628	chr1	+	37684600	37696393	0.000000	0.000000	0.000000
Mgat4a	Mgat4a	chr1	-	37439340	37541047	253.603989	14.347851	32.766987
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	23.705626	1.271631	2.904096
Gm39627	Gm39627	chr1	-	37499037	37499941	0.000000	0.000000	0.000000
Lipt1	Lipt1	chr1	+	37868513	37876298	2.979900	0.773623	1.766767
Tsga10	Tsga10	chr1	-	37754570	37866737	25.263737	3.393179	7.749193
Mitd1	Mitd1	chr1	-	37878888	37890442	66.760918	7.846435	17.919342
Mrpl30	Mrpl30	chr1	+	37890471	37898338	154.982254	26.604746	60.758743
Txndc9	Txndc9	chr1	-	37983867	37997725	253.237000	22.203642	50.707695
Lonrf2	Lonrf2	chr1	-	38793652	38836715	0.685813	0.036789	0.084017
Chst10	Chst10	chr1	-	38863872	38898263	17.004805	0.980644	2.239551
Eif5b	Eif5b	chr1	+	37998010	38055579	201.393616	10.803278	24.672049
Gm34448	Gm34448	chr1	-	38023490	38030460	0.000000	0.000000	0.000000
Rev1	Rev1	chr1	-	38052786	38129920	14.680519	0.982390	2.243540
Pdcl3	Pdcl3	chr1	+	38987814	38997236	728.255554	39.065525	89.216118
Cnot11	Cnot11	chr1	+	39535802	39546881	18.132807	0.972691	2.221389
Rfx8	Rfx8	chr1	-	39665299	39720989	0.412515	0.026951	0.061551
Gm3646	Gm3646	chr1	-	39804141	39805332	0.000000	0.000000	0.000000
Creg2	Creg2	chr1	-	39618406	39651182	2.692016	0.144407	0.329790
D930019O06Rik	D930019O06Rik	chr1	+	39650106	39658419	0.000000	0.000000	0.000000
Snord89	Snord89	chr1	-	39548747	39548840	2.882979	0.154650	0.353184
Rnf149	Rnf149	chr1	-	39551294	39577438	58.825588	5.347405	12.212169
Rpl31	Rpl31	chr1	+	39367851	39371911	698.860718	44.014271	100.517845
Tbc1d8	Tbc1d8	chr1	-	39371495	39478775	93.495064	6.674982	15.244030
Map4k4	Map4k4	chr1	+	39900912	40026310	50.541862	2.892869	6.606607
Gm16894	Gm16894	chr1	-	40076212	40085851	4.755245	0.255084	0.582549
Il1r2	Il1r2	chr1	+	40083308	40125230	3.443967	1.990627	4.546107
Il1r1	Il1r1	chr1	+	40225014	40316201	2.638203	1.057801	2.415759
Il1rl2	Il1rl2	chr1	+	40324438	40367555	257.184845	21.192251	48.397926
Il18r1	Il18r1	chr1	+	40465552	40500854	0.669415	0.051333	0.117233
Il18rap	Il18rap	chr1	+	40515362	40551707	9.136027	0.501107	1.144406
Il1rl1	Il1rl1	chr1	+	40404864	40465418	12.749493	3.118856	7.122706
Slc9a2	Slc9a2	chr1	+	40681712	40768885	4.616662	0.247650	0.565572
Pou3f3	Pou3f3	chr1	+	42697146	42700210	0.867863	0.046554	0.106319
Gm37915	Gm37915	chr1	+	40770324	40785367	0.000000	0.000000	0.000000
Mfsd9	Mfsd9	chr1	-	40772040	40790657	30.430836	1.632389	3.727978
Pantr2	Pantr2	chr1	-	42707061	42713454	0.000000	0.000000	0.000000
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	1.442450	0.077377	0.176710
Pantr1	Pantr1	chr1	-	42648200	42694825	4.291209	0.230192	0.525701
Gm42411	Gm42411	chr1	+	42682365	42696565	0.000000	0.000000	0.000000
Mrps9	Mrps9	chr1	+	42851233	42905683	56.511627	12.309447	28.111773
1500015O10Rik	1500015O10Rik	chr1	+	43730602	43742564	0.612613	0.032862	0.075049
Nck2	Nck2	chr1	+	43445751	43570518	0.000000	0.000000	0.000000
Fhl2	Fhl2	chr1	-	43123071	43198299	1.435370	0.083684	0.191114
Gm8210	Gm8210	chr1	+	43189057	43189765	0.533145	0.028599	0.065314
Tgfbrap1	Tgfbrap1	chr1	-	43047265	43098637	80.873604	4.938183	11.277605
Gm28782	Gm28782	chr1	+	43056056	43057134	0.521600	0.027980	0.063899
LOC108167597	LOC108167597	chr1	+	43092280	43093842	0.201999	0.010836	0.024746
AI597479	AI597479	chr1	+	43098710	43115946	115.555107	6.198677	14.156264
LOC102632770	LOC102632770	chr1	+	43887980	43889727	7.190504	0.385717	0.880884
Uxs1	Uxs1	chr1	-	43747850	43827819	81.810608	4.971174	11.352948
Mettl21c	Mettl21c	chr1	-	44009399	44042588	0.000000	0.000000	0.000000
Ccdc168	Ccdc168	chr1	-	44055869	44082447	0.074881	0.004017	0.009173
Tpp2	Tpp2	chr1	+	43933865	44003000	245.446075	13.614401	31.091967
Tex30	Tex30	chr1	-	44086613	44102495	225.777649	13.408202	30.621059
Kdelc1	Kdelc1	chr1	-	44106546	44118926	102.119659	6.414137	14.648324
Bivm	Bivm	chr1	+	44118962	44144771	42.881310	2.790097	6.371900
Col3a1	Col3a1	chr1	+	45311538	45349706	2.324587	0.124697	0.284777
Ercc5	Ercc5	chr1	+	44146981	44181260	99.411430	6.867149	15.682892
Col5a2	Col5a2	chr1	-	45374331	45503282	1.360544	0.072983	0.166676
Gulp1	Gulp1	chr1	+	44551497	44796838	0.126989	0.321477	0.734175
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.000000	0.000000	0.000000
Wdr75	Wdr75	chr1	+	45795153	45823638	115.159515	8.996560	20.545946
Slc40a1	Slc40a1	chr1	-	45908070	45926536	1543.838501	85.636650	195.573212
Tmeff2	Tmeff2	chr1	+	50927523	51187270	17.067684	0.915555	2.090904
Dnah7c	Dnah7c	chr1	+	46424245	46807477	0.160684	0.010239	0.023383
Slc39a10	Slc39a10	chr1	-	46807544	46925773	157.053299	12.519124	28.590624
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Sdpr	Sdpr	chr1	+	51289126	51302960	106.731262	5.725343	13.075285
Nabp1	Nabp1	chr1	-	51465806	51478414	80.293640	10.033074	22.913094
Myo1b	Myo1b	chr1	-	51749758	51915978	214.860611	14.544819	33.216816
Stat4	Stat4	chr1	+	51987106	52107189	1.194826	0.143009	0.326598
Gm31812	Gm31812	chr1	-	52107293	52113890	5.362547	0.287661	0.656947
Gm553	Gm553	chr1	+	52504495	52520703	0.267433	0.014346	0.032762
Nab1	Nab1	chr1	-	52455849	52500448	28.858795	1.853996	4.234074
Mfsd6	Mfsd6	chr1	-	52656299	52727462	6.053305	0.499413	1.140538
Stat1	Stat1	chr1	+	52119438	52161865	501.383728	30.776213	70.285355
Gls	Gls	chr1	-	52163449	52233719	18.500546	3.483209	7.954800
Tmem194b	Tmem194b	chr1	+	52568535	52651919	9.938183	1.608469	3.673350
Gm28178	Gm28178	chr1	-	52570014	52580292	0.000000	0.000000	0.000000
Inpp1	Inpp1	chr1	-	52785425	52817688	29.276241	2.888806	6.597328
Hibch	Hibch	chr1	+	52845038	52920986	90.391731	4.848848	11.073585
1700019D03Rik	1700019D03Rik	chr1	-	52922320	52991340	2.057559	0.529144	1.208435
1700019A02Rik	1700019A02Rik	chr1	-	53158573	53188650	0.097513	0.005977	0.013650
Pms1	Pms1	chr1	-	53189187	53297028	54.947632	3.102142	7.084534
Ormdl1	Ormdl1	chr1	+	53297095	53310245	289.950714	15.553712	35.520878
Osgepl1	Osgepl1	chr1	+	53312892	53326343	55.029465	4.205268	9.603806
Asnsd1	Asnsd1	chr1	-	53344617	53352752	173.429977	10.183218	23.255985
Ccdc150	Ccdc150	chr1	+	54250661	54368727	0.066806	0.029715	0.067861
Hecw2	Hecw2	chr1	-	53806872	54195034	0.661033	0.042485	0.097026
Mir7681	Mir7681	chr1	+	53849424	53849495	0.000000	0.000000	0.000000
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	93.209488	5.000000	11.418778
Pgap1	Pgap1	chr1	-	54473000	54557684	10.762737	0.577341	1.318506
Dnah7a	Dnah7a	chr1	-	53396995	53708118	0.000000	0.000000	0.000000
Gm32311	Gm32311	chr1	+	53704477	53760971	3.028369	0.456341	1.042172
Stk17b	Stk17b	chr1	-	53755512	53785215	654.625061	35.161293	80.299820
Ankrd44	Ankrd44	chr1	-	54645340	54926732	323.650879	22.588192	51.585915
4930444A19Rik	4930444A19Rik	chr1	+	54681198	54766354	1.984332	0.163841	0.374173
Sf3b1	Sf3b1	chr1	-	54985169	55027493	638.122009	46.241787	105.604958
Coq10b	Coq10b	chr1	+	55052770	55072702	299.387756	16.081034	36.725159
Hspd1	Hspd1	chr1	-	55077834	55088217	1075.647949	63.047379	143.984818
Hspe1	Hspe1	chr1	+	55088148	55091317	986.934082	52.941711	120.905945
Mars2	Mars2	chr1	+	55237177	55240058	24.629078	1.321168	3.017225
Rftn2	Rftn2	chr1	-	55170159	55227065	4.108001	0.800800	1.828832
Gm10561	Gm10561	chr1	+	55226661	55235534	0.680799	0.050163	0.114561
Boll	Boll	chr1	-	55248711	55364059	0.471668	0.029266	0.066836
Mob4	Mob4	chr1	+	55131245	55154899	335.230347	18.004988	41.118999
Satb2	Satb2	chr1	-	56793981	56980448	0.855545	0.051341	0.117251
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	0.339928	0.018235	0.041643
1700066M21Rik	1700066M21Rik	chr1	+	57377595	57385423	34.028862	2.171136	4.958345
LOC108167625	LOC108167625	chr1	-	55404264	55405956	0.000000	0.000000	0.000000
Plcl1	Plcl1	chr1	+	55405946	55754285	39.739742	2.131743	4.868382
Gm6644	Gm6644	chr1	-	55443695	55445063	27.737764	1.487926	3.398059
Gm39642	Gm39642	chr1	-	55502042	55506499	0.723554	0.038813	0.088640
Tyw5	Tyw5	chr1	-	57388235	57406674	31.004410	2.245132	5.127335
9430016H08Rik	9430016H08Rik	chr1	+	57406548	57415958	166.949203	8.955590	20.452381
Spats2l	Spats2l	chr1	+	57774162	57948398	0.570070	0.300780	0.686907
Kctd18	Kctd18	chr1	-	57955101	57970084	21.390892	2.047180	4.675261
Sgol2a	Sgol2a	chr1	+	57985340	58026277	2.174658	0.255019	0.582402
Aox3	Aox3	chr1	+	58113135	58200452	0.368503	0.034818	0.079516
Gm39643	Gm39643	chr1	-	58115415	58140751	0.000000	0.000000	0.000000
Bzw1	Bzw1	chr1	+	58393136	58407354	1691.143555	128.769455	294.078003
Gm20257	Gm20257	chr1	+	58652641	58655831	9.817307	0.526626	1.202685
Als2cr12	Als2cr12	chr1	-	58656926	58696009	0.193949	0.020463	0.046734
Clk1	Clk1	chr1	-	58411988	58424088	1135.658447	97.627960	222.958420
Ppil3	Ppil3	chr1	-	58430993	58445527	35.229427	6.661376	15.212957
Nif3l1	Nif3l1	chr1	+	58445156	58462276	148.845779	10.806671	24.679800
Orc2	Orc2	chr1	-	58462771	58505109	106.540878	5.760199	13.154889
Gm15834	Gm15834	chr1	+	58505135	58538839	0.460516	0.035788	0.081730
Fam126b	Fam126b	chr1	-	58522806	58586333	45.955627	2.551166	5.826240
Ndufb3	Ndufb3	chr1	+	58586397	58595964	614.208008	32.947716	75.244537
Trak2	Trak2	chr1	-	58900449	58973482	45.007275	2.942295	6.719482
Stradb	Stradb	chr1	+	58973527	58995126	301.474274	16.588737	37.884624
Als2cr11b	Als2cr11b	chr1	-	58994773	59022925	0.305657	0.016396	0.037445
Cflar	Cflar	chr1	+	58711307	58759209	127.177025	11.382581	25.995033
Gm39646	Gm39646	chr1	-	58767583	58791874	0.000000	0.000000	0.000000
Casp8	Casp8	chr1	+	58795228	58847503	856.843445	78.168518	178.517807
Gm28802	Gm28802	chr1	-	58849791	58896695	0.145168	0.007787	0.017784
Tmem237	Tmem237	chr1	-	59100584	59120695	196.893082	13.766481	31.439283
Cdk15	Cdk15	chr1	+	59256861	59352612	0.756316	0.087558	0.199962
Fzd7	Fzd7	chr1	+	59482147	59486955	15.986691	0.857568	1.958475
Mpp4	Mpp4	chr1	-	59120935	59163389	0.065225	0.003622	0.008272
Als2	Als2	chr1	-	59162756	59237231	25.874771	1.891649	4.320065
Gm33667	Gm33667	chr1	+	59237378	59239022	0.820728	0.044026	0.100545
Gm973	Gm973	chr1	+	59516264	59636417	0.129049	0.017633	0.040270
Gm39649	Gm39649	chr1	-	59532995	59537221	0.000000	0.000000	0.000000
Gm28411	Gm28411	chr1	-	59542117	59548804	0.000000	0.000000	0.000000
Gm39648	Gm39648	chr1	-	59582482	59596208	0.000000	0.000000	0.000000
Gm33833	Gm33833	chr1	-	59612058	59619439	0.000000	0.000000	0.000000
Sumo1	Sumo1	chr1	-	59639434	59670834	1832.699585	98.310776	224.517822
Nop58	Nop58	chr1	+	59684951	59711510	294.571228	16.997404	38.817921
Snord70	Snord70	chr1	+	59691958	59692010	0.000000	0.000000	0.000000
Snord11	Snord11	chr1	+	59704808	59704870	0.000000	0.000000	0.000000
Bmpr2	Bmpr2	chr1	+	59764270	59878081	117.897888	6.350452	14.502881
Ica1l	Ica1l	chr1	-	59989068	60043512	0.793767	0.073311	0.167424
Fam117b	Fam117b	chr1	+	59913006	59985348	119.655220	6.418617	14.658556
Wdr12	Wdr12	chr1	-	60076868	60098500	168.918289	10.544219	24.080423
Carf	Carf	chr1	+	60098221	60153953	25.420275	1.687514	3.853870
Nbeal1	Nbeal1	chr1	+	60178625	60338328	15.252968	1.162018	2.653767
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	304.086395	16.432913	37.528767
Abi2	Abi2	chr1	+	60408998	60481945	83.232979	5.527714	12.623949
Raph1	Raph1	chr1	-	60471730	60567074	2.562891	0.236286	0.539619
LOC102637269	LOC102637269	chr1	-	60522773	60523033	1.816092	0.097420	0.222483
Cd28	Cd28	chr1	+	60746388	60773359	7.718091	0.414019	0.945517
Gm38137	Gm38137	chr1	+	60860958	60894365	2.090467	0.313458	0.715862
Gm39650	Gm39650	chr1	+	60887089	60887534	0.664688	0.035656	0.081429
Ctla4	Ctla4	chr1	+	60909025	60915832	1.654940	0.092760	0.211841
Icos	Icos	chr1	+	60960773	61000322	1.907234	0.233389	0.533003
Pard3b	Pard3b	chr1	+	61638667	62642284	5.465899	0.328893	0.751112
Pard3bos1	Pard3bos1	chr1	-	61770673	61864579	0.000000	0.000000	0.000000
Pard3bos2	Pard3bos2	chr1	-	62130358	62136341	0.000000	0.000000	0.000000
Gm34881	Gm34881	chr1	-	62513330	62526071	0.107455	0.005764	0.013164
Gm35252	Gm35252	chr1	-	62906176	62956594	0.381882	0.020485	0.046783
Nrp2	Nrp2	chr1	+	62703317	62818692	35.574734	2.831932	6.467442
Gm29083	Gm29083	chr1	-	62711675	62718920	0.915730	0.049122	0.112183
4930487H11Rik	4930487H11Rik	chr1	-	62790918	62794732	0.626816	0.033624	0.076789
Adam23	Adam23	chr1	+	63445882	63596104	0.201925	0.023350	0.053327
4933402D24Rik	4933402D24Rik	chr1	-	63754909	63769267	0.117312	0.006293	0.014371
Fastkd2	Fastkd2	chr1	+	63730599	63753385	94.626083	8.198591	18.723581
Ino80d	Ino80d	chr1	-	63047801	63114267	11.479236	0.658791	1.504519
Ino80dos	Ino80dos	chr1	+	63114471	63158295	1.365630	1.348700	3.080101
Ndufs1	Ndufs1	chr1	-	63143592	63176822	292.064026	20.955420	47.857063
Eef1b2	Eef1b2	chr1	+	63176831	63180486	527.986572	28.322573	64.681847
Snora41	Snora41	chr1	+	63179023	63179135	5.991150	0.321381	0.733956
Gm36148	Gm36148	chr1	+	64516797	64521354	0.735915	0.039476	0.090154
Klf7	Klf7	chr1	-	64029448	64122328	106.304047	10.346759	23.629471
Mir6899	Mir6899	chr1	-	64042438	64042501	1.437500	0.077111	0.176103
Gm35880	Gm35880	chr1	+	64121535	64242198	2.355828	0.126373	0.288604
Gm39654	Gm39654	chr1	-	64246994	64256156	0.000000	0.000000	0.000000
2810408I11Rik	2810408I11Rik	chr1	-	64679869	64690659	1.235624	0.066282	0.151372
Ccnyl1	Ccnyl1	chr1	+	64691041	64725646	4.672622	0.375223	0.856918
Fzd5	Fzd5	chr1	-	64730558	64737750	2.751519	0.147599	0.337079
Mettl21a	Mettl21a	chr1	-	64606473	64618552	98.411087	6.861450	15.669877
