Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Ncoa2	Ncoa2	chr1	-	13139105	13374083	49.325462	4.166971	10.421123
Tram1	Tram1	chr1	-	13564693	13589910	3487.650635	171.813858	429.686981
Lactb2	Lactb2	chr1	-	13625898	13660605	438.983887	22.739935	56.869995
Xkr9	Xkr9	chr1	+	13668738	13702230	0.577527	0.063776	0.159496
4930444P10Rik	4930444P10Rik	chr1	-	16065974	16093344	0.692184	0.034543	0.086389
Sbspon	Sbspon	chr1	-	15853862	15892722	1.691048	0.083307	0.208341
Terf1	Terf1	chr1	+	15804982	15844052	148.907501	10.755523	26.898342
Rdh10	Rdh10	chr1	+	16105882	16132550	89.816559	4.424678	11.065618
Rpl7	Rpl7	chr1	-	16101295	16104433	3123.377930	153.868515	384.807709
Stau2	Stau2	chr1	-	16228803	16520182	10.472739	2.535882	6.341953
LOC102634042	LOC102634042	chr1	+	16253587	16263525	0.000000	0.000000	0.000000
Ube2w	Ube2w	chr1	-	16540788	16619415	88.025803	19.347532	48.385983
LOC108167614	LOC108167614	chr1	-	16591021	16596309	1.637954	0.080691	0.201800
Tceb1	Tceb1	chr1	-	16641725	16657119	516.648499	44.048996	110.161537
Tmem70	Tmem70	chr1	+	16665191	16678275	406.351624	20.048241	50.138374
Gdap1	Gdap1	chr1	+	17145373	17164271	0.184611	0.009095	0.022745
Jph1	Jph1	chr1	-	16942104	17097904	0.000000	0.000000	0.000000
Gm16070	Gm16070	chr1	-	17676027	17727646	0.000000	0.000000	0.000000
Crispld1	Crispld1	chr1	+	17727029	17767235	0.239780	0.064932	0.162387
Gm28153	Gm28153	chr1	-	17751286	17944776	0.000000	0.000000	0.000000
Ly96	Ly96	chr1	+	16688456	16709605	546.354919	26.931952	67.353760
Efhc1	Efhc1	chr1	+	20951550	20990841	8.060644	0.426298	1.066122
Paqr8	Paqr8	chr1	+	20890622	20939650	1.506653	0.686524	1.716918
Mcm3	Mcm3	chr1	-	20803014	20820213	461.870758	22.753368	56.903595
Tram2	Tram2	chr1	-	21001397	21079225	51.741009	2.548943	6.374618
Tmem14a	Tmem14a	chr1	+	21166436	21230167	2.926122	0.969939	2.425707
Gm32947	Gm32947	chr1	-	21189046	21195335	0.000000	0.000000	0.000000
Gm28836	Gm28836	chr1	-	21207234	21271685	0.000000	0.000000	0.000000
Gsta3	Gsta3	chr1	+	21240585	21265575	0.000000	0.000000	0.000000
Rims1	Rims1	chr1	-	22288422	22805724	0.000000	0.000000	0.000000
Kcnq5	Kcnq5	chr1	-	21398399	21962650	0.238663	0.011927	0.029829
Ogfrl1	Ogfrl1	chr1	-	23366424	23383210	123.519463	6.117559	15.299322
Gm19673	Gm19673	chr1	-	23391678	23399959	1.550464	0.076381	0.191021
B3gat2	B3gat2	chr1	+	23761926	23847865	0.386305	0.019031	0.047594
Smap1	Smap1	chr1	-	23844825	23922450	72.094833	4.618633	11.550678
Gm26524	Gm26524	chr1	+	23978191	23999887	0.000000	0.000000	0.000000
Sdhaf4	Sdhaf4	chr1	-	23995939	24005640	488.542725	24.067324	60.189644
Fam135a	Fam135a	chr1	-	24010758	24100460	48.660271	3.574760	8.940068
Gm7846	Gm7846	chr1	-	28580381	28580768	37.636597	1.854110	4.636919
Adgrb3	Adgrb3	chr1	-	25067476	25830205	0.000000	0.000000	0.000000
Gm20172	Gm20172	chr1	-	25276404	25277954	0.091554	0.004510	0.011280
Lmbrd1	Lmbrd1	chr1	+	24678042	24766301	283.984589	32.256226	80.669159
Phf3	Phf3	chr1	-	30802342	30873925	42.912571	2.394689	5.988846
Ptp4a1	Ptp4a1	chr1	-	30940303	30950181	419.922882	23.248596	58.142101
Gm32229	Gm32229	chr1	-	33714183	33719895	0.000000	0.000000	0.000000
Rab23	Rab23	chr1	+	33719888	33742564	24.001919	1.568594	3.922875
Prim2	Prim2	chr1	-	33453808	33669794	2.587828	3.555045	8.890765
Gm39618	Gm39618	chr1	+	33522521	33530620	0.000000	0.000000	0.000000
1700001G17Rik	1700001G17Rik	chr1	+	33669824	33670712	5.643420	0.278015	0.695283
Bag2	Bag2	chr1	-	33745484	33757750	30.654528	1.644939	4.113807
Gm15455	Gm15455	chr1	-	33835899	33838914	0.167772	0.008265	0.020670
Zfp451	Zfp451	chr1	-	33761541	33815456	97.691811	10.281615	25.713156
Bend6	Bend6	chr1	-	33852052	33907934	297.827240	21.416809	53.561008
Gm38471	Gm38471	chr1	-	33873086	33874756	2.293578	0.112990	0.282574
Mir5103	Mir5103	chr1	-	34433121	34433199	19.379747	0.954714	2.387632
Dst	Dst	chr1	+	33908213	34308662	6.049038	2.368789	5.924072
Mir6896	Mir6896	chr1	+	34117359	34117431	13.027397	0.641775	1.605007
LOC108167617	LOC108167617	chr1	-	34166315	34177976	0.000000	0.000000	0.000000
Ccdc115	Ccdc115	chr1	-	34436670	34439672	561.872131	27.679785	69.224007
Imp4	Imp4	chr1	+	34439829	34445747	630.753662	31.073132	77.710381
Gm32504	Gm32504	chr1	-	34459009	34459827	4.470348	0.220225	0.550758
Ptpn18	Ptpn18	chr1	+	34459746	34473784	671.368042	33.425339	83.592979
Gm32566	Gm32566	chr1	+	34474787	34485981	10.346803	0.510749	1.277325
4930568A12Rik	4930568A12Rik	chr1	-	34477167	34499219	14.598124	0.845366	2.114165
Prss39	Prss39	chr1	+	34498430	34503062	0.000000	0.000000	0.000000
LOC108167618	LOC108167618	chr1	-	34748272	34757061	0.000000	0.000000	0.000000
Gm32790	Gm32790	chr1	-	34759936	34792553	0.000000	0.000000	0.000000
Arhgef4	Arhgef4	chr1	+	34801722	34812754	22.914886	1.128867	2.823169
Fam168b	Fam168b	chr1	-	34813218	34843050	215.241928	10.679516	26.708258
Gm39624	Gm39624	chr1	-	36058718	36066243	9.242783	0.455332	1.138733
Hs6st1	Hs6st1	chr1	+	36068400	36106446	92.045174	4.534467	11.340188
Plekhb2	Plekhb2	chr1	+	34849941	34879585	489.669434	48.968742	122.465271
Cnnm3	Cnnm3	chr1	+	36511854	36528237	30.097456	1.517314	3.794630
Ankrd23	Ankrd23	chr1	-	36530193	36536556	33.054119	1.669319	4.174777
Ankrd39	Ankrd39	chr1	-	36538171	36547440	39.331104	2.256177	5.642443
Uggt1	Uggt1	chr1	-	36140028	36244302	142.628525	7.315377	18.294928
Mir6897	Mir6897	chr1	-	36144252	36144313	0.000000	0.000000	0.000000
Gm39625	Gm39625	chr1	+	36244383	36250542	0.000000	0.000000	0.000000
Neurl3	Neurl3	chr1	-	36264602	36274674	672.181213	37.780025	94.483551
Arid5a	Arid5a	chr1	+	36307733	36324036	131.167236	6.986491	17.472422
Kansl3	Kansl3	chr1	-	36335730	36369193	54.965279	6.163174	15.413400
Mir6898	Mir6898	chr1	-	36348682	36348758	0.948052	0.046704	0.116802
Fer1l5	Fer1l5	chr1	+	36372183	36422110	24.657763	1.241645	3.105212
Lman2l	Lman2l	chr1	-	36422063	36445272	519.288208	36.159435	90.430656
Gm33401	Gm33401	chr1	+	36461978	36462873	0.000000	0.000000	0.000000
Gm33454	Gm33454	chr1	-	36464718	36471546	11.522570	0.567642	1.419608
Cnnm4	Cnnm4	chr1	+	36471597	36508776	576.080750	28.379753	70.974541
Fam178b	Fam178b	chr1	-	36562696	36683190	2.124047	0.622630	1.557128
Sema4c	Sema4c	chr1	-	36548639	36558381	193.457977	13.078576	32.708035
Cox5b	Cox5b	chr1	+	36691487	36693388	938.873474	46.252190	115.671486
Zap70	Zap70	chr1	+	36761798	36782821	1.744001	0.424822	1.062432
Actr1b	Actr1b	chr1	-	36699200	36710017	405.437866	22.627062	56.587715
Vwa3b	Vwa3b	chr1	+	37028812	37187608	0.145787	0.015390	0.038489
Gm39626	Gm39626	chr1	-	37042567	37046351	0.000000	0.000000	0.000000
Gm37020	Gm37020	chr1	-	37132273	37150509	0.000000	0.000000	0.000000
Tmem131	Tmem131	chr1	-	36792189	36939874	55.547161	3.139648	7.851904
Inpp4a	Inpp4a	chr1	+	37299838	37410740	25.470976	14.415637	36.051872
4930439A04Rik	4930439A04Rik	chr1	-	37328916	37334216	0.475265	0.076946	0.192434
2010300C02Rik	2010300C02Rik	chr1	-	37611676	37720090	0.302868	0.145124	0.362938
LOC102637491	LOC102637491	chr1	+	37614507	37615373	0.000000	0.000000	0.000000
LOC102637336	LOC102637336	chr1	+	37653241	37671961	0.000000	0.000000	0.000000
Gm39628	Gm39628	chr1	+	37684600	37696393	0.000000	0.000000	0.000000
Tsga10	Tsga10	chr1	-	37754570	37866737	23.915903	3.112562	7.784164
Coa5	Coa5	chr1	-	37417085	37430103	402.450531	19.826122	49.582878
Unc50	Unc50	chr1	+	37430139	37439124	967.418762	58.722740	146.858902
Mgat4a	Mgat4a	chr1	-	37439340	37541047	446.903076	23.203695	58.029812
4930594C11Rik	4930594C11Rik	chr1	-	37485851	37488605	30.749908	1.514848	3.788463
Gm39627	Gm39627	chr1	-	37499037	37499941	1.191230	0.058684	0.146762
Lipt1	Lipt1	chr1	+	37868513	37876298	5.328035	1.283822	3.210692
Mitd1	Mitd1	chr1	-	37878888	37890442	54.889050	5.917443	14.798854
Mrpl30	Mrpl30	chr1	+	37890471	37898338	189.143280	29.437292	73.619324
Txndc9	Txndc9	chr1	-	37983867	37997725	189.589600	15.036474	37.604515
Lonrf2	Lonrf2	chr1	-	38793652	38836715	0.119498	0.005887	0.014722
Aff3	Aff3	chr1	-	38175393	38628333	0.491657	0.024244	0.060630
Gm16150	Gm16150	chr1	+	38232302	38247651	0.000000	0.000000	0.000000
LOC108167619	LOC108167619	chr1	+	38472197	38488148	0.000000	0.000000	0.000000
Eif5b	Eif5b	chr1	+	37998010	38055579	137.290024	6.763387	16.914463
Gm34448	Gm34448	chr1	-	38023490	38030460	1.413473	0.069633	0.174143
Rev1	Rev1	chr1	-	38052786	38129920	9.471042	0.596424	1.491589
Chst10	Chst10	chr1	-	38863872	38898263	16.764034	0.892301	2.231543
Npas2	Npas2	chr1	+	39193715	39363240	0.002902	0.002499	0.006249
Pdcl3	Pdcl3	chr1	+	38987814	38997236	611.378662	30.118650	75.323334
Rpl31	Rpl31	chr1	+	39367851	39371911	737.614197	43.005173	107.551071
Tbc1d8	Tbc1d8	chr1	-	39371495	39478775	162.905273	10.636940	26.601780
Cnot11	Cnot11	chr1	+	39535802	39546881	24.693060	1.216467	3.042245
Gm3646	Gm3646	chr1	-	39804141	39805332	0.000000	0.000000	0.000000
1700066B17Rik	1700066B17Rik	chr1	-	39842428	39847330	0.000000	0.000000	0.000000
Creg2	Creg2	chr1	-	39618406	39651182	1.595620	0.078606	0.196584
D930019O06Rik	D930019O06Rik	chr1	+	39650106	39658419	0.000000	0.000000	0.000000
Snord89	Snord89	chr1	-	39548747	39548840	0.000000	0.000000	0.000000
Rnf149	Rnf149	chr1	-	39551294	39577438	44.947533	3.782216	9.458895
Gm16894	Gm16894	chr1	-	40076212	40085851	9.594405	0.472654	1.182054
Il1r2	Il1r2	chr1	+	40083308	40125230	0.958276	0.529994	1.325455
Map4k4	Map4k4	chr1	+	39900912	40026310	51.185074	2.674861	6.689523
Il1r1	Il1r1	chr1	+	40225014	40316201	2.011258	0.745408	1.864182
Il18r1	Il18r1	chr1	+	40465552	40500854	0.911844	0.096920	0.242386
Il18rap	Il18rap	chr1	+	40515362	40551707	6.224645	0.313547	0.784146
Slc9a2	Slc9a2	chr1	+	40681712	40768885	4.320069	0.212822	0.532243
Il1rl2	Il1rl2	chr1	+	40324438	40367555	222.674240	16.465702	41.178852
Il1rl1	Il1rl1	chr1	+	40404864	40465418	6.176694	1.428638	3.572862
Gm30248	Gm30248	chr1	-	42598931	42641594	0.000000	0.000000	0.000000
Gm37915	Gm37915	chr1	+	40770324	40785367	0.207027	0.044365	0.110952
Mfsd9	Mfsd9	chr1	-	40772040	40790657	48.196384	2.374322	5.937911
Pantr2	Pantr2	chr1	-	42707061	42713454	6.326134	0.311648	0.779395
Pou3f3	Pou3f3	chr1	+	42697146	42700210	1.973573	0.097225	0.243149
2900092D14Rik	2900092D14Rik	chr1	+	42700336	42703176	5.954946	0.293361	0.733664
Pantr1	Pantr1	chr1	-	42648200	42694825	32.452381	1.598718	3.998212
Gm42411	Gm42411	chr1	+	42682365	42696565	0.067610	0.004507	0.011272
Mrps9	Mrps9	chr1	+	42851233	42905683	55.443249	11.090849	27.736956
Fhl2	Fhl2	chr1	-	43123071	43198299	3.759695	0.201301	0.503431
Gm8210	Gm8210	chr1	+	43189057	43189765	1.190409	0.058644	0.146661
Tgfbrap1	Tgfbrap1	chr1	-	43047265	43098637	141.986557	7.952506	19.888317
Gm28782	Gm28782	chr1	+	43056056	43057134	0.000000	0.000000	0.000000
LOC108167597	LOC108167597	chr1	+	43092280	43093842	0.558101	0.027494	0.068759
AI597479	AI597479	chr1	+	43098710	43115946	133.608337	6.582014	16.460871
LOC102632770	LOC102632770	chr1	+	43887980	43889727	8.170481	0.402506	1.006623
1500015O10Rik	1500015O10Rik	chr1	+	43730602	43742564	0.000000	0.000000	0.000000
Uxs1	Uxs1	chr1	-	43747850	43827819	129.323593	7.339422	18.355061
Tpp2	Tpp2	chr1	+	43933865	44003000	278.464294	14.182085	35.467785
Tex30	Tex30	chr1	-	44086613	44102495	264.145477	14.352801	35.894726
Kdelc1	Kdelc1	chr1	-	44106546	44118926	101.183441	5.579761	13.954350
Bivm	Bivm	chr1	+	44118962	44144771	50.623875	3.005498	7.516409
Col3a1	Col3a1	chr1	+	45311538	45349706	2.339684	0.115261	0.288255
Col5a2	Col5a2	chr1	-	45374331	45503282	0.522147	0.025723	0.064330
Gulp1	Gulp1	chr1	+	44551497	44796838	0.155370	0.361190	0.903296
4930521E06Rik	4930521E06Rik	chr1	-	44739675	44744949	0.000000	0.000000	0.000000
Ercc5	Ercc5	chr1	+	44146981	44181260	110.978554	7.083312	17.714558
Wdr75	Wdr75	chr1	+	45795153	45823638	84.895798	6.107169	15.273335
Slc40a1	Slc40a1	chr1	-	45908070	45926536	2486.902832	126.619034	316.659851
Tmeff2	Tmeff2	chr1	+	50927523	51187270	39.403416	1.941150	4.854596
9330175M20Rik	9330175M20Rik	chr1	-	51218386	51333779	0.000000	0.000000	0.000000
Sdpr	Sdpr	chr1	+	51289126	51302960	45.706715	2.251673	5.631178
Dnah7c	Dnah7c	chr1	+	46424245	46807477	0.190832	0.011167	0.027928
Slc39a10	Slc39a10	chr1	-	46807544	46925773	178.345978	13.092406	32.742622
Nabp1	Nabp1	chr1	-	51465806	51478414	64.328232	7.183090	17.964092
Gm31812	Gm31812	chr1	-	52107293	52113890	1.349813	0.066497	0.166300
Stat4	Stat4	chr1	+	51987106	52107189	2.966784	0.309241	0.773376
Myo1b	Myo1b	chr1	-	51749758	51915978	134.307144	8.362692	20.914145
Stat1	Stat1	chr1	+	52119438	52161865	339.617432	18.440674	46.118031
Gls	Gls	chr1	-	52163449	52233719	13.633026	2.431173	6.080089
Gm553	Gm553	chr1	+	52504495	52520703	0.249042	0.012269	0.030683
Nab1	Nab1	chr1	-	52455849	52500448	25.133152	1.632749	4.083321
Mfsd6	Mfsd6	chr1	-	52656299	52727462	1.883775	0.136552	0.341500
Tmem194b	Tmem194b	chr1	+	52568535	52651919	14.969190	2.220095	5.552205
Gm28178	Gm28178	chr1	-	52570014	52580292	0.000000	0.000000	0.000000
1700019D03Rik	1700019D03Rik	chr1	-	52922320	52991340	4.157689	0.686078	1.715802
Inpp1	Inpp1	chr1	-	52785425	52817688	36.611961	4.162426	10.409757
Hibch	Hibch	chr1	+	52845038	52920986	98.272575	4.841251	12.107419
1700019A02Rik	1700019A02Rik	chr1	-	53158573	53188650	0.695758	0.039164	0.097944
Pms1	Pms1	chr1	-	53189187	53297028	48.781872	2.564002	6.412278
Ormdl1	Ormdl1	chr1	+	53297095	53310245	373.583435	18.404028	46.026382
Osgepl1	Osgepl1	chr1	+	53312892	53326343	70.846268	4.940357	12.355273
Asnsd1	Asnsd1	chr1	-	53344617	53352752	192.988541	10.241356	25.612469
Hecw2	Hecw2	chr1	-	53806872	54195034	1.576309	0.093182	0.233037
Mir7681	Mir7681	chr1	+	53849424	53849495	0.000000	0.000000	0.000000
Dnah7a	Dnah7a	chr1	-	53396995	53708118	0.000000	0.000000	0.000000
Gm32311	Gm32311	chr1	+	53704477	53760971	1.679250	0.232387	0.581173
Stk17b	Stk17b	chr1	-	53755512	53785215	568.909668	28.189274	70.498177
Pgap1	Pgap1	chr1	-	54473000	54557684	6.224218	0.306627	0.766839
Ccdc150	Ccdc150	chr1	+	54250661	54368727	0.008551	0.003811	0.009530
Gtf3c3	Gtf3c3	chr1	-	54395877	54439026	130.111038	6.409725	16.029995
Ankrd44	Ankrd44	chr1	-	54645340	54926732	365.258057	23.459791	58.670277
4930444A19Rik	4930444A19Rik	chr1	+	54681198	54766354	1.017168	0.074055	0.185202
Coq10b	Coq10b	chr1	+	55052770	55072702	311.971710	15.368817	38.435669
Sf3b1	Sf3b1	chr1	-	54985169	55027493	577.993958	39.457447	98.678596
Hspd1	Hspd1	chr1	-	55077834	55088217	985.364136	52.411221	131.074509
Hspe1	Hspe1	chr1	+	55088148	55091317	1020.967834	50.296448	125.785706
Rftn2	Rftn2	chr1	-	55170159	55227065	2.323321	0.403614	1.009392
Gm10561	Gm10561	chr1	+	55226661	55235534	4.976557	0.330087	0.825511
Mob4	Mob4	chr1	+	55131245	55154899	396.112213	19.517067	48.809967
Mars2	Mars2	chr1	+	55237177	55240058	38.917072	1.917191	4.794677
LOC108167625	LOC108167625	chr1	-	55404264	55405956	1.465586	0.072200	0.180564
Plcl1	Plcl1	chr1	+	55405946	55754285	45.207985	2.227103	5.569733
Gm6644	Gm6644	chr1	-	55443695	55445063	25.270269	1.244902	3.113358
Gm39642	Gm39642	chr1	-	55502042	55506499	1.908322	0.094011	0.235110
Satb2	Satb2	chr1	-	56793981	56980448	3.188331	0.176143	0.440514
9130024F11Rik	9130024F11Rik	chr1	+	56971469	56975196	0.979882	0.048272	0.120724
1700066M21Rik	1700066M21Rik	chr1	+	57377595	57385423	78.192131	4.500077	11.254182
Tyw5	Tyw5	chr1	-	57388235	57406674	36.511581	2.381924	5.956922
9430016H08Rik	9430016H08Rik	chr1	+	57406548	57415958	148.062790	7.294091	18.241693
Spats2l	Spats2l	chr1	+	57774162	57948398	0.748904	0.364065	0.910484
Sgol2a	Sgol2a	chr1	+	57985340	58026277	1.885340	0.208175	0.520621
Aox3	Aox3	chr1	+	58113135	58200452	0.847329	0.079243	0.198177
Gm39643	Gm39643	chr1	-	58115415	58140751	0.000000	0.000000	0.000000
Kctd18	Kctd18	chr1	-	57955101	57970084	32.030624	2.895017	7.240109
Aox1	Aox1	chr1	+	58029806	58106410	1.285941	0.082158	0.205469
Gm20257	Gm20257	chr1	+	58652641	58655831	8.554487	0.421424	1.053934
Als2cr12	Als2cr12	chr1	-	58656926	58696009	0.000000	0.000000	0.000000
Bzw1	Bzw1	chr1	+	58393136	58407354	1464.875244	102.042145	255.195816
Clk1	Clk1	chr1	-	58411988	58424088	1027.709473	83.548859	208.946228
Ppil3	Ppil3	chr1	-	58430993	58445527	31.756107	5.329557	13.328618
Nif3l1	Nif3l1	chr1	+	58445156	58462276	110.234795	7.323946	18.316359
Orc2	Orc2	chr1	-	58462771	58505109	108.439484	5.370959	13.432158
Gm15834	Gm15834	chr1	+	58505135	58538839	0.973323	0.052106	0.130310
Fam126b	Fam126b	chr1	-	58522806	58586333	51.559711	2.612950	6.534691
Ndufb3	Ndufb3	chr1	+	58586397	58595964	444.290680	21.887314	54.737686
Cflar	Cflar	chr1	+	58711307	58759209	173.821152	13.774196	34.447697
Gm39646	Gm39646	chr1	-	58767583	58791874	0.000000	0.000000	0.000000
Casp8	Casp8	chr1	+	58795228	58847503	794.221863	67.103874	167.819183
Trak2	Trak2	chr1	-	58900449	58973482	42.941017	2.551537	6.381104
Stradb	Stradb	chr1	+	58973527	58995126	297.362183	15.006715	37.530094
Als2cr11b	Als2cr11b	chr1	-	58994773	59022925	0.373034	0.018377	0.045959
Gm33774	Gm33774	chr1	-	59455328	59458627	0.101593	0.005005	0.012517
Fzd7	Fzd7	chr1	+	59482147	59486955	26.348305	1.298010	3.246175
Tmem237	Tmem237	chr1	-	59100584	59120695	183.134613	11.786329	29.476273
Mpp4	Mpp4	chr1	-	59120935	59163389	0.900234	0.045910	0.114816
Als2	Als2	chr1	-	59162756	59237231	41.803493	2.821598	7.056496
Gm973	Gm973	chr1	+	59516264	59636417	0.036640	0.004598	0.011498
Gm39649	Gm39649	chr1	-	59532995	59537221	0.000000	0.000000	0.000000
Gm28411	Gm28411	chr1	-	59542117	59548804	0.000000	0.000000	0.000000
Gm39648	Gm39648	chr1	-	59582482	59596208	0.000000	0.000000	0.000000
Gm33833	Gm33833	chr1	-	59612058	59619439	0.000000	0.000000	0.000000
Sumo1	Sumo1	chr1	-	59639434	59670834	1492.059204	73.504051	183.825317
Nop58	Nop58	chr1	+	59684951	59711510	257.831512	13.682956	34.219521
Snord70	Snord70	chr1	+	59691958	59692010	5.000000	0.246317	0.616012
Snord11	Snord11	chr1	+	59704808	59704870	0.000000	0.000000	0.000000
Bmpr2	Bmpr2	chr1	+	59764270	59878081	104.788582	5.380889	13.456992
Ica1l	Ica1l	chr1	-	59989068	60043512	0.754659	0.117708	0.294374
Fam117b	Fam117b	chr1	+	59913006	59985348	139.304840	6.862644	17.162695
Wdr12	Wdr12	chr1	-	60076868	60098500	153.166138	8.786182	21.973246
Carf	Carf	chr1	+	60098221	60153953	59.752628	3.870819	9.680479
Nbeal1	Nbeal1	chr1	+	60178625	60338328	14.421503	0.933036	2.333416
Cyp20a1	Cyp20a1	chr1	+	60343300	60388060	311.113525	15.408349	38.534534
Gm11578	Gm11578	chr1	-	60591420	60593335	0.510566	0.025152	0.062903
Cd28	Cd28	chr1	+	60746388	60773359	2.280519	0.112346	0.280965
Abi2	Abi2	chr1	+	60408998	60481945	98.688370	5.977760	14.949700
Raph1	Raph1	chr1	-	60471730	60567074	2.893545	0.192427	0.481238
LOC102637269	LOC102637269	chr1	-	60522773	60523033	0.819923	0.040392	0.101016
Ctla4	Ctla4	chr1	+	60909025	60915832	1.775996	0.091383	0.228539
Gm38137	Gm38137	chr1	+	60860958	60894365	2.028608	0.285249	0.713376
Gm39650	Gm39650	chr1	+	60887089	60887534	0.893175	0.044001	0.110041
Icos	Icos	chr1	+	60960773	61000322	1.822158	0.191092	0.477901
Pard3b	Pard3b	chr1	+	61638667	62642284	7.358757	0.401444	1.003965
Pard3bos1	Pard3bos1	chr1	-	61770673	61864579	0.138625	0.007995	0.019994
Pard3bos2	Pard3bos2	chr1	-	62130358	62136341	0.000000	0.000000	0.000000
Gm34881	Gm34881	chr1	-	62513330	62526071	0.359930	0.017731	0.044344
Nrp2	Nrp2	chr1	+	62703317	62818692	70.620659	5.116711	12.796315
Gm29083	Gm29083	chr1	-	62711675	62718920	1.330164	0.065529	0.163879
4930487H11Rik	4930487H11Rik	chr1	-	62790918	62794732	2.282681	0.112453	0.281232
Adam23	Adam23	chr1	+	63445882	63596104	0.430200	0.045742	0.114396
Ino80d	Ino80d	chr1	-	63047801	63114267	17.434723	0.953216	2.383885
Ino80dos	Ino80dos	chr1	+	63114471	63158295	1.337719	1.218553	3.047463
Ndufs1	Ndufs1	chr1	-	63143592	63176822	251.551437	16.612118	41.545021
Eef1b2	Eef1b2	chr1	+	63176831	63180486	473.423187	23.322481	58.326885
Snora41	Snora41	chr1	+	63179023	63179135	1.203540	0.059291	0.148279
Fastkd2	Fastkd2	chr1	+	63730599	63753385	75.138336	5.851103	14.632943
4933402D24Rik	4933402D24Rik	chr1	-	63754909	63769267	2.257973	0.111236	0.278188
Gm39654	Gm39654	chr1	-	64246994	64256156	2.625688	0.129351	0.323491
Klf7	Klf7	chr1	-	64029448	64122328	72.365280	7.358663	18.403181
Mir6899	Mir6899	chr1	-	64042438	64042501	0.000000	0.000000	0.000000
Gm35880	Gm35880	chr1	+	64121535	64242198	0.000000	0.000000	0.000000
Creb1	Creb1	chr1	+	64532315	64604548	87.825584	8.897643	22.251995
Fzd5	Fzd5	chr1	-	64730558	64737750	1.427828	0.070340	0.175912
Ccnyl1	Ccnyl1	chr1	+	64691041	64725646	6.406961	0.469833	1.174999
Mettl21a	Mettl21a	chr1	-	64606473	64618552	116.095932	7.751269	19.385046
D630023F18Rik	D630023F18Rik	chr1	-	65105285	65123214	0.000000	0.000000	0.000000
Gm36358	Gm36358	chr1	+	65110866	65119014	0.269461	0.038506	0.096300
